valor;descricao;local;bairro/cidade;quarto-min;quarto-max;garagem-min;garagem-max;banheiro-min;banheiro-max;area(m2)-min;area(m2)-max;iptu;condominio;novidade;suite;acabamento
2600000;(Código: 40851, Rua Engenheiro Neves da Rocha)   Itanhangá. Aceita permuta!!! Localização privilegiada, junto a natureza, próximo ao comércio, metro e com fácil saída para a Zona S...;Rua Engenheiro Neves da Rocha; Itanhangá;4;4;2;2;3;3;535;535;967;1340;Nenhuma;0;0
7000000;COD BR43391   Casa comercial no coração do Leblon, com terreno de 820 m², próximo ao Metrô Antero de Quintal e ao melhor comércio do bairro. Era ocupado pela Trattoria Oliva, resta...;Leblon; Rio de Janeiro;4;4;0;0;3;3;203;203;0;0;Nenhuma;0;0
2700000;Ótimo casarão com quatro andares, lindíssimo bem arejado e espaçoso e mais uma casa nos fundos de dois andares. E dois andares de quintal, um quintal da casa da frente e um quintal...;Rua Santa Cristina; Santa Teresa;1;1;0;0;2;2;234;234;236;0;Nenhuma;0;0
895000;Linda casa a venda em vargem pequena, condomínio fechado. Numa rua bem sossegada, toda arborizada, um recanto de tranquilidade. A casa tem uma maravilhosa estrutura. No primeiro pa...;Rua Rosa Antunes; Vargem Pequena;3;3;3;3;4;4;378;378;100;307;Nenhuma;0;0
110000;Casa à Venda, 103m² por R$ 110,000. Pavuna   Rio de Janeiro/RJ   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Medeiros Imóveis RJ!   Basta pr...;Rua Palas; Pavuna;2;2;0;0;2;2;103;103;0;30;Nenhuma;0;0
2100000;Belíssimo casa em condomínio fechado com portaria 24hrs. Casa centro terreno com 4 suítes. 1° pavimento: ampla sala, lavabo, 1 suite, cozinha com despensa, área de serviço. 2° pavi...;Avenida das Américas; Barra da Tijuca;4;4;3;3;5;5;330;330;8050;762;Nenhuma;1;0
440000;Ótima casa em localização privilegiada, próximo ao comércio e condução e em rua fechada com portão de acesso exclusivo aos moradores, composta de: 1º Pavimento: Quintal frontal e l...;Avenida Chrisóstomo Pimentel de Oliveira; Anchieta;4;4;1;1;3;3;100;100;0;0;Nenhuma;0;0
756900;** Preço e Disponibilidade, Sujeitos a Alterações. Ligue e 📆 Agende uma Visita para Conhecer a Unidade !  🎖 (OPORTUNIDADE):  ☛ Linda Casa de 4 Quartos C/ Suíte (140 m²), Condomín...;Rua Geminiano Gois; Freguesia- Jacarepaguá;4;4;2;2;4;4;140;140;100;100;Nenhuma;1;0
750000;Casarão triplex no Meier na Conêgo Tobias Casa triplex sendo no primeiro piso 2 garagens , 1 banheiro de serviço e 1 sótao. Já no segundo piso 3 salões banheiro social , e cozinha...;Rua Cônego Tobias; Méier;3;3;1;1;2;2;300;300;259;0;Nenhuma;0;0
400000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Zenetildes Alves Meira; Vargem Grande;3;3;2;2;2;2;360;360;70;230;Nenhuma;0;0
670000;"Excelente casa triplex frente de rua, assim descrita: 1º piso: Salão em dois ambientes; cozinha com armários planejados; lavabo; quintal com churrasqueira e garagem para 5 carros (...";Rua Mário Carpenter; Abolição;3;3;5;5;3;3;305;305;2825;0;Nenhuma;0;1
350000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Itália Fausta; Itanhangá;2;2;0;0;1;1;95;95;250;0;Nenhuma;0;0
650000;Casa dos sonhos , vc esta buscando uma casa que te completa , com uma estrutura top , independente , com possibilidade de ampliar , em ótima localização , próximo de comercio e con...;Rua Fernão de Magalhães; Campo Grande;2;2;4;4;2;2;264;264;0;0;Nenhuma;0;0
490000;Cód: HBCA40001. Excelente casa duplex composta de salão amplo, 03 quartos amplos sendo 01 suíte, banheiro social, cozinha , área de serviço coberta quintal frontal, terraço, vaga d...;Campo Grande; Rio de Janeiro;4;4;4;4;4;4;100;100;0;0;Nenhuma;1;0
150000;Imóvel térreo no Condomínio Colinas de Campo Grande. Quitado. sala, 2 quartos, cozinha, banheiro e área de serviço/varanda coberta. Uma vaga na garagem. Condomínio com segurança 24...;Avenida de Santa Cruz; Senador Vasconcelos;2;2;1;1;1;1;50;50;0;280;Nenhuma;0;0
620000;Casa à Venda, 240m² por R$ 620,000. Madureira   Rio de Janeiro/RJ   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Medeiros Imóveis RJ!   Basta...;Rua Delfina Alves; Madureira;4;4;4;4;4;4;240;240;0;0;Nenhuma;0;0
479000;Casa com 3 dormitórios à venda, 110 m² por R$ 479.000   Pechincha   Rio de Janeiro/RJ Belíssima Casa Tríplex em condomínio fechado com somente 7 casas, portão eletrônico, piscina a...;Rua Félix Crame; Pechincha;3;3;1;1;2;2;110;110;626;270;Nenhuma;0;0
2850000;"Conominio Art Life Espetacular casa triplex de Esquina , sendo 4 suítes amplas sendo a Master com closet; um dos melhores e mais procurados da região, excelente posição de frente p...";Avenida das Américas; Recreio Dos Bandeirantes;4;4;3;3;7;7;380;380;5000;800;Nenhuma;1;0
550000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Maenca; Pechincha;2;2;1;1;2;2;100;100;0;0;Nenhuma;0;0
4200000;Descrição Condomínio Alphaville Barra da Tijuca Espetacular Mansão triplex, projeto Brezinski, com lazer nos fundos, em um dos melhores condomínios na Barra da Tijuca, com total in...;Rua Rubem Braga; Barra da Tijuca;4;4;4;4;7;7;460;460;2502;1500;Nenhuma;0;0
395000;Você encontrou o Imóvel dos seus sonhos em Campo Grande, na zona oeste do Rio de Janeiro, RJ! Imóvel à venda, com 4 dormitórios, varanda grande, cozinha ampla e Banheiro.Está é a c...;Campo Grande; Rio de Janeiro;4;4;1;1;2;2;164;164;164;0;Nenhuma;0;0
3750000;Casa em São Conrado rodeado pela natureza, em rua com segurança e cancela. Imóvel composto por uma linda sala dividida em 4 ambientes, cercada de vidros, permitindo muita claridade...;Rua Santa Glafira; São Conrado;4;4;2;2;7;7;700;700;7000;1000;Nenhuma;0;0
349990;Casa com sala, 2 quartos, banheiro, cozinha, varanda, quintal, 2 vagas, próximo ao Metrô, venda, 103 m², R$ 349.990, Maria da Graça, Rio de Janeiro/RJ Casa em fase de reforma/const...;Maria da Graça; Rio de Janeiro;2;2;2;2;1;1;103;103;412;0;Nenhuma;0;0
587817;IMÓVEL RETOMADO DE BANCO E OCUPADO  (ASSESSÓRIA GRATUITA NA CORRETAGEM)  MR Imóveis   Marcos Rocha   Vende    Aceito Carta de Crédito e FGTS. Imóvel retomado de Agente financeiro....;Avenida Monsenhor Félix; Vaz Lobo;4;4;0;0;3;3;870;870;0;0;Nenhuma;0;0
1800000;LOPES ENJOY VENDE Belíssima casa 4 quartos sendo duas suites, no Itanhanga em condômino numa área de 1.000 metros quadrados toda em estilo rústico com vista para Lagoa de Jacarepag...;Itanhangá; Rio de Janeiro;4;4;3;3;3;3;224;224;231;0;Nenhuma;1;0
4500000;Casa espetacular com vista para o mar de todos os ambientes! Living amplo, lavabo, copa cozinha, dependências de empregada, piscina. Área para espaço gourmet, 4 suítes, sendo a mas...;Rua Santa Glafira; São Conrado;4;4;3;3;6;6;325;325;1088;0;Nenhuma;1;0
270000;Cód: CGCA21260. Excelente residência, 1º locação composta por: Sala, 2 dormitórios sendo 2 suítes e 1 deles com sacada, cozinha, lavabo, área de serviço, cômodos amplos, ótimo acab...;Campo Grande; Rio de Janeiro;2;2;0;0;3;3;90;90;1;0;Nenhuma;1;0
870000;Casa com 3 dormitórios à venda, 297 m² por R$ 870.000   Grajaú   Rio de Janeiro/RJ CASA NO RECANTO DO GRAJAÚ!!!! Em rua fechada com guarita e segurança 24 horas, ao lado da reserva...;Rua Augusto Girardet; Grajaú;3;3;4;4;2;2;297;297;3910;0;Nenhuma;0;0
300000;(COD. JC61627) Jc imóveis excelente imóvel em ótima localização, casa linear cômodos amplos, bom espaço de quintal na frente e fundos, centro de terreno, próximo de comércios, tran...;Rua Ocaimã; Campo Grande;2;2;3;3;1;1;60;60;0;0;Nenhuma;0;0
400000;Casa com 3 dormitórios à venda, 158 m² por R$ 400.000   Jardim Sulacap   Rio de Janeiro/RJ. Imóveis Mav vende excelente casa duplex, de vila vazia , em Sulacap, a 5 minutos do Shop...;Avenida Marechal Fontenelle; Jardim Sulacap;3;3;1;1;3;3;158;158;713;0;Nenhuma;0;0
550000;Casa linear, frente de Rua com 164 m² por R$ 550.000,00   Cachambi. Sala, 2 quartos, quintal frente e fundos , garagem, 2 quartos , 1 suíte, 1 sala, 1 ampla cozinha, banheiro socia...;Rua Miguel Cervantes; Cachambi;2;2;3;3;3;3;164;164;1619;0;Nenhuma;1;0
350000;Ótima oportunidade casa na Freguesia . casa de vila documentada.  2 Casas , a primeira casa de baixo com dois quartos , sala , cozinha , banheiro , área de serviço e quintal.    Ca...;Rua Francisca Sales; Freguesia- Jacarepaguá;2;2;1;1;2;2;100;100;0;0;Nenhuma;0;0
330000;Casa Duplex nova com 2 suites, situado em localidade proximo a estrada da cachamorra, nao germinada, rua com habitacoes excelentes. pagamento somente a vista Anúncio do corretor de...;Rua Fernão de Magalhães; Campo Grande;2;2;1;1;3;3;100;100;1;0;Nenhuma;1;0
7900000;Cód: VR6133. Marejo Vende. Condomínio Malibu. Linda casa com ambientes integrados, salão de estar , sala de jogos,sala de jantar em mármore com sistema de ar condicionado central,...;Barra da Tijuca; Rio de Janeiro;6;6;3;3;10;10;990;990;2900;2800;Nenhuma;0;0
320000;Apartamento tipo casa com terraço com churrasqueira e salão, ótima sala com piso Paviflex, dois quartos grandes, banheiro, cozinha, copa e lavanderia. Segundo piso um grande terraç...;Rua Eduardo Raboeira; Engenho Novo;2;2;1;1;2;2;180;180;950;0;Nenhuma;0;0
320000;Casa duplex com 5 quartos, um com suíte, 4 banheiros, 2 salas, 2 cozinhas, área de serviço, varanda, terraço com churrasqueira, quintal e garagem para 1 carro coberto, cabendo mais...;Praça Seca; Rio de Janeiro;5;5;1;1;4;4;252;252;0;0;Nenhuma;1;0
650000;Cód: PACA30521. Aceita Financiamento e FGTS. Maravilhosa Casa frente de Rua Linear, local tranquilo e com guarita, área frontal, varanda, sala, três quartos sendo 1 suíte, banheiro...;Irajá; Rio de Janeiro;3;3;3;3;2;2;107;107;731;0;Nenhuma;1;0
630000;Excelente Casa de dois andares com 4 quartos sendo uma suite, possui placas solares voltadas pro aquecimento na água e gerar redução no gasto de energia do imóvel. A residencia pos...;Rua Barão de Itapagipe; Tijuca;4;4;0;0;3;3;285;285;709;70;Nenhuma;1;0
210000;Excelente imóvel no bairro Andréia!  Casa duplex com 2 quartos, sacada, sala, cozinha, banheiro, lavabo, vaga coberta para 1 carro. Casa ainda tem possibilidade de criação de novos...;Campo Grande; Rio de Janeiro;2;2;1;1;1;1;105;105;0;0;Nenhuma;0;0
550000;Cód: VPCA30235. Casa Linear frente de rua composta por sala ampla, 3 quartos espaçosos, cozinha com ar´marios embutidos, copa, 3 banheiros sendo 1 com box de vidro temperado, área...;Rua Capitão Bellini; Irajá;3;3;5;5;4;4;205;205;0;0;Nenhuma;0;0
320000;Casa duplex com 5 quartos, um com suíte, 4 banheiros, 2 salas, 2 cozinhas, área de serviço, varanda, terraço com churrasqueira, quintal e garagem para 1 carro coberto, cabendo mais...;Rua Doutor Bernardino; Praça Seca;5;5;1;1;4;4;252;252;0;0;Nenhuma;1;0
895000;Linda casa a venda em vargem pequena, condomínio fechado. Numa rua bem sossegada, toda arborizada, um recanto de tranquilidade. A casa tem uma maravilhosa estrutura. No primeiro pa...;Rua Rosa Antunes; Vargem Pequena;3;3;3;3;4;4;378;378;100;307;Nenhuma;0;0
110000;Casa à Venda, 103m² por R$ 110,000. Pavuna   Rio de Janeiro/RJ   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Medeiros Imóveis RJ!   Basta pr...;Rua Palas; Pavuna;2;2;0;0;2;2;103;103;0;30;Nenhuma;0;0
2100000;Belíssimo casa em condomínio fechado com portaria 24hrs. Casa centro terreno com 4 suítes. 1° pavimento: ampla sala, lavabo, 1 suite, cozinha com despensa, área de serviço. 2° pavi...;Avenida das Américas; Barra da Tijuca;4;4;3;3;5;5;330;330;8050;762;Nenhuma;1;0
850000;"Cód: VVCA30176. EXCELENTE CASA LINEAR, EM TERRENO DE 360 M2 PLANOS , COLADO AO CONDOMINIO GRAMADO:   QUINTAL DE FRENTE COM JARDIM, GARAGEM PARA 4 CARROS SENDO 2 COBERTOS , VARANDA;...";Estrada Rodrigues Caldas; Taquara;3;3;4;4;3;3;222;222;1764;0;Nenhuma;0;0
756900;** Preço e Disponibilidade, Sujeitos a Alterações. Ligue e 📆 Agende uma Visita para Conhecer a Unidade !  🎖 (OPORTUNIDADE):  ☛ Linda Casa de 4 Quartos C/ Suíte (140 m²), Condomín...;Rua Geminiano Gois; Freguesia- Jacarepaguá;4;4;2;2;4;4;140;140;100;100;Nenhuma;1;0
750000;Casarão triplex no Meier na Conêgo Tobias Casa triplex sendo no primeiro piso 2 garagens , 1 banheiro de serviço e 1 sótao. Já no segundo piso 3 salões banheiro social , e cozinha...;Rua Cônego Tobias; Méier;3;3;1;1;2;2;300;300;259;0;Nenhuma;0;0
400000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Zenetildes Alves Meira; Vargem Grande;3;3;2;2;2;2;360;360;70;230;Nenhuma;0;0
799000;Cód: PECA40145. Linda Casa linear! Centro de terreno! No coração do Pechincha! Próximo ao Center Shopping, Escola de natação Tubarão! Varandão, 4 quartos suítes, sendo 2 canadenses...;Rua Comendador Siqueira; Pechincha;4;4;4;4;6;6;155;155;1491;0;Nenhuma;1;0
2650000;LOCALIZAÇÃO PRIVILEGIADA, FRENTE AO BOULEVARD, VISTA AMPLA E INDEVASSÁVEL, SOL DA MANHÃ, PRÓXIMO A SUPERMERCADOS, SHOPPING, BANCOS, FARMÁCIAS E A POUCOS MINUTOS DA PRAIA.  CONDOMÍN...;Estrada Vereador Alceu de Carvalho; Recreio Dos Bandeirantes;4;4;3;3;7;7;380;380;10;950;Nenhuma;0;0
550000;Cód: IR30584. Casa primeira locação 3 quartos  1 suite Pechincha Oportunidade casas com 3 quartos sendo 1 suite e 2 quartos com varanda, primeira locação, porcelanato com vaga para...;Rua Alberto Pasqualini; Pechincha;3;3;1;1;4;4;180;180;0;0;Nenhuma;1;1
760000;Vargem Pequena   Estrada dos Bandeirantes   Condomínio Monteserrat   Excelente casa Triplex, localizada em condomínio com Guaritana portaria, próximo ao Projac. Casa com excelente...;Camorim; Rio de Janeiro;4;4;4;4;4;4;300;300;80;200;Nenhuma;0;0
335000;OPORTUNIDADE!!!  Maravilhosa casa duplex, com 4 quartos, 2 banheiros, sendo um lavabo. Casa com cômodos amplos e arejados, em fino acabamento, toda no porcelanato. Quintal reformad...;Campo Grande; Rio de Janeiro;4;4;2;2;2;2;130;130;0;0;Nenhuma;0;1
430000;Apartamento tipo Casa 3 quartos, à venda, 145 m², R$ 430.000   Del Castilho   Rio de Janeiro/RJ Amplo apartamento tipo Casa   Av. Dom Hélder Câmara!!! Próximo Norte Shopping!! Com...;Avenida Dom Hélder Câmara; Del Castilho;3;3;1;1;2;2;145;145;298;0;Nenhuma;0;0
460000;Real Up vende: Aconchegante Casa de 3 andares, com excelente potencial. Na Rua Visconde de Santa Isabel   Próximo ao Shopping Boulevard.  No 1º piso: Sala com 2 ambientes em tábua...;Rua Visconde de Santa Isabel; Vila Isabel;3;3;0;0;2;2;188;188;241;0;Nenhuma;0;0
600000;Excelente oportunidade de morar em REALENGO!!! O imóvel possui 4 andares, são (2) DUAS casas, uma no 1 andar com 1 quarto, sala, cozinha, banheiro e garagem. A casa de cima possui...;Realengo; Rio de Janeiro;4;4;1;1;6;6;276;276;87;0;Nenhuma;0;0
380000;Cód: CGCA30592. (Brito 1) Venha morar à poucos metros do Park Shopping! Residência duplex, 01º pavimento: Varanda, ampla sala, 02 dormitórios, banheiro social, cozinha, área de ser...;Campo Grande; Rio de Janeiro;3;3;2;2;2;2;120;120;1338;0;Nenhuma;0;0
800000;Maravilhosa casa em Sulacap! 1º pavimento: sala, salé, duas suítes, banheiro social e cozinha. 2º pavimento: duas suítes, salão, varanda frente e varanda fundos. Ainda há um sótão...;Jardim Sulacap; Rio de Janeiro;6;6;4;4;1;1;634;634;5066;0;Nenhuma;1;0
450000;Cód: OMCA40002. Casa duplex em rua residencial paralela a Hemengarda, próximo ao Méier e junto a comércios locais. Garagem comportando até 4 vagas. No primeiro pavimento, duas sala...;Méier; Rio de Janeiro;4;4;4;4;3;3;150;150;0;0;Nenhuma;0;0
526596;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua São Calisto; Taquara;3;3;5;5;3;3;360;360;100;150;Nenhuma;0;0
434600;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Honório; Cachambi;2;2;1;1;2;2;130;130;0;200;Nenhuma;0;0
730000;Empreendimento de Casas, localizado no ponto Nobre da Freguesia, com todo diferencial que sua Família sempre quis, como viver cercada de Verde e um Bairro que lhe oferece todas as...;Rua Geminiano Gois; Freguesia- Jacarepaguá;4;4;2;2;4;4;139;139;650;1000;Nenhuma;0;0
584630;IMÓVEL RETOMADO DE BANCO E OCUPADO  (ASSESSÓRIA GRATUITA NA CORRETAGEM)  MR Imóveis   Marcos Rocha   Vende    NÃO Aceito Carta de Crédito e FGTS. Imóvel retomado de Agente financei...;Rua Desembargador Omar Dutra; Taquara;4;4;2;2;3;3;250;250;0;0;Nenhuma;0;0
219000;Casa composta por 2 quartos, banheiro nos 2 andares, garagem e quintal, quarto com sacada em blindex. Localização excelente, bairro super tranquilo, com farto comércio na região. A...;Campo Grande; Rio de Janeiro;2;2;1;1;2;2;70;70;1;0;Nenhuma;0;0
365000;Excelente Casa Triplex na Taquara, rua fechada. Composta de sala, cozinha em 2 ambientes, banheiro social, banheiro de serviço, 3 dormitórios sendo 1 suíte, lavanderia, terraço. 1...;Rua Otacílio Novais; Taquara;3;3;1;1;3;3;78;78;629;251;Nenhuma;1;0
499000;Excelente terreno 12x30 , com casa duplex 3 quartos com suite , banheiro social,, 2 salas, area e varanda ampla, vaga para 3 carros em Rua super tranquila sol manha saida individua...;Rua Isis; Curicica;3;3;3;3;2;2;120;120;0;0;Nenhuma;1;0
570000;RUA JORGE RUDGE CASA DE VILA FECHADA COM INTERFONE ÓTIMA APRESENTAÇÃO APENAS 10 CASAS. IMÓVEL ESTILO COLONIAL COMPOSTO DE 1º PISO: SALA 2 QUARTOS ARMÁRIO EMBUTIDO PISO LAJOTA COZIN...;Rua Jorge Rudge; Vila Isabel;3;3;1;1;3;3;153;153;2521;100;Nenhuma;0;0
300000;Cód: 578076. Aceitamos financiamento Itaú. Belíssima casa, frente de rua. Boa localização. Composta de: sala em dois ambientes, três dormitórios sendo uma suíte, três banheiros azu...;Penha; Rio de Janeiro;3;3;1;1;4;4;79;79;0;0;Nenhuma;1;0
550000;Excelente casa em rua sem saída, vizinhança tranquila, a poucos metros do Shopping de Santa Cruz, escola Faetec, condução, comércio, restaurantes, estação de trem, BRT e muito mais...;Rua Otelina de Oliveira Costa; Santa Cruz;3;3;1;1;2;2;140;140;0;0;Nenhuma;0;0
650000;casa 3 quartos, 2 salas,copa/cozinha azulejos decorado, dependência completa ,banheiro social, lavanderia, garagem 3 carros , quintal.Vazia Entrar/morar;Rua Panamá; Penha;3;3;3;3;2;2;240;240;1;0;Nenhuma;0;0
225000;Casa linear 2 quartos, primeira locação com um fantástico quintal gramado, com potencial diferenciado. Não tem casa igual, PROJETO ÚNICO.   Composta por 2 quartos padrão, sendo uma...;Rua Juarez Getirana;Pedra de Guaratiba;2;2;2;2;1;1;65;65;0;0;Nenhuma;0;0
160000;Bom apartamento localizado no Engenho Novo.  Composto por: sala, 3 quartos com armários planejados, 2 banheiros, cozinha grande, copa cozinha , área de serviço separada e pequeno q...;Rua Álvaro; Engenho Novo;3;3;0;0;2;2;73;73;0;50;Nenhuma;0;1
435000;Ótima casa, juntinho a Conde de Bonfim, cercado de comércio e condução, cinco minutos do metrô. Casa composta de sala em 2 ambientes Cozinha americana, lavabo, lavanderia, banheiro...;Rua dos Araujos; Tijuca;2;2;0;0;2;2;100;100;624;0;Nenhuma;0;0
3300000;"Casa confortável em localização privilegiada do Jardim Botânico. No 1º piso: Sala ampla dividida em 2 ambientes com piso de madeira de 1ª qualidade, banheiro social e lavabo; jardi...";Rua Faro; Jardim Botânico;3;3;1;1;1;1;280;280;3460;0;Nenhuma;0;0
4500000;Linda casa, funciona atualmente como Hotel, casa colonial, reformada, mobiliada, lindos jardins, piscina e 10 vagas. Casa principal com 17 quartos, sendo 15 suítes, 02 banheiros no...;Rua Joaquim Murtinho; Santa Teresa;15;15;10;10;4;4;1132;1132;0;0;Nenhuma;1;0
219000;Casa composta por 2 quartos, banheiro nos 2 andares, garagem e quintal, quarto com sacada em blindex. Localização excelente, bairro super tranquilo, com farto comércio na região. A...;Campo Grande; Rio de Janeiro;2;2;1;1;2;2;70;70;1;0;Nenhuma;0;0
365000;Excelente Casa Triplex na Taquara, rua fechada. Composta de sala, cozinha em 2 ambientes, banheiro social, banheiro de serviço, 3 dormitórios sendo 1 suíte, lavanderia, terraço. 1...;Rua Otacílio Novais; Taquara;3;3;1;1;3;3;78;78;629;251;Nenhuma;1;0
499000;Excelente terreno 12x30 , com casa duplex 3 quartos com suite , banheiro social,, 2 salas, area e varanda ampla, vaga para 3 carros em Rua super tranquila sol manha saida individua...;Rua Isis; Curicica;3;3;3;3;2;2;120;120;0;0;Nenhuma;1;0
570000;RUA JORGE RUDGE CASA DE VILA FECHADA COM INTERFONE ÓTIMA APRESENTAÇÃO APENAS 10 CASAS. IMÓVEL ESTILO COLONIAL COMPOSTO DE 1º PISO: SALA 2 QUARTOS ARMÁRIO EMBUTIDO PISO LAJOTA COZIN...;Rua Jorge Rudge; Vila Isabel;3;3;1;1;3;3;153;153;2521;100;Nenhuma;0;0
300000;Cód: 578076. Aceitamos financiamento Itaú. Belíssima casa, frente de rua. Boa localização. Composta de: sala em dois ambientes, três dormitórios sendo uma suíte, três banheiros azu...;Penha; Rio de Janeiro;3;3;1;1;4;4;79;79;0;0;Nenhuma;1;0
550000;Excelente casa em rua sem saída, vizinhança tranquila, a poucos metros do Shopping de Santa Cruz, escola Faetec, condução, comércio, restaurantes, estação de trem, BRT e muito mais...;Rua Otelina de Oliveira Costa; Santa Cruz;3;3;1;1;2;2;140;140;0;0;Nenhuma;0;0
650000;casa 3 quartos, 2 salas,copa/cozinha azulejos decorado, dependência completa ,banheiro social, lavanderia, garagem 3 carros , quintal.Vazia Entrar/morar;Rua Panamá; Penha;3;3;3;3;2;2;240;240;1;0;Nenhuma;0;0
225000;Casa linear 2 quartos, primeira locação com um fantástico quintal gramado, com potencial diferenciado. Não tem casa igual, PROJETO ÚNICO.   Composta por 2 quartos padrão, sendo uma...;Rua Juarez Getirana;Pedra de Guaratiba;2;2;2;2;1;1;65;65;0;0;Nenhuma;0;0
160000;Bom apartamento localizado no Engenho Novo.  Composto por: sala, 3 quartos com armários planejados, 2 banheiros, cozinha grande, copa cozinha , área de serviço separada e pequeno q...;Rua Álvaro; Engenho Novo;3;3;0;0;2;2;73;73;0;50;Nenhuma;0;1
390000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Clarimundo de Melo; Piedade;4;4;3;3;4;4;136;136;45;0;Nenhuma;0;0
350000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Avenida Ernani Cardoso; Cascadura;4;4;1;1;3;3;172;172;44;0;Nenhuma;0;0
3600000;Cód: LDCA80002. MORE COM BOM GOSTO, CONFORTO, ESPAÇO e VERDE, dentro da cidade. CASA à venda na Maria Angélica, Jardim Botânico. O imóvel é composto por 3 andares com suítes, quart...;Rua Maria Angélica; Jardim Botânico;8;8;2;2;9;9;373;373;8849;0;Nenhuma;1;0
235000;Excelente casa linear condomínio fechado 1° locação, composta de: Varanda, sala, 02 quartos sendo 01 suíte canadense, copa cozinha, área de serviço, lavanderia, garagem, aceitando...;Rua Oswaldo Lussac; Pechincha;2;2;1;1;1;1;55;55;0;0;Nenhuma;1;0
720000;Excelente residencia em condomínio fechado de 1º Locação na Taquara, composta de :  1 andar: salão com 50 mts quadrados, com piso no porcelanato, cozinha com conceito aberto pra sa...;Jacarepaguá; Rio de Janeiro;4;4;3;3;5;5;180;180;0;400;Nenhuma;0;1
229990;"Quatro dormitórios, três banheiros; uma vaga; (CONJUNTO É COMPOSTO DE UMA CASA PRINCIPAL; UMA CASA QUARTO, SALA COZINHA E BANHEIRO NOS FUNDOS; UMA KITCHNET E UMA LOJINHA);Livre de...";Rua Aquarius; Santíssimo;4;4;1;1;3;3;180;180;0;0;Nenhuma;0;0
750000;Casa quadriplex em condomínio fechado na Rio Grande. Com ótima localização, minutos do centro da taquara. Aonde está sendo construído o novo shopping multiplan.   Primeiro paviment...;Taquara; Rio de Janeiro;4;4;3;3;2;2;422;422;1;250;Nenhuma;0;0
1800000;Belíssima Casa no Quebra Côco pertinho do Iate Clube Jardim Guanabara com condução e comércio da região na porta (Padaria Majestosa, Hortifruti, Empório Multi Market, Farmácias) co...;Rua Espumas; Jardim Guanabara;4;4;4;4;4;4;281;281;5823;0;Nenhuma;0;0
225000;Excelente casa duplex dentro de condominio em Vila Valqueire. 1º pavimento: quintal em L todo em piso frio, área de serviço nos fundos, ótima sala em piso frio, copa cozinha toda a...; Vila Valqueire; Rio de Janeiro;3;3;1;1;1;1;96;96;0;0;Nenhuma;0;0
650000;(21) 3 3 9 1   9794   Casa em Frente de Rua Fechada com 2 bons quartos, 1 grande sala saindo para uma ampla varanda, lindo banheiro social e espaçosa copa cozinha. Boa área de serv...;Rua São Leonardo; Vista Alegre;2;2;2;2;2;2;152;152;0;0;Nenhuma;0;0
595000;Excelente casa duplex , 200 m² em terreno de 360m² , composta de sala para 3 ambiente , lavabo , 3 quartos sendo 1 suite com varanda , cozinha americana , dependência completa, áre...;Avenida Gaspar de Lemos; Guaratiba;3;3;2;2;3;3;200;200;0;105;Nenhuma;1;0
310000;Casa com 2 quartos à venda, 140 m² por R$ 310.000   Engenho Novo   Rio de Janeiro/RJ Casa duplex de vila com terraço. A vila possui portão eletrônico, interfone e vaga de garagem....;Rua Juiz Jorge Salomão; Engenho Novo;2;2;1;1;2;2;140;140;553;0;Nenhuma;0;0
187000;Ótima casa de esquina, super espaçosa, com 2 quartos, sala, banheiro, cozinha com copa integrada, quintal e com corredor lateral. Espaço separado nos fundos para colocar área de se...;Campo Grande; Rio de Janeiro;2;2;1;1;1;1;200;200;0;0;Nenhuma;0;0
5000000;Condomínio Park Palace   Casa em estilo colonial rústico, em terreno de 2100 metros quadrados, muito arborizado e ajardinado. Primeiro piso, Salão em três ambientes com ar central,...;Avenida Prefeito Dulcídio Cardoso; Barra da Tijuca;4;4;5;5;5;5;800;800;0;2882;Nenhuma;0;0
