valor;descricao;local;bairro/cidade;quarto-min;quarto-max;garagem-min;garagem-max;banheiro-min;banheiro-max;area(m2)-min;area(m2)-max;iptu;condominio;novidade;suite;acabamento
795000;EXCELENTE CASA DUPLEX, FRENTE DE RUA, LOCALIZADA EXATAMENTE NO INÍCIO DO ALTO (EM FRENTE POSTO IPIRANGA   RUA EM FRENTE) TÉRREO: VARANDÃO NA FRENTE DA CASA, AMPLA SALA (PISO CERÂMI...;Rua Marechal Pilsudski; Alto da Boa Vista;4;4;2;2;1;1;252;252;2021;0;Nenhuma;0;0
450000;Cód: 511919. Somente Á Vista. Boa Casa única no terreno, centro de terreno. Boa localização. Descrita da seguinte forma, 1º pavimento: varanda, duas salas, dois dormitórios, banhei...;Engenho Da Rainha; Rio de Janeiro;2;2;4;4;2;2;98;98;0;0;Nenhuma;0;0
420000;EXCELENTE casa triplex em Condomínio fechado na Taquara na Rodolfo Carvalho !!! Com 270 m², 4 quartos sendo 1 suite, porcelanato, 2 vagas, terraço com churrasqueira e banheiro, já...;Rua Rodolfo Carvalho; Taquara;4;4;0;0;4;4;270;270;70;50;Nenhuma;1;1
950000;asa na Freguesia em Jacarepaguá.. Excelente casa duplex com 209 m², com sótão charmoso e espaçoso, em condomínio fechado a 10 minutos da Barra da Tijuca, juntinho a linha Amarela,...;Rua Francisca Sales; Freguesia- Jacarepaguá;4;4;3;3;5;5;209;209;2401;500;Nenhuma;0;0
990000;Excelente casa em Campo Grande, comércio próximo, casa nova construída em 2011, bem arejada e iluminada. Condomínio de apenas 1 rua com poucas casas, ponto de ônibus em frente ao c...;Estrada do Cabuçu; Campo Grande;5;5;5;5;5;5;320;320;380;50;Nenhuma;0;0
930000;Cód: PACA30233. ATENÇÃO CLIENTES PROPRIETÁRIOS! TODOS OS NOSSOS IMÓVEIS SÃO ANUNCIADOS NO MAIOR PORTAL DE IMÓVEIS DA AMÉRICA LATINA ZAP IMÓVEIS. CADASTRE SEU IMÓVEL E GANHE UM ANÚN...;Irajá; Rio de Janeiro;3;3;1;1;4;4;90;90;0;0;Nenhuma;0;0
1600000;Cód: TICA50011. Próximo ao Metrô Afonso Pena, Casa tríplex em centro de terreno, (residencial ou comercial), rua tranquila com segurança, 5 quartos sendo 2 suítes, 3 vagas. Portão...;Rua Caruso; Tijuca;5;5;3;3;5;5;320;320;0;0;Nenhuma;1;0
1490000;Excelente oportunidade de renda em Santa Teresa. 8 imóveis, sendo 2 casas de vila com 6 apartamentos no mesmo terreno. Estimativa de renda de aluguel de R$ 10.000,00 mensais. Distr...;Centro; Rio de Janeiro;2;2;0;0;2;2;360;360;400;0;Nenhuma;0;0
600000;Excelente casa, frente de rua, totalmente independente, clara, arejada!! Composta por sala ampla, 2 quartos confortaveis com armarios planejados em madeira maciça e ar condicionado...;Rua Vaz de Toledo; Engenho Novo;2;2;2;2;2;2;155;155;881;0;Nenhuma;0;1
550000;Uma casa totalmente reformada na Rua Viscondessa de Pirassinunga, Cidade Nova. Primeiro andar: duas salas , cozinha, área de serviço, um banheiro social, despensa. No segundo andar...;Rua Viscondessa Pirassununga; Rio Comprido;3;3;0;0;3;3;120;120;56;0;Nenhuma;0;0
450000;CASA 1a.LOCAÇÃO, CASA 3/LATERAL: R$ 450.000,00 (quatrocentos e cinquenta mil reais). Triplex, 119 m², compostas de: 1º pavimento: garagem, área de serviço, lavabo, copa cozinha. 2º...; Vila Valqueire; Rio de Janeiro;2;2;1;1;1;1;119;119;0;0;Nenhuma;0;0
410000;Cód: 555986. VENDA   ABOLIÇÃO   CASA. Aceitamos financiamento e FGTS. Ótima casa duplex frente de rua, descrita da seguinte forma: 1º piso   boa sala e dois quartos, banheiro socia...;Abolição; Rio de Janeiro;2;2;1;1;2;2;150;150;63;0;Nenhuma;0;0
830000;2 CASAS, EXCELENTE PARA 02 FAMÍLIA.   1º Casa térrea: Sala, 02 quartos, sala, cozinha e banheiro.  2º Casa: Salão,03 quartos, 01 suite, copa/ cozinha, terraço com piscina, churrasq...;Rua Chapot Prevost; Freguesia;5;5;0;0;1;1;228;228;0;0;Nenhuma;1;0
2500000;Lindissímo! Esta procurando casa linear para comprar? Chegou a sua oportunidade casa composto por 2 varandas, 1 salão com 3 ambientes, sala de jantar, lavabo, cozinha planejada com...;Rua Venâncio Veloso; Recreio Dos Bandeirantes;4;4;6;6;5;5;630;630;558;0;Nenhuma;0;0
1720000;"CASA DUPLEX   3 SUÍTES   4 VAGAS   PISCINA   CHURRASQUEIRA   DEPENDÊNCIAS COMPLETAS   JBT63093 Linda casa duplex, composto de: Sala, dois ambientes; Jardim de inverno; 3 suítes; Ba...";Rua Santa Luísa; Maracanã;4;4;4;4;4;4;361;361;622;0;Nenhuma;1;0
600000;Ótima casa duplex em condomínio fechado com total segurança.        Composta de: 1º pavimento: sala, ampla cozinha com despensa e armários, área de serviço ampla e arejada e...;Portuguesa; Rio de Janeiro;2;2;1;1;2;2;146;146;95;250;Nenhuma;0;0
850000;EXCELENTE CASA BEM LOCALIZADA COMPOSTA DE: ÁREA LIVRE, VARANDA, GARAGEM, SALA, TRÊS DORMITÓRIOS, SENDO UM SUÍTE, BANHEIRO SOCIAL, COZINHA, SALA DE JANTAR, VARANDA NOS FUNDOS COBERT...;Jardim Sulacap; Rio de Janeiro;5;5;3;3;1;1;232;232;906;20;Nenhuma;1;0
843000;Casa à venda na Rua Omar Bandeira Ramidan Sobrinho, Recreio dos Bandeirantes   Rio de Janeiro, RJ   Preço: R$ 843000.00   IPTU/Ano: R$ 2000.00   Preço/m²: R$ 4215.00   Condomínio:...;Rua Omar Bandeira Ramidan Sobrinho; Recreio Dos Bandeirantes;3;3;2;2;2;2;200;200;2000;100;Nenhuma;0;0
1300000;Athiones Fernandes Consultoria Imobiliária Vende:  Excelente casa duplex em condomínio fechado, enorme varanda com vista panorâmica, 324m2, 4 vagas coberta, varanda, assim constitu...;Rua Aldo Rebello; Pechincha;4;4;1;1;4;4;324;324;4500;0;Nenhuma;0;0
180000;OPORTUNIDADE!  Propriedade composta de 1 apartamento   tipo casa   e mais 4 kitnetes. O apartamento possui 2 quartos, sala, cozinha, banheiro com blindex, área de serviço e varanda...;Santíssimo; Rio de Janeiro;6;6;0;0;5;5;150;150;0;0;Nenhuma;0;0
1100000;Cód: PECA40018. Excelente casa em ótimo estado e localização composta por: salão, 4 quartos sendo 1 suíte avarandada, cozinha, área de serviço, churrasqueira, jardim, piscina, , de...;Rua Baixa Grande; Taquara;4;4;6;6;4;4;350;350;1800;400;Nenhuma;1;0
997500;Venda uma excelente casa em condomínio na Estrada do Engenho Velho toda reformada em ótimo estado 4 quartos, 2 suítes, com dependência completa, sala grande, com varanda para todos...;Estrada do Engenho Velho; Taquara;4;4;2;2;3;3;236;236;0;0;Nenhuma;1;0
960000;Cód: VVCA30190. R.SOARES VENDE!   EXCELENTE IMÓVEL   LOCALIZAÇÃO PRIVILEGIADA EM VALQUEIRE   PRÓXIMO AO GUANABARA DA EST. INTENDENTE MAGALHÃES!    CASA COMPOSTA POR SALA, TRÊS QUAR...;Rua Jagoroaba;Vila Valqueire;3;3;10;10;2;2;316;316;0;0;Nenhuma;0;0
690000;EXCLUSIVIDADE   Residência em rua tranquila do bairro com vista mar e em dois niveis constituindo duas casas com um jardim frontal, fundos varandão com vista mar , um terraço poden...;Rua Apaporis;Praia da Bandeira;4;4;1;1;3;3;196;196;1224;0;Nenhuma;0;0
900000;Cód: LACA30078. Rua Costa Bastos   tranquila e residencial   Casa reformada, inclusive partes eletrica e hidraulica, dois pavimentos, sendo o primeiro andar com garagem , área de s...;Rua Costa Bastos; Centro;3;3;1;1;2;2;130;130;550;0;Nenhuma;0;0
600000;Linda Casa Reformada na Rua Ailson Simões, Varandão, Portas em blindex, Piso Porcelanato, Piscina de azulejos, Churrasqueira, Sala ampla em 2 ambientes, 4 quartos, sendo 1 suíte, 3...;Rua Ailson Simões; Bento Ribeiro;4;4;1;1;3;3;140;140;0;0;Nenhuma;1;1
919000;Oportunidade única, tradicional casa na Rua Ipiranga, podendo ser comercial e residencial, composta de dois quartos, sala em dois ambientes, copa/cozinha ampla e com armários, banh...;Rua Ipiranga; Laranjeiras;2;2;1;1;2;2;138;138;280;0;Nenhuma;0;0
2200000;Privilegiada na área central de Santa Teresa, rua segura e silenciosa, próxima ao largo do Guimarães espaço cultural e turístico do bairro com amplo comércio, farmácia, bares, rest...;Rua Carlo Brant; Santa Teresa;4;4;1;1;6;6;142;142;0;0;Nenhuma;0;0
600000;Sala ampla e arejada, totalmente independente, cozinha, lavabo, dois grandes quartos com suíte, varanda, um maravilhoso terraço com churrasqueira, lavanderia.  Próximo ao supermerc...; Vila Valqueire; Rio de Janeiro;2;2;1;1;2;2;126;126;99;0;Nenhuma;1;0
1850000;Cód: JBCA40067. Botafogo. Rua Tranquila. Casa Duplex. Próximo a comércio variado e a Cobal. Primeiro Pavimento: Hall, Sala em 2 Ambientes, 1 Quarto, Banheiro Social, Cozinha com Ar...;Rua Miranda Valverde; Botafogo;4;4;3;3;3;3;143;143;4480;0;Nenhuma;0;0
800000;CASA DE RUA, COM SALA, 5 QUARTOS, (SENDO 2 SUÍTES) COZINHA AMPLA, BANHEIRO SOCIAL, ÁREA DE SERVIÇO, JARDIM DE INVERNO, GARAGEM PARA 4 CARROS, PISCINA, CHURRASQUEIRA, QUADRA POLIESP...;Rua Almirante Ingran; Braz de Pina;5;5;4;4;3;3;136;136;453;0;Nenhuma;1;0
690000;Cód: TACA40077. Casa Duplex com 4 Quartos e espaço para 3 Vagas de Garagem, precisando de reforma Geral   073  Rev.11Fev;Avenida Paula Sousa; Maracanã;4;4;3;3;4;4;280;280;1097;0;Nenhuma;0;0
175000;Ótimo Apt Tipo Casa !!!... sala ampla, banheiro com blindex , dois quartos , cozinha , área seriço . farta condução . documentação ok. aceitando (fsts ) financiamentoA1Z0;Rua Condessa Belmonte; Engenho Novo;2;2;0;0;1;1;54;54;10;10;Nenhuma;0;0
298000;Ótima casa padrão linear com vaga de garagem, rua principal próximo e condução.   Composta varanda, sala, 3 quartos amplos, circulação, banheiro social decorado e com box blindex,...;Rua Clarimundo de Melo; Encantado;3;3;1;1;2;2;90;90;13;0;Nenhuma;0;0
2200000;Casa Duplex Brezinsk no Vivendas Do Sol Recreio de 4 Quartos. Casa a venda Duplex Modelo Brezinsk Condomínio Vivendas do Sol , com Salão em 3 ambientes, toda em granito, projeto de...;Recreio Dos Bandeirantes; Rio de Janeiro;4;4;4;4;3;3;260;260;0;900;Nenhuma;0;0
1350000;Excelente Casa Duplex com Edícula no Anil. Jardim Frontal com Garagem para 2 Carros, Ampla Sala em 3 ambientes, Split, Lavabo, ampla copa e cozinha com armários planejados, área de...;Anil; Rio de Janeiro;3;3;2;2;5;5;444;444;2939;0;Nenhuma;0;1
1890000;Cód: TICA30166. Próximo ao Shopping Tijuca!!! Polo gastronomico!!!farto comercio e transportes, Casa duplex ampla, clara e arejada, quintal com churrasqueira, piscina, canil, porão...;Rua Santa Luísa; Maracanã;3;3;4;4;6;6;380;380;320;0;Nenhuma;0;0
2650000;Privilegio Imóveis vende: Maravilhosa casa triplex em rua arborizada no Jardim Botânico. O primeiro pavimento é composto por uma área extensa com piscina, uma edícula, área de serv...;Rua Marquês de Sabará; Jardim Botânico;3;3;2;2;1;1;260;260;8701;0;Nenhuma;0;0
949941;Condomínio Eldorado Freguesia Jacarepaguá. Doc ok. Casa duplex com 3 quartos sendo um suíte, 217m2, sala, wc, cozinha, área de serviço, varanda piscina, churrasqueira e vaga para 2...;Rua Fritz Feigl; Freguesia- Jacarepaguá;3;3;2;2;4;4;217;217;0;0;Nenhuma;1;0
338514;.FRAÇÃO IDEAL DE 60/100 DO TERRENO.PROC. JUDICIAL 99.0010285 1   CAIXA.Baixar matrícula do imóvelAVENIDA JOHANN STRAUSS,N. 00200 FDS. LT 1, MARECHAL HERMES   CEP: 21557 120, RIO DE...;Marechal Hermes; Rio de Janeiro;1;1;0;0;1;1;362;362;0;0;Nenhuma;0;0
2500000;Cód: FLCA60021. Excelente Localização.....RUA NOBRE...... Próximo Ao Metrô   Casa Comercial Maravilhosa Com 3 Andares E......TODA REFORMADA....... ( Inclusive Elétrica E Hidráulica...;Rua Paulino Fernandes; Botafogo;6;6;0;0;8;8;300;300;0;0;Nenhuma;0;0
550000;Cód: NTCA50051. casa de rua grande com 5 quartos sala bem grande cozinha espaçosa com boa area externa dois banheiros vaga no corpo da casa boa para uma familia residir em uma rua...;Rua Araxá; Grajaú;5;5;1;1;2;2;115;115;1458;0;Nenhuma;0;0
1220000;Rua Guaxupé, colado no Metrô Uruguai, casa duplex composta de sala e três quartos , dois banheiro sociais, cozinha e duas vagas de garagem. A casa possui uma EDÍCULA nos fundos do...;Rua Guaxupé; Tijuca;3;3;2;2;2;2;130;130;1500;0;Nenhuma;0;0
630000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Ourém; Curicica;3;3;3;3;2;2;96;96;58;0;Nenhuma;0;0
1500000;Cód: NTCA40068. Casa Duplex.Composta de: 1º pavimento amplo estacionamento. sala em 3 ambientes, cozinha bem distribuida, área de serviço, dependências completas de empregadabanhei...;Rua Valparaíso; Tijuca;4;4;3;3;3;3;157;157;1055;0;Nenhuma;0;0
780000;Athiones Fernandes Consultoria Imobiliária Vende:  Linda casa na Freguesia, próximo ao centro. A casa é composta de 3 andares. frente garagem para dois carros, piscina e área gourm...;Rua Potiguara; Freguesia- Jacarepaguá;4;4;2;2;3;3;130;130;0;0;Nenhuma;0;0
419000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Iricume; Penha;3;3;0;0;3;3;198;198;159;0;Nenhuma;0;0
800000;Excelente casa triplex, com piscina, sauna churrasqueira e lavanderia. No 1º piso temos: copa cozinha ampla, sala espaçosa, hall de passagem e 1 suíte ampla. No 2º piso: 4 quartos...;Rua Ferreira de Andrade; Cachambi;5;5;4;4;1;1;144;144;601;0;Nenhuma;1;0
270000;Cód: VPCA20276. Belo apartamento tipo casa em boa localização, Irajá próximo ao metrô.. Composto de: Sala ampla, varanda, dois dormitórios, banheiro social com box blindex, cozinha...;Rua Urucara; Irajá;2;2;0;0;1;1;64;64;0;0;Nenhuma;0;0
1500000;Cód: ILCA40082. Excelente casa, com área construída de 461,68 m². Composta por 04 quartos (sendo 02 suítes) 02 banheiros sociais, 01 cozinha ampla, 02 salas de estar e 01 de jantar...;Rua do Romancista; Freguesia;4;4;3;3;5;5;462;462;2251;0;Nenhuma;1;0
615000;Cód: RICA60005. A Família Bacellar apresenta uma belíssima residência de 2 andares com 605 m2 de área total de terreno, podendo ser utilizada para fins residenciais, comerciais ou...;Travessa Alice Figueiredo; Riachuelo;6;6;3;3;4;4;250;250;0;0;Nenhuma;0;0
950000;Excelente oprtunidade, linda casa com estrutura solida, ampla com sala, cozinha, area de serviço, dependencia de empregada completa, dois banheiros sociais,com pia. Otima vista liv...;Freguesia; Rio de Janeiro;6;6;20;20;5;5;1200;1200;2600;0;Nenhuma;0;0
720000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Guarabira; Méier;3;3;3;3;2;2;120;120;0;50;Nenhuma;0;0
1580000;1° andar   Cozinha americana, Sala de estar, 1 banheiro completo com hidromassagem. 2° andar   3 Quartos (Todos com Varanda e Ar), sendo 2 Suítes, com espaço para closet ou escritó...;Rua Ituverava; Anil;4;4;2;2;4;4;100;100;0;611;Nenhuma;1;0
480000;Cód: TICA30126. EXCELENTE CASA EM RUA TRANQUILA EM SÃO CRISTOVAO, 3 QUARTOS SENDO 1 SUÍTE, SALA EM 2 AMBIENTES, COZINHA TODA MODULADA, ÁREA DE SERVIÇO, TERRAÇO COM CHURRASQUEIRA, N...;Rua Justino de Sousa; São Cristóvão;3;3;0;0;3;3;180;180;435;0;Nenhuma;1;0
998000;Vargem Grande ,ótima casa com terreno de 975 m². 3 quartos, sendo uma suíte, 3 banheiros todo em piso cerâmico. Sala com 2 ambientes, copa cozinha, área de serviço, área de recreaç...;Rua Luciano Gallet; Vargem Grande;3;3;4;4;2;2;190;190;197;0;Nenhuma;1;1
2500000;Recreio   Gleba A   Oportunidade   Casa em centro de terreno, sem condomínio constituída de Salão com três ambientes e american bar integrado, copa cozinha, varanda com fechamento...;Recreio Dos Bandeirantes; Rio de Janeiro;3;3;2;2;3;3;617;617;1285;0;Nenhuma;0;0
630000;Casa em Condomínio Fechado no Pechincha.  Excelente localização.  Duplex. 1° piso: sala Copa cozinha e lavabo. 2° Piso: 2 quartos sendo 1 suíte. Armários planejados na cozinha. Bli...;Pechincha; Rio de Janeiro;2;2;2;2;1;1;80;80;0;0;Nenhuma;1;1
580000;Privilégio Imóveis vende: Casa em Vargem Pequena, condomínio fechado com segurança.  Excelente casa duplex: Sala ampla, três quartos sendo uma suíte, cozinha com móveis planejados,...;Rua Jornalista Luiz Eduardo Lobo; Vargem Pequena;3;3;1;1;2;2;186;186;0;490;Nenhuma;1;1
600000;Cód: TICA40204. CASA LINEAR EM CENTRO DE TERRENO (2,5x50) AMPLA E CLARA!! SALA EM PISO LAMINADO COM ACESSO AO VARANDÃO E JARDIM.   05 QTOS COM ARMÁRIOS, COZINHA, 04 BANH SENDO UM D...;Rua Senador Nabuco; Vila Isabel;4;4;5;5;4;4;156;156;112;0;Nenhuma;0;0
699000;Cód: PECA40131. Excelente casa linear com 180m² composta por: salão em 3 ambientes, circulação, 4 quartos sendo 1 suíte com closet, todos os cômodos com armários maciços, jardim de...;Rua Caniu; Pechincha;4;4;3;3;3;3;180;180;0;0;Nenhuma;1;0
540000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Avenida Afonso da Silveira Filho; Anil;3;3;1;1;4;4;140;140;70;80;Nenhuma;0;0
599000;Casa com 3 dormitórios à venda, 132 m² por R$ 600.000   Engenho de Dentro   Rio de Janeiro/RJ  Casa duplex com terraço, condomínio fechado , 3 quartos, 1 suíte, 3 banheiros, 2 vaga...;Rua Pernambuco; Engenho De Dentro;3;3;2;2;3;3;132;132;1155;250;Nenhuma;1;0
860000;Cód: PACA40213. Maravilhosa casa linear em rua fechada, guarita e cancela com total segurança, ampla sala em 02 ambientes, boa circulação, 03 quartos, sendo 01 usado como sala d tv...;Vista Alegre; Rio de Janeiro;4;4;4;4;2;2;95;95;0;0;Nenhuma;0;0
720000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Doutor Nicanor; Inhaúma;4;4;2;2;4;4;319;319;202;0;Nenhuma;0;0
2835000;Ilha da Coroa, entrada da Barra da Tijuca, acesso pelo canal ou de carro pela Barrinha, direito a 1 vaga de garagem na porta da casa, mais 2 vagas dentro da casa, de frente para o...;Barra da Tijuca; Rio de Janeiro;4;4;2;2;3;3;360;360;0;0;Nenhuma;0;0
1999999;(27340) Localizado no topo do maciço da Tijuca, cercado pela mata atlântica onde registram se as menores temperaturas da cidade. Casa colonial duplex construída em centro de terren...;Estrada Velha da Tijuca; Alto da Boa Vista;4;4;4;4;5;5;203;203;0;0;Nenhuma;0;0
849900;Excelente investimento! Casa Triplex com terraço. Precisando ser acabada por dentro, com quase todo material para o acabamento. Primeiro piso, salão, copa  cozinha, banheiro e área...;Rua Marechal Trompowsky; Tijuca;5;5;3;3;2;2;198;198;3043;0;Nenhuma;0;0
1100000;Casa com 3 dormitórios à venda, 171 m² por R$ 1.200.000   Grajaú   Rio de Janeiro/RJ  Casa de condomínio com apenas 2 casas ! casa de fundos composta assim , quintal frontal com 12...;Grajaú; Rio de Janeiro;3;3;4;4;3;3;171;171;1693;0;Nenhuma;0;0
110000;Cód: 625189. VENDA   QUINTINO   CASA Somente á vista! Casa de fundos composta de: sala, um quarto, ótima cozinha, banheiro com piso antiderrapante, armários, box em blindex e área...;Quintino Bocaiúva; Rio de Janeiro;1;1;0;0;1;1;66;66;0;0;Nenhuma;0;1
750000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua A; Ramos;3;3;2;2;4;4;180;180;100;0;Nenhuma;0;0
1000000;Rizzi Imóveis Vende:  Linda casa Linear, centro de terreno, com 197 m2 área construída 211 m2 área livre. Composta por: varandão frontal, sala ampla em 02 ambientes toda em piso po...;Rua Oscar Lopes; Anil;3;3;3;3;3;3;408;408;989;0;Nenhuma;0;0
899000;Cód: TICA40131. Próximo ao Sesc da Tijuca!!! farto comercio e transporte excelente casa duplex ampla, clara e arejada, quintal com churrasqueira, garagem para 02 carros 1º paviment...;Rua Agostinho Menezes; Tijuca;4;4;2;2;2;2;180;180;290;0;Nenhuma;0;0
580000;Área122m²Suítes02Quartos02Andar0ºElevadorSem elevadorVagas02  ;Tijuca; Rio de Janeiro;2;2;2;2;3;3;122;122;1500;506;Nenhuma;1;0
397000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua A; Freguesia;2;2;1;1;1;1;160;160;79;100;Nenhuma;0;0
2500000;Oportunidade casa triplex próximo ao centro da Taquara assim constituída: Frente com jardim, varanda, garagem para 8 carros e ao fundo piscina, churrasqueira mais uma edícula em do...;Rua Marechal José Beviláqua; Taquara;3;3;8;8;3;3;300;300;4900;0;Nenhuma;0;0
585000;Casa Padrão, 5 dormitório(s), 2 banheiro(s), 1 garagem(ns), 164,00m² Excelente casa de vila duplex com terraço, composta por dois pavimentos. 1º pavimento possui sala em piso frio,...;Rua José Bonifácio; Todos os Santos;5;5;1;1;2;2;158;158;0;30;Nenhuma;0;0
1500000;GRAJAÚ   MIOLO EM FRENTE DO GRAJAÚ TÊNIS CLUBE, CASA FRENTE DE RUA, DUPLEX, 4 DORMITÓRIOS, COPA COZINHA PLANEJADA, DEPENDÊNCIAS EMPREGADA COMPLETAS, QUINTAL, VAGA PARA MAIS 5 CARRO...;Avenida Engenheiro Richard; Grajaú;4;4;5;5;1;1;200;200;1512;0;Nenhuma;0;0
2200000;Cód: LACA40086. Apaixonante Casa! Localizada em rua nobre e valorizada de Santa Teresa. A casa é inspiradora, acolhedora, aconchegante, iluminada e possui uma vista deslumbrante pa...;Rua Aarão Reis; Santa Teresa;4;4;2;2;3;3;560;560;172;0;Nenhuma;0;0
2950000;Lindissímo! A MARTINS FERREIRA OFERECE: EXCELENTE CASA NO RECREIO, CENTRO DE TERRENO, ÓTIMA LOCALIZAÇÃO, PERTO DE CONDUÇÃO, COMÉRCIO, BANCOS E ESCOLAS. AMPLO TERRENO LIVRE COM QUIN...;Rua Ismael Silva; Recreio Dos Bandeirantes;6;6;5;5;4;4;734;734;0;0;Nenhuma;0;0
850000;Casa Duplex Condomínio Recanto do Engenho na Taquara Jacarepaguá de 3 quartos. Salão em 3 ambientes, porcelanato, projeto de iluminação. Split, com varanda , (nós dois andares), ba...;Taquara; Rio de Janeiro;3;3;3;3;2;2;275;275;0;350;Nenhuma;0;1
420000;RUA TORRES HOMEM LOCALIZAÇÃO NOBRE JUNTO RUA VISCONDE DE ABAETÉ PERTO COMÉRCIO E FARTA CONDUÇÃO. ÓTIMO APARTAMENTO TIPO CASA TÉRREO SEM CONDOMÍNIO COMPOSTO SALA 2 QUARTOS PISO EM C...;Rua Torres Homem; Vila Isabel;2;2;1;1;1;1;80;80;697;0;Nenhuma;0;0
880000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua João Marques Cadengo; Vargem Pequena;3;3;4;4;5;5;220;220;150;500;Nenhuma;0;0
320000;Casa com 2 quartos à venda, 60 m² por R$ 320.000   Andaraí   Rio de Janeiro/RJ. Casa de Vila   Vila simpática e segura com apenas 3 casas na vila. Casa composta por sala com piso e...;Andaraí; Rio de Janeiro;2;2;1;1;1;1;60;60;0;0;Nenhuma;0;0
670000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Cisne de Faria; Cachambi;3;3;2;2;2;2;232;232;82;0;Nenhuma;0;0
890000;Ótimo imóvel residencial ou comercial de 261m², terreno plano de aproximadamente 350m², casa linear, varanda com acesso a ampla sala de estar, sala de jantar, ótimo bar integrado d...;Estrada da Urucanga; Anil;3;3;1;1;2;2;216;216;1900;0;Nenhuma;0;0
2200000;Oportunidade!!! linda casa duplex na melhor localização do Méier próximo a comércios, mercados, escolas, composta no primeiro andar por uma sala muito ampla em 3 ambientes, cozinha...;Engenho De Dentro; Rio de Janeiro;3;3;2;2;4;4;570;570;460;8;Nenhuma;0;0
1800000;Espetacular casa duplex de luxo em área nobre do Jardim Guanabara. Composta por: de varandão de frente, sol da manhã, 1º Pavimento: salão de estar com bar, sala de...;Jardim Guanabara; Rio de Janeiro;4;4;4;4;7;7;450;450;450;0;Nenhuma;0;0
110000;Casa com 2 dormitórios à venda por R$ 110.000   Parque Anchieta   Rio de Janeiro/RJ. Imóveis Mav vende casa, tipo apartamento de fundos com sala, 02 dormitórios, cozinha, banheiro...;Rua Antônio Moacir Leal; Parque Anchieta;2;2;0;0;1;1;70;70;0;0;Nenhuma;0;0
380000;Recém Reformada,incluindo elétrica com troca de fiação.Terraço com banheiro,acesso independente,podendo construir .Garagem,4 banheiros,1 quarto,1 Suíte, Churrasqueira com Banheiro....;Rua Fernando Esquerdo; Maria da Graça;1;1;1;1;4;4;70;70;0;0;Nenhuma;1;0
400000;"RUA VITOR MEIRELES      CASA DUPLEX: 1° PISO: SALA, COZINHA, BANHEIRO E ÁREA DE SERVIÇO,   2° PISO: 2 QUARTOS SENDO 1 COM ARMÁRIO, VARANDA E SUÍTE;   3° PISO: CHURRASQUEIRA, DUC...";Riachuelo; Rio de Janeiro;2;2;1;1;2;2;73;73;614;140;Nenhuma;1;0
720000;OPORTUNIDADE EM JACAREPAGUÁ !!! Terreno localizado no melhor do PECHINCHA ,CASA com 12 metros de testada e 50 metros de profundidade, servindo para várias atividades mercantis. O p...;Rua Comendador Siqueira; Pechincha;1;1;0;0;2;2;600;600;0;0;Nenhuma;0;0
1550000;A térrea está localizado no bairro Vila Valqueire possui 150 metros quadrados com 3 quartos sendo 2 suítes e 4 banheiros Possui área de fitness, espaço gourmet, jardim. Vai lhe pos...;Rua Jerônimo Pinto; Campinho;3;3;8;8;4;4;150;150;2000;0;Nenhuma;1;0
450000;Excelente casa, localizada à 10 minutos da estação de Cascadura, próximo ao Norte D'or, com farto comércio e condução para vários pontos da cidade. Composta por varanda, sala de ja...;Rua do Souto; Cascadura;3;3;1;1;2;2;135;135;0;0;Nenhuma;0;0
750000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua A; Pechincha;5;5;2;2;4;4;300;300;175;30;Nenhuma;0;0
850000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Sericita; Freguesia;4;4;2;2;4;4;303;303;209;0;Nenhuma;0;0
