valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;suite;acabamento
350000;Aceita se apto ou carro na troca*  Casa a 05 minutos da prefeitura, no quarteirão da UPA R. das Vianas. Cozinha planejada Sala de jantar Sala de estar 2 quartos Banheiro Quintal co...;Rua Guarani; Baeta Neves;2;1;1;103;780;0;Nenhuma;0;0
230000;Um ótimo Sobrado com 2 dormitórios sendo um com sacada, sala/cozinha conjugada, lavabo, área de serviço, vaga de garagem, banheiro social. Passagem lateral e terreno de 4 metros no...;Rua João Francisco Barcelos Júnior; Bela Vista;2;2;1;67;0;0;Nenhuma;0;0
206000;Imobiliária Rio Litoral oferece para venda, no bairro Maria Turri Rio das Ostras/RJ  Casas compostas por 2 quartos, 1 banheiro social, sala, cozinha, área de serviço, quintal, 2 va...;Rua F; Maria Turri;2;2;1;61;350;0;Nenhuma;0;0
620000;Excelente sobrado com 3 dormitórios sendo 1 suíte com armários + wc, sala ampla, lavabo , copa, cozinha, lavanderia, corredor lateral e 2 vagas de garagem. Aceita financiamento   a...;Vila Palmeiras; São Paulo;3;2;3;105;0;0;Nenhuma;1;0
1500000;Casa com 3 quartos, suíte, lavabo, 2 vagas, cozinha planejada com requinte, próximo do Colégio Guilherme e perto do metrô da Vila Sônia, condução próxima da Francisco Morato, total...;Rua Aldo Travaglia; Morumbi;3;3;4;220;380;0;Super destaque;1;0
75000;Bela casa de 1 quarto em Unamar, Tamoios   Cabo Frio   RJ  Realize o sonho da casa própria com Fernanda Queiroz Corretora de Imóveis CRECI/RJ: 01 074.981  Entre em contato conosco:...;Avenida Independência; Unamar;1;1;1;37;0;150;Super destaque;0;0
2020000;EXCELENTE SOBRADO A 300 METROS DA FUTURA ESTAÇÃO DO METRÔ ORFANATO COM 4 DORMITÓRIOS SENDO 1 SUITE COM VARANDA E AR CONDICIONADO, TODOS COM ARMÁRIOS PLANEJADOS, BANHEIRO SOCIAL, LA...;Vila Prudente; São Paulo;4;4;5;300;0;0;Super destaque;1;1
850000;CASA A VENDA EM AMERICANA   420 DE TERRENO   03 Dormitórios sendo 1 suíte  Banheiro social, lavabo, cozinha espaçosa, sala de tv, sala de jantar, escritório, piscina área gourmet e...;Parque Novo Mundo; Americana;3;3;3;220;0;0;Nenhuma;1;0
349000;11/02   Ref. Imovel: V112055   Casa Padrao      Vila Sedenho, com vias fáceis de entrada e saída do bairro, perto de supermercado Savegnago entre outros comércios importantes, tem...;Vila Sedenho; Araraquara;2;2;2;85;0;0;Nenhuma;0;0
479000;Sobrado recentemente reformado. À 5 minutos a pé do Centro de Santo André e 10 minutos a pé da Estação CPTM (Celso Daniel). Próximo a escolas, padaria, mercados, farmácia, transpor...;Rua Casa Branca; Casa Branca;2;1;3;110;25;0;Destaque;0;0
350000;CASA TERREA   B. JARDIM UTINGA 2 dormitórios, sala ampla, copa/cozinha, quintal, área de serviço e 4 garagens!  Origem e resgate histórico O bairro Jardim Utinga tem suas origens p...;Rua Bahamas; Jardim Utinga;2;4;1;100;31;0;Nenhuma;0;0
1300000;"  Casa toda reformada em parte plana da rua, próximo a contorno;     Para empresas ou moradia;     Sala para 02 bons ambientes com boa iluminação e ventilada;     Outra sala com sa...";Rua Dante; São Lucas;3;3;1;300;2615;0;Destaque;0;0
484000;Casa térrea, com 4 suítes, com armários, cozinha e sala com 2 ambientes, com acesso pela garagem. Uma suíte, cozinha, lavabo, sala íntima e sala com varanda de 2 ambientes e lavand...;Rua Maria Ramos; Vila São Paulo;4;1;4;88;0;0;Nenhuma;1;0
630000;Sobrado 3 dormitórios sendo 1 suite , 2 wcs , sala grande , cozinha planejada com armário , quintal amplo grande com churrasqueira , lavanderia , sacada na garagem , 2 vagas de Gar...;Rua Vinte; Parque Continental I;3;2;3;125;100;0;Nenhuma;1;0
390000;casa terrea ,2 dormitorios 1 suite,sala cozinha,banheiro, quintal nos fundos. corredor lateral terreno de 10x25  ;Rua Monsenhor Manoel Gomes; Pirituba;2;0;1;90;0;0;Nenhuma;1;0
300000;Vazio;Vila Real Continuacao; Hortolândia;3;5;1;70;0;0;Nenhuma;0;0
180000;A casa de condomínio no bairro Paisagem Casa Grande possui 52 metros quadrados com 2 quartos e 1 banheiro 1 vaga de garagem na frente da casa, quintal com churrasqueira. Encontra s...;Rua Santos Dumont; Paisagem Casa Grande;2;0;1;52;800;230;Nenhuma;0;0
480000;Próximo aos Shoppings Interlagos, SP Market, Boa Vista, estação Jurubatuba CPTM, estação Alto da Boa Vista, Largo 13 e Santo Amaro do Metro, Hotel Transamérica, IBIS, Ciclovia Marg...;Rua Doutor Jorge Canaan; Campo Grande;2;2;2;72;0;0;Nenhuma;0;0
826000;Vende se sobrado novo Vila Zelina R$ 826.000,00  Imóvel com 03 dormitórios, sendo 01 suíte com sacada, sala de estar, sala de jantar, cozinha, lavabo, quintal com churrasqueira e b...;Vila Zelina; São Paulo;3;2;1;125;0;0;Nenhuma;1;0
580000;Casa em condomínio fechado à venda em Guarulhos     A casa tem 100 metros, possui planejados nos 3 dormitórios + cozinha, todos de primeira linha. Ar condicionado também nos 3 dorm...;Jardim Celia; Guarulhos;3;2;2;100;800;495;Nenhuma;0;1
650000;Linda casa térrea de esquina no Jardim Proença   residencial ou comercial, ótima localização. Possui 4 dormitórios, 1 suite, banheiro social, sala ampla para 2 ambientes (sala de T...;Jardim Proença; Campinas;4;3;3;150;1581;0;Nenhuma;1;0
540000;Casa localizada na Vila Guiomar. Próximos a R. Escorpião, R. Leão, R. Libra. A poucos minutos da Av. Prestes Maia, Av. Dom Jorge Marcos de Oliveira. 150m³ 02 Dormitórios Sala Área...;Rua Libra; Vila Guiomar;2;3;1;150;0;0;Nenhuma;0;0
1060015;Excelente sobrado com 280m² na Super Quadra Morumbi   REF 48948  Excelente acabamento em porcelanato e mármore travertino, 4 dormitórios sendo 3 suítes com closet uma suíte master...;Rua Desembargador Artur Whitaker; Super Quadra;4;4;5;280;4690;0;Nenhuma;1;1
450000;Casa plana com 3 dormitórios, sendo um suíte, semi mobiliada, peças amplas, amplo jardim. Frente para o sol da manhã. Estuda permuta por apto de menor valor em Estância Velha.;Petrópolis; Novo Hamburgo;3;2;2;127;550;1;Nenhuma;1;0
550000;Lindo Sobrado Vila Scarpelli   Novo e Vago   Ótimo Local Acabamento todo em porcelanato e grafiato.  Sendo 2 Quartos (2 suítes), sala ampla porcelanato, cozinha, lavanderia, garage...;Vila Scarpelli; Santo André;2;4;3;90;0;0;Nenhuma;1;1
310000;CASA TERREA, RUA EMBUIA, ESQUINA COM AV. DAS PAMEIRAS. R$ 310.000 MIL   02 dormitorios, sendo um suite, sala, cozinha, banheiro, area de servico, Churrasqueira, piscina, garagem. A...;Rua Imbúia; Jardim Guacyra;2;2;2;66;0;0;Nenhuma;1;0
59299;IMÓVEL: 48911    Sinergia Gestão Imobiliaria / CRECI F 33166     Localizado na cidade de Francisco Alves no bairro LOT SONHO MEU           Imóveis de oportunidade com Juliano Souza...;R. Carlos Pereira da silva; ;2;1;1;153;0;0;Nenhuma;0;0
800000;Casa construída toda de tijolo avista., 4 dormitórios no andar superior , varanda , churrasqueira piscina e sauna, piso ardósia, armrios, escritório, sala 2 ambientes, reservatório...;Rua Garibaldi; Alto da Boa Vista;4;2;5;400;0;0;Nenhuma;0;0
400000;Benefícios: * Casa geminada no melhor pontos do Santa Mônica, Rua tranquila, próxima aos principais comércios da região como supermercados, drogarias, fácil acesso à faculda...;Rua Olavo Bilac; Santa Mônica;2;2;1;107;87;0;Super destaque;0;0
690000;Casa à venda no Parque Residencial Vila União   Campinas. Estuda permuta. Muito bem construída e conservada, em todos os sentidos. É um projeto assobradado, onde no fundo tem uma á...;Parque Residencial Vila União; Campinas;3;2;4;147;114;0;Super destaque;0;0
1820000;Imóvel diferenciando ideal para 02 famílias, sendo a 1º Sobrado com 04 dorms e 01 suit, 02 salas de estar, jantar, lavabo, no pavimento superior, suite do casal com armários embuti...;Rua Armando Dias; Água Rasa;4;6;4;450;3400;0;Super destaque;1;0
270000;Casa semi nova com dois dormitórios amplos, sala, cozinha americana, banheiro, área de serviço,  Garagem para até dois carros, planejados em um dos quartos, ar condicionado instala...;Conjunto Residencial Galo Branco; São José dos Campos;2;2;1;70;0;0;Nenhuma;0;1
400000;Casa, usada, com 03 quartos (sendo 01 suíte), sala e copa conjugadas, cozinha, banheiro social, área de serviço, banheiro social, varanda, quintal e 01 vaga de garagem.;Bom Pastor; Divinópolis;3;1;1;101;0;0;Nenhuma;1;0
320000;VENDO CASA REFORMANA NO MORUMBI !!!! Casa recém reformada...pintura e piso tem 10 meses de uso Parte elétrica tbm nova .Dois dormitórios 1 WC Cozinha planejada Ótima Área gourmet,...;Avenida Arthur Antônio dos Santos; Cidade Morumbi;2;3;1;150;306;0;Nenhuma;0;0
698000;Sobrado com 3 dormitórios à venda, 400 m²   Nova Petrópolis   São Bernardo do Campo/SP  Sobrado Bairro Nova Petrópolis, excelente localização próximo á comércios e escolas .Sobrado...;Avenida Wallace Simonsen; Nova Petrópolis;3;3;3;400;0;0;Nenhuma;0;0
700000;casa no Itaguaí a 50 metros da avenida da orla da praia do Itaguaí. com ótima localização de restaurantes, lanchonetes, sorveterias, mercado, farmácia e claro a linda orla da praia...;Itaguá; Ubatuba;3;3;3;142;2390;0;Nenhuma;0;0
550000;Casa em acabamento com 3 quartos, 2 em cima e 1 embaixo com porta de blindex para o quintal, sala com rebaixamento em gesso, escada em madeira, cozinha em conceito aberto, quintal...;Rua Trinta e Dois; Jardim Atlântico Oeste;3;1;3;90;0;0;Nenhuma;0;1
650000;(12/02) Casa com Edícula a venda  Jaguari em Americana SP  Imóvel possui, 03 quartos, 01 Suíte, sala de estar e jantar, banheiro social, cozinha planejada, lavanderia.  Possui um m...;Parque Residencial Jaguari; Americana;3;2;4;191;0;0;Nenhuma;1;0
850000;A casa no bairro Parque Fernanda tem 220 metros quadrados com 2 quartos sendo 2 suites, sala com 2 ambientes, salão de festas, churrasqueira, jardim de inverno, 5 vagas de garagem....;Rua Floriano Peixoto Lisboa; Parque Fernanda;2;5;2;220;0;0;Nenhuma;1;0
750000;"Casa Jardim Moema por R$ 750.000,00 270 m² área útil / 225 m² área construída 03 Suítes; 03 Ambientes integrados (sala, copa e cozinha); Armários planejados (Sala, Dormitórios e Ba...";Parque Moema; Franca;3;4;4;270;0;0;Nenhuma;1;1
600000;"Casa no bairro Anápolis City, com:    03 quartos, sendo 01 suíte;   Banheiro social;   Sala de estar/tv;   Escritório;   Sala de jantar;   Cozinha com móveis planejados;   Despensa...";Anápolis City; Anápolis;3;3;2;244;0;0;Nenhuma;1;1
385000;Casa Padrão, Casa bem grande e espaçosa , 2 sala,3 dormitorios, suite, cozinha grande, sala de jantar, grande,2 banheiros, area de lazer com churrasqueira, 3 vagas cobertas e 4 des...;Parque Residencial Rochelle; Santa Bárbara D Oeste;1;0;1;300;0;0;Nenhuma;1;0
636000;Sobrado com 131 m² de área construída, Bairro Vila Bela, excelente localização proximo a Padaria Cepam com toda infa estrutura. *(Preços e condições sujeito a alteração.);Rua das Lobélias; Vila Bela;3;2;4;131;303;0;Nenhuma;0;0
560000;Ótimo sobrado no bairro Hípica zona sul de Porto Alegre, RS.Ótimo sobrado de 3 dormitórios sendo 1 suíte com closet e sacada, banheiro social, cozinha montada com moveis planejados...;Rua Norival Paranaguá de Andrade; Ipanema;3;2;3;152;75;0;Nenhuma;1;1
450000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Alvorada do Norte; Vila Mangalot;2;1;1;92;0;0;Nenhuma;0;0
550000;Excelente sobrado semi mobiliado em um dos melhores bairros de Canoas, composto por 3 dormitórios/quartos sendo uma suíte, banheiro social e lavabo, cozinha com móveis planejados,...;Rua Doutor David Giacomini; Estância Velha;3;2;3;120;150;0;Destaque;1;1
270000;Casa com 2 dormitórios, wc social, sala, cozinha e área de serviço.;Centro; Itu;2;0;1;103;0;0;Nenhuma;0;0
560000;Trabalhamos com liberação de carta de crédito imobiliário, para comprar imóvel pronto para morar, compra de terreno, contrucao e até quitar seu financiamento.   * Crédito: 150 mil...;Travessa Bandeira de Mello; Centro;4;2;2;122;0;0;Nenhuma;0;0
550000;LINDO SOBRADO   PARQUE JAMBEIRO!  Sobrado com fino acabamento, próximo ao Parque das Águas. Andar superior com: escada de acesso para os dormitórios com piso em granito e corrimão...;Parque Jambeiro; Campinas;3;2;3;121;0;0;Nenhuma;0;0
690000;Lindo sobrado sendo 3 dormitorios uma suite com Área de serviço, Armários na cozinha, Armários embutidos, Ar condicionado, Churrasqueira, Varanda.   Em otima localização próximo sh...;Rua Romilda Pugliesi Atensia; Parque Jambeiro;3;2;3;125;750;0;Destaque;1;0
750000;Casa de bairro, em frente a uma linda praça, próximo a comercio, farmácias, bancos e ao Shopping Iguatemi. Composta por três amplos dormitórios com armários, sendo uma suíte, sala...;Jardim Alto da Barra; Campinas;3;4;3;233;2700;0;Nenhuma;1;0
165000;Casa em Uvaranas na região do Jardim Campo Belo     Lindas casas sendo 02 unidades: Com aproximadamente 63,00m², disposta em 02 quartos, sala e cozinha conjuda, 01 banheiro, lavand...;Uvaranas; Ponta Grossa;2;1;1;63;0;0;Nenhuma;0;0
640000;Sobrado novo a venda em Osasco com 2 suítes 3 vagas de garagem. Gás encanado com aquecimento nas torneiras. Infraestrutura de ar condicionado O imóvel foi recém reformado em alto p...;Rua Pedro Miliauskas; Bela Vista;2;3;4;90;220;0;Super destaque;1;0
389000;Localizado em região residencial, próximo ao comércio local. Possui rua pavimentada e dá acesso para as principais vias da cidade, facilitando a locomoção tanto de carro, quanto de...;Rua Agatha Gumiela; Afonso Pena;3;2;2;130;0;0;Super destaque;0;0
690000;Excelente casa, com 2 dormitórios com armários (sendo 1 suíte com closet), sala estar e jantar, cozinha americana, lavanderia, área gourmet com churrasqueira e forno a lenha, pisci...;Loteamento Residencial Ana Carolina; Valinhos;2;2;3;229;100;0;Super destaque;1;0
650000;Sobrados Novos residenciais para Venda na Vila Santa Terezinha (zona Norte), excelente localização, ao lado da Avenida Guapira, à 5 minutos do Shopping Metrô Tucuruvi. 3 dormitório...;Rua Santa Teresa de Jesus; Santa Terezinha;3;2;2;150;0;0;Nenhuma;0;0
390000;Casa de 2 Dormitórios na Guilhermina, em Praia Grande. Imóvel Com Sala Para 2 Ambientes, Churrasqueira, Área de Serviço e 4 Vagas de Garagem. Está Localizada a Poucos Metros da Pra...;Vila Guilhermina; Praia Grande;2;4;1;60;0;0;Nenhuma;0;0
628000;"JARDIM ROMA  Próximo a farmácias, postos de combustíveis, academia, oficinas mecânicas e UBS.  Possui 03 pavimentos: O térreo contendo; sala dois ambientes, cozinha planejada, 02 d...";Jardim Roma; Jundiaí;2;4;3;390;140;0;Nenhuma;0;0
585000;"Casa   Parque Residencial Eloy Chaves   Jundiaí/SP. AT: 251m² e AC; 144m² Privativos. Imóvel em localização privilegiada, num dos melhores bairros da Cidade de Jundiaí. Ideal para...";Parque Residencial Eloy Chaves; Jundiaí;3;2;2;251;0;0;Nenhuma;0;0
430000;Casa residencial para Venda no Jardim Layr, Mogi das Cruzes  143,85 m² construída 3 dormitórios sendo 1 suíte, 3 salas, 2 vagas  Valor de venda: R$ 430.000,00  Fale conosco:  ...;Jardim Layr; Mogi das Cruzes;3;2;1;143;176;0;Nenhuma;1;0
631000;Vazio;Jardim Aricanduva; São Paulo;3;4;3;136;1000;0;Nenhuma;0;0
950000;Sobrado 175 m² com ampla sala de estar, sala de jantar, cozinha americana (com moveis planeados), 4 Banheiros (com moveis planeados), sala de TV ( Painel e Rack Planejado ), 3 quar...;Avenida Caetano de Campos; Bela Vista;3;6;2;175;0;0;Nenhuma;0;1
2197000;casa térrea com 3 espaçosos dormitórios sendo 1 suíte, sala para 2 ambientes, atelier, salão de festa, piscina com bar, 4 vagas, localização privilegiada próximo do Shopping Butant...;Caxingui; São Paulo;3;4;4;400;980;0;Nenhuma;1;0
880000;Casa residencial para Venda Casa em vila de casas em excelente região de S.Paulo. Fácil acesso ao transporte público. 3 dormitórios sendo 1 suíte, 4 banheiros 288,00 m² construída,...;Avenida Onze de Junho; Vila Clementino;3;0;4;288;0;0;Nenhuma;1;0
575000;Lindo sobrado no bairro Terra Nova II / São Bernardo do campo,   180 m² de área util,   3 dormitórios (sendo 1 suíte com hidromassagem revestida em mármore branco), sacada e closet...;Rua Salim Mahfoud; Parque Terra Nova II;3;2;2;180;1117;0;Nenhuma;1;0
300000;2 quartos sendo 1 com varanda, banheiro social, sala, cozinha planejada, lavabo, area de serviço, garagem com portao eletrico, casa com acabamento de primeira.         Característi...;Parque dos Estados; Bragança Paulista;2;1;2;150;0;0;Nenhuma;0;0
901012;Ref 60905  Excelente casa com , 03 garagens, Sala com lavabo, Sala de jantar, Quintal com churrasqueira, 03 quartos, sendo um com suíte, Quarto de empregada com banheiro, Salão nós...;Rua Brigadeiro Gama Barcelos; Jabaquara;3;3;4;350;0;1;Nenhuma;1;0
530000;Casa a venda no Jardim Bonfim O terreno dispôe de 2 casas no terreno.    Casa da frente com 2 quartos com ar condicionado, sala, cozinha e banheiro. _ Edicula com quarto, sala, coz...;Rua José Martins Ladeira; Jardim Bonfim;3;6;2;130;90;0;Nenhuma;0;0
245000;FC VENDE, casa mista composta de 03 dormitórios, sala, cozinha, banheiro social, área de serviço, garagem, mais 01 apartamento na parte dos fundos com 01 suíte, sala, cozinha, banh...;Avenida Presidente Kennedy; Marrocos;4;1;3;160;900;0;Nenhuma;1;0
603000;A CRISCASA IMOBILIÁRIA OFERECE PARA VENDA NO BAIRRO JARDIM MARILÉA  Casa linear independente,  Composta por 03 suítes, sendo 01 delas com banheira de hidromassagem, 01 banheiro soc...;Rua Pompeu Côrrea da Gama; Jardim Mariléa;3;2;1;600;0;0;Nenhuma;1;0
690000;Venda Casa Novinha  Santa Maria  Vinhedo Terreno 250 m2 Casa 110 m2  Sala, Cozinha, 03 quartos(01 suíte), banheiro, lavanderia, churrasqueira, garagem 02 carros.    Casa térrea em...;Bairro Marambaia; Vinhedo;3;2;2;111;0;0;Nenhuma;1;0
680000;CÓDIGO 8310  Maravilhosa casa localizada no Bairro Jardim São Marcos, contendo 275m² de construção, toda em porcelanato, 3 dormitórios com armários embutidos sendo uma suíte tipo a...;Avenida Faiez Nametalah Tarraf; Jardim São Marcos;3;7;3;245;0;0;Nenhuma;1;1
350000;Linda casa a venda 2 dormitórios Esta casa está localizada no Maria Elmira, possui fácil acesso às principais vias da cidade.  Conheça um pouco mais das características desta linda...;Avenida Professora Amasília de Castro; Parque Residencial Maria Elmira ;2;2;1;131;0;0;Nenhuma;0;0
730000;Casa terrea, com amplas metragens, com 3 suites, com portas de aluminio deslizantes para o quintal (uma master com banho Sr. e Sra.), ampla cozinha planejada e com ilha central, ar...;Rua Maria Alice Consoline; ITATIBA;3;3;6;270;0;0;Nenhuma;1;0
585000;Sobrado no Jardim Las Vegas, Santo André. A localização conta com acesso fácil para a Rua Expedicionário Oscar Vano, onde possui escola, Prefeitura Municipal, meio de transporte ur...;Jardim Las Vegas; Santo André;3;3;3;135;0;0;Nenhuma;0;0
670000;Quer Morar Bem e ter a Tranquilidade que Você Merece? Venha Conhecer esta Obra que Oferece para sua Família Conforto e Harmonia, em uma Região Privilegiada aonde o Crescimento e a...;Canadá; Cascavel;3;2;2;141;0;0;Nenhuma;0;0
480000;Linda casa no bairro Jardim Altos de Santana I, Jacareí, ótima localização, 250m² de área de terreno 200m² de área construída, 4 dormitórios sendo 1 suíte, sala ampla, cozinha espa...;Jardim Altos de Santana I; Jacareí;4;3;1;200;0;0;Super destaque;1;0
620000;Casa à venda na Rua Mario Joaquim Santana, São Francisco   Niterói, RJ   Preço: R$ 620000.00   IPTU/Ano: R$ 2508.00   Preço/m²: R$ 3444.44   Condomínio: R$ 0.00  Sobre o Imóvel:  ...;Rua Mário Joaquim Santana; São Francisco;4;3;2;180;2508;0;Super destaque;0;0
285000;Sobrado charmoso, todo funcional, localizado em Itaquera, com um conceito clean: cores claras fazem o jogo da vez !  Sala ampla para dois ambientes, trazendo aquele aconchego que t...;Rua Maruins; Itaquera;2;1;3;65;0;150;Super destaque;0;0
692000;Linda Casa residencial para Venda Portais (polvilho), Cajamar 3 dormitórios sendo 1 suíte, 2 salas, 3 banheiros, 2 vagas 114,21 m² construída. Casa totalmente nova, nunca habitada!...;Rua das Sucupiras; Polvilho;3;2;3;114;0;0;Nenhuma;1;0
380000;A casa no bairro Chácara Belenzinho com 114 metros quadrados com 2 quartos sendo um separado nos fundos e 1 banheiro, 1 vaga. O imóvel está localizado, na Rua Alves De Almeida   Vi...;Rua Alves de Almeida; Chácara Belenzinho;2;1;1;114;0;0;Nenhuma;0;0
530000;Casa térrea antiga em terreno de 310 m2, próxima ao Centro Policlínico Gentil Rstom! Quintal na frente com jardim e 2 vagas de garagem, 2 dormitórios, sala, cozinha, lavanderia e 2...;Nova Gerti; São Caetano do Sul;2;2;2;150;1;0;Nenhuma;0;0
360000;Belissimo sobrado, de dois dormitórios, lavabo, banheiro ampla cozinha. Ótimo acabamento, localizado no Pinheirinho, Itaquá. ótima localização, com acesso pelas principais avenidas...;Jardim Pinheirinho; Itaquaquecetuba;2;2;1;115;0;0;Nenhuma;0;0
750000;Excelente oportunidade, excelente localização, próximo da praça Arautos da Paz   Taquaral. Casa térrea, recém reformada, arejada, com amplo salão dois ambientes, sala de jantar, co...;Vila Nogueira; Campinas;3;2;3;204;2100;1;Nenhuma;0;0
640000;Casa a venda no Jardim Chapadão (próximo ao Clube Andorinhas) 3 dormitórios sendo 1 suite,Sala ampla,Sala de jantar,Cozinha,3 Banheiros,Área de serviço, Garagem coberta  nos fundos...;Rua Clodomiro Ferreira Camargo; Jardim Chapadão;3;2;3;227;183;0;Nenhuma;1;0
680000;"Excelente sobreposta baixa na Vila Valença   São Vicente.03 dormitórios, 02 suítes, 01 lavabo, com edícula e um bom espaço para uma futura e maravilhosa piscina; muito ampla e arej...";Vila Valença; São Vicente;3;2;5;200;380;0;Nenhuma;1;0
550000;sobrado Vila Medeiros  Excelente localização    3 dormitórios    1 suíte    3 banheiros    Ampla sala    Quintal nos fundos    Lavanderia separada    2 vagas    Armário planejado n...;Rua Ida Boschetti; Vila Medeiros;3;2;3;140;1100;0;Nenhuma;1;1
620000;Sobrado com 3 dormitórios, 2 suítes, 1 sacada 5x5. sala com tv, 1 lavabo, cozinha, lavanderia, quintal, 3 vagas para carro, 1 banheiro com chuveiro na garagem, 1 quartinho grande n...;Pirituba; São Paulo;3;3;4;143;24;0;Nenhuma;1;0
625000;Sobrado com 2 dormitórios 2 banheiros sacada sala ampla cozinha planejada lavanderia com móveis planejado área gourmet com churrasqueira forno e fogão a lenha garagem para 3 autos...;Rua Roberto Barrios Cury; Jardim Sarapiranga;2;3;2;182;1600;0;Destaque;0;1
550000;Sobrado frontal com 3 dormitórios, sendo 1 suíte e 1 vaga no Cangaíba. Duas salas, varanda na sala e no dormitório, armários planejados, churrasqueira e piscina (2,50X3,50) esta co...;Rua Raimundo Mattiuzzo; Cangaíba;3;1;3;128;0;0;Nenhuma;1;1
2230000;casa para venda residencial 4 alphaville com 03 suítes e um belo jardim 381m2 de área útil, 620 m2 de área de terreno. Toda documentação está em ordem. Piscina ensolarada e casa co...;Alphaville; Santana de Parnaíba;4;4;6;381;600;1;Nenhuma;1;0
850000;Oportunidade Vendo excelente casa composta por sala, cozinha, 8 quartos, sendo 6 suítes. com 8 banheiros, quintal, piscina, área gourmet.cisterna 26 mil litros a melhor casa do con...;Rua do Guriri; Jardim Pero;8;3;8;400;2500;480;Destaque;1;0
650000;Sobrado   Alvinópolis   250m²   Lindíssimo! Com acabamento de primeira linha, com pisos em porcelanato e Laminado de madeira, 3 dormitórios, sendo 1 suíte com hidromassagem, Closet...;Rua Lupicínio Rodrigues; Vila Alvinopolis;3;6;3;250;0;0;Nenhuma;1;1
1600000;Sobrado na Vila São Pedro/ Campo Grande, acesso fácil as principais vias da região, (Interlagos, Washington Luiz, Marginal Pinheiros) 4 dormitórios, sendo 2 suítes com armários, sa...;Rua Santo André; Campo Grande;4;4;5;235;590;0;Nenhuma;1;0
430000;Excelente sobrado novo, acabamento impecável em porcelanato, laminado nos quartos,..02 dormitórios sendo um com planejado e porta balcão com acesso ao terraço, sala. cozinha planej...;Rua Francisco Nunes; Jardim Cinco de Julho;2;2;3;150;0;0;Nenhuma;0;1
220000;Sobrado no bairro Charqueadas com 2 dormitórios, sala de estar e jantar, cozinha, área de serviço, banheiro social e 1 vaga de garagem. Confira!;Charqueadas; Caxias do Sul;2;1;1;70;0;50;Nenhuma;0;0
700000;Casa térrea, Maravilhosa. 3 Dormitórios 1 suíte com armário planejado, todos dormitórios com portas balcão de madeira, sala, cozinha com ilha, banheiro social, 4 vagas cobertas. Co...;Rua Manuel Antônio Carvalho; Vila Clarice;3;4;2;200;0;0;Nenhuma;1;1
160000;Casa Padrão   Parque dos Flamboyans   Terreno tem 151,67m2. Casa tem 104,37m2.  02 quartos, 01 banheiro, sala de estar, sala de jantar, cozinha e uma garagem coberta.  OBS: Estuda...;Parque Residencial Cândido Portinari; Ribeirão Preto;2;1;1;104;0;0;Nenhuma;0;0
579999;"Excelente casa no Jardim Philadelpha  São 03 dormitórios, sendo 01 suíte com varanda e planejados; Sala com vista para as montanhas; Cozinha com planejados; Banheiro social;  Lavan...";Jardim Philadelphia; Poços de Caldas;3;4;3;185;0;0;Nenhuma;1;1
220000;Casa: São 94m², três quartos, sala ampla, circulação, banho social, cozinha americana, área externa com mais de 20m², uma vaga coberta.Acabamento: Cerâmica em todos os ambientes, c...;Rua Amazonas; Celvia;3;1;1;118;148;0;Nenhuma;0;1
500000;Casa em Villagio alta na Encruzilhada!  2 dormitórios com armários, banheiro social, sala 2 ambientes, cozinha ampla com armários, área de serviço, pronto para morar, todo reformad...;Encruzilhada; Santos;2;1;1;82;186;410;Super destaque;0;0
680000;casa de 03 dormitórios no bairro Freitas em sapucaia do Sul. Imóvel semi mobiliado com moveis planejados de fino bom gosto, garagem com 02 vagas, construído em 02 terrenos planos....;Rua Dona Ecilda; Freitas;3;2;1;105;659;0;Super destaque;0;1
675000;Sobrado frontal, contendo 3 dormitórios, sendo 01 suite, Banheiro com box, Sacada, Sala de estar, Jardim de Inverno acoplado a sala e cozinha,Lavabo, Lavanderia com acesso a garage...;Rua Capitão Rangel; Vila São Geraldo;3;3;3;100;0;0;Super destaque;1;0
490000;Casa assobradada a venda localizada na Vila Guedes, contendo 3 dormitórios sendo 1 suíte, sala, cozinha, banheiro, lavanderia, quintal e 3 vagas de garagem.Observações: Existe uma...;Vila Guedes; São Paulo;3;3;1;170;0;0;Nenhuma;1;0
300000;2 dormitórios, banheiro social, sala, cozinha planejada, lavanderia, rea de lazer com churrasqueira, garagem para 2 carros cobertos.Acabamento com piso frio.;Jardim Ipanema; Limeira;2;4;1;115;0;0;Nenhuma;0;0
840000;excelente casa à venda em um dos bairros mais cobiçados de Teresópolis RJ, próximo ao Hospital São José, com fácil acesso à feirinha do Alto, Restaurante Viva Itália, bem próxima d...;Rua Papa Pio XII; Jardim Cascata;3;2;4;165;1912;0;Nenhuma;0;0
350000;CASA para Venda JARDIM ADHEMAR DE BARROS, CAMPINAS 2 dormitórios, 1 sala, 2 banheiros, 2 vagas 141,00 construída  360 m2 de terreno com pomar e quintal 141 m2 de área construída. p...;Jardim Adhemar de Barros; Campinas;2;2;2;141;0;0;Nenhuma;0;0
