valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;suite;acabamento
690000;4 dormitórios sendo 1 suíte, sala, cozinha, banheiro, área de serviço, quintal, 3 vagas;Vila Formosa; São Paulo;4;3;3;223;0;0;Nenhuma;1;0
580000;SOBRADO COM 4 DORMITÓRIOS A VENDA, 220 m² JARDIM SÃO PAULO   GUARULHOS/SP    Sobrado em ótima localização e próximo a diversas opções de serviços e comércios, como padaria, mercado...;Jardim Sao Paulo; Guarulhos;4;2;3;220;115;0;Nenhuma;0;0
780000;Lindo sobrado no bairro São Miguel  Possui:  Piso superior: 1 escritório, 1 suíte com closet. Piso inferior: sala 2 ambientes, lavado, 1 dormitório tipo apartamento, cozinha, área...;Parque São Miguel; São José do Rio Preto;3;2;2;175;599;0;Nenhuma;1;0
650000;Excelente imóvel para moradia ou investimento. Em um terreno de 300m2 com 2 casa e espaço gourmet.  Casa 1: Térrea, com varanda na frente e lateral, 03 dormitórios, sala, cozinha,...;Vila Pompéia; Vinhedo;5;4;3;140;1025;0;Nenhuma;0;0
848000;Casa, 3 dormitórios sendo 1 suíte, 3 banheiros, sala com sacada, cozinha, área de serviço, 5 vagas de garagem e ar condicionado quente e frio na sala e suite . Lazer com Churrasque...;Rua Doutor Nério Nunes; Jardim Germania;3;5;3;167;0;0;Nenhuma;1;0
750000;Imóvel vazio, pronto para morar. O imóvel possui 3 dormitórios, sendo 1 suíte com solarium privativo, banheiro social, sala ampla com espaço para 2 ambientes, lavabo e cozinha espa...;Rua João Gomes Júnior; Butantã;3;2;4;150;0;0;Nenhuma;1;0
550000;Terreno 10 x 30 com 2 casas, com entrada separada, garagem para 5 carros, próximo ao Pe. Bento. Ótimo para construtores ou investidores. Casa térrea, localizada em região com excep...;Gopouva; Guarulhos;5;4;3;213;162;0;Nenhuma;0;0
508000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Pedro Pregnolato; Bela Vista;4;1;1;190;24;0;Destaque;0;0
300000;Casa Mista, 2 dorm, Bairro Jardim   Sapucaia do Sul. Piscina, Galpão Campeiro Churrasqueira, 2 Vagas Garagem.;Rua Arquibal Velinho; Jardim;2;1;1;90;0;0;Nenhuma;0;0
899000;"Casa residencial / comercial contendo 3 pavimentos. Distribuídos da seguinte maneira; Pavimento Térreo; 3 dormitórios sendo 1 suíte, sala de estar, sala de jantar, lavabo, cozinha...";Avenida Cláudio Celestino Toledo Soares; Jardim Guarani;5;6;5;230;0;0;Nenhuma;1;0
450000;Imóvel muito espaçoso, ótimo para construtor ou para renda. Casa grande na frente com 2 dorms, sala e cozinha, comodos grandes . Nos fundos uma casa boa com 1 dorm, sala e cozinha...;Rua Maria Cecília de Jesus Pacheco; Butantã;3;6;2;122;0;0;Nenhuma;0;0
886490;Pirituba   Chácara Inglesa Área Construida 180 metros Sobrado 03 dormitórios sendo uma suíte com com closet e sacada, wc, sala de estar e sala de jantar, lavabo, copa e cozinha com...;Rua Tatsuo Okachi; Pirituba;3;4;3;130;0;0;Nenhuma;1;0
350000;Excelente Oportunidade de Investimento e/ou moradia Próximo a Super Mercados, Farmácia, Escola e ponto de ônibus    Local de Ótima valorização    Imóvel conta com:    237,13 m² Ter...;Jardim Universo; Maringá;3;0;1;60;0;0;Nenhuma;0;0
880000;DUCATI WD vende a realização de um Sonho: Morar perto da Praça Germânia, Se exercitar nas pistas de caminhada e bike da João Wallig e ter uma Casa, com um pátio enorme ha 200 metro...;Rua Roque Calage; Passo D areia;3;1;2;150;190;0;Nenhuma;0;0
275000;Casa Geminada, localizada no Jardim Columbia, com 63,54 m², 02 quartos, 01 wc social, Sala, Cozinha, 01 vaga de garagem.  ;Columbia; Londrina;2;1;1;64;0;0;Nenhuma;0;0
880000;Imobiliária em Campinas Homegods.  Tenha segurança na compra ou locação do imóvel.  Garantimos um atendimento singular, além de agilidade no decorrer da negociação até o fechamento...;Jardim Chapadão; Campinas;3;3;3;231;302;0;Nenhuma;0;0
545000;Ótima Casa térrea na Vila Brasilina de 114m², c/ 2 dorms (1 suíte), sala, cozinha, banheiro, quintal, terraço com churrasqueira e wc+depósito, 1 vaga de garagem. Localizado, próxim...;Vila Brasilina; São Paulo;2;1;2;114;0;0;Nenhuma;1;0
600000;Imóvel contém 3 dormitórios, sala, cozinha, lavanderia 1 banheiro, corredor lateral, nos fundos uma área com um terraço e um banheiro e vaga de garagem para 3 carros . excelente lo...;Parque Colonial; São Paulo;3;3;2;170;0;0;Nenhuma;0;0
948880;Pirituba   Pq. São Domingos Sobrado 03 suítes com moveis planejados, sendo uma com sacada, sala com dois ambientes, escritório, lavabo, copa, cozinha com armários planejados, área...;Rua Luís Filgueira Souto; Pirituba;3;5;5;183;0;0;Nenhuma;1;1
420000;CASA DE BAIRRO EM LOCALIZAÇÃO TRANQUILA, SENDO 02 CASAS NO MESMO QUINTAL, PODENDO SER UTILIZADAS SEPARADAMENTE. PISO SUPERIOR: CASA COM 03 DORMITORIOS, SALA, WC, ÁREA DE SERVIÇO, C...;Vila Progresso; Campinas;5;1;2;97;62;0;Nenhuma;0;0
2700000;"Casa   4 quartos   Bandeirantes.  Casa para venda no Bandeirantes com 440m²; 1°andar: sala para 3 ambientes, jardim com clara boia, piso em pedra são tome com detalhes em madeira;...";Rua Pisa; Bandeirantes;4;6;7;440;10544;0;Super destaque;0;0
850000;Venha conhecer essa bela casa tríplex, super bem localizada no centro de Florianópolis, próximo a tudo.  Possui: 05 quartos, sendo 01 suíte com closet, 03 banheiros, sala sacada co...;Centro; Florianópolis;5;2;3;320;0;0;Super destaque;1;0
2000000;Conceito Moderno, projeto arrojado! Vista maravilhosa do living e suítes . Requinte em seu acabamento com madeira de Bambu importado no piso da sala, sacadas e escada em vidro blin...;Rua Jandiro Joaquim Pereira; Morumbi;4;6;8;530;1250;0;Super destaque;1;0
899000;FREITAS vende casa 3 quartos, 2 suítes, Guara I  Aceita troca por fazenda, chácara ou imóvel de menor valor Aceita financiamento e FGTS. Escriturada e com Habite se.  PAVIMENTO TÉR...;Guará; Brasília;3;4;1;225;0;0;Destaque;1;0
550000;VILA COM 08 CASAS VENDA MOGI DAS CRUZES ( IDEAL PARA INVESTIDOS) CASAS DE 01 E 02 DORMITÓRIOS   1º CASA 03 DORMITÓRIOS SENDO 01 SUITE  01 SALA 01 COZINHA 01 WC LAVANDERIA  02 GARAG...;Taboão; Mogi das Cruzes;3;2;1;100;0;0;Nenhuma;1;0
980000;DESCRIÇAO DO IMÓVEL: Excelente sobrado recém construído (06 anos) em fino acabamento, piso em madeira e box nas 3 suítes. ampla sala em 2 ambientes, lavabo, cozinha grande e quinta...;Rua Itajuru; Vila Dom Pedro II;3;3;4;170;1300;0;Destaque;1;0
1150000;ÓTIMO SOBRADO RESIDENCIAL 190m² com 2 Salas, 2 Vagas, 3 Dormitórios, 1 Suites, 5 Banheiros, Lavabo, Cozinha, Dormitório Empregada, Sacada, Edicula, Armario Embutido, Churrasqueira,...;Rua Dom Luís de Bragança; Vila Clementino;3;2;5;190;0;0;Nenhuma;1;0
1600000;Área territorial = 675 m2  Casa térrea = 400 m2 4 suites, living em dois ambientes Sala home, escritório, lavabo.,  Varanda, área de lazer c/piscina, espaço gourmet,  Aquecimento s...;Residencial Tivoli; Bauru;4;3;7;400;0;0;Nenhuma;1;0
580000;VENDIDO   Agende uma visita ao imóvel.  Ligue agora: WhatsApp   Terreno 250 m²  Construção 144 m²  3 dormitórios, sendo 1 suíte  3 banheiros  Cozinha gourmet (com churrasqueira)  P...;Chácara Santo Antônio; Franca;3;0;2;250;0;0;Nenhuma;1;0
620000;IMÓVEL: 66349    RVA Empreendimentos Imobiliários / CRECI J6825     Localizado na cidade de Maringá no bairro Jardim Itália II           <p>Linda Casa no Jardim Itália II, co...;Jardim Italia II; Maringá;3;2;2;130;0;0;Nenhuma;0;0
1200000;Lindo Sobrado em bairro nobre, 3 suítes com sacada sendo 1 master com hidro e em mármore travertino, armários planejados nos dormitórios, piso dos dormitórios em assoalho de madeir...;Vila Oliveira; Mogi das Cruzes;3;5;5;330;0;0;Nenhuma;1;1
1200000;Casa para fim comercial com localização privilegiada com fácil acesso à Avenida Portugal, Rua Antônio Bastos, próximo dos principais comércios regionais tais como padarias, clínica...;Rua Laura; Centro;3;2;2;176;172;0;Nenhuma;0;0
2580000;Sobrado Moderno Condomínio Duas Marias  Valor: R$ 2.580.000,00 Terreno: 360m2 Casa: 290m2 + 25 m2 de terraço/living externo. Descrição da casa: Sobrado com 4 suites.  Pavimento tér...;Residencial Duas Marias; Indaiatuba;4;0;5;290;0;0;Nenhuma;1;0
178000;Código CA01321  Yes Imob   Casa residencial para Venda, Mangabeira, Feira de Santana, 2 dormitórios, 1 banheiro, 153,12 m².  Casas na Mangabeira pronta para morar. Documentação com...;Mangabeira; Feira de Santana;2;0;1;153;0;0;Nenhuma;0;0
903000;A Criscasa imobiliária, vende em Rio das Ostras, excelente residência (tipo mansão) com 414m² de área construída em terreno de 1.090m², com frente para duas ruas.  Sendo: Sala com...;Rua Lourival Neves; Extensao Novo Rio das Ostras;4;22;3;414;0;0;Nenhuma;0;0
1500000;Cód 1788. Belíssimo sobrado de 403m² de terreno e 314m² de área construída com fino acabamento e excelente localização, dispõe de: • Sala em 2 ambientes, teto rebaixado em gesso co...;Santa Rosa; Uberlândia;3;5;5;314;0;0;Nenhuma;0;1
680000;Casa à Venda, 134m² por R$ 680,000. Residencial Solar dos Ataídes 2ª Etapa   Rio Verde/GO   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Nego...;Rua SA - 06; Residencial Solar dos Ataídes 2 Etapa ;3;2;2;134;0;0;Nenhuma;0;0
680000;Casa à Venda, 134m² por R$ 680,000. Residencial Solar dos Ataídes 2ª Etapa   Rio Verde/GO   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Nego...;Rua SA - 06; Residencial Solar dos Ataídes 2 Etapa ;3;2;2;134;0;0;Nenhuma;0;0
670000;Excelente sobrado 150 m² à venda na Vila Guilherme. Sala ampla, cozinha, 3 quartos sendo 1 suíte, 2 banheiros. 2 vagas de garagem. Quintal com área reservada para lavanderia e chur...;Vila Guilherme; São Paulo;3;2;2;145;120;0;Nenhuma;1;0
1290000;linda, repleta de armários, ótimo estado;Rua Maria Imaculada Pinheiro; Adalgisa;3;4;4;280;0;300;Nenhuma;0;0
1500000;Sobrado em rua tranquila com, 207m² área de terreno e 162m² de área construída. 3 Amplos dormitórios repleto de armários, sendo 1 suíte, 3 vagas de garagem e quintal.Excelente loca...;Rua Inhatium; Alto de Pinheiros;3;3;4;162;0;0;Nenhuma;1;0
585000;SOBRADO RESIDENCIAL NA MOOCA IDEAL PARA FINS COMERCIAIS  Terreno 80 m²   4,05 x 19,753 Área Construída 110 m²  02 dormitórios, sala, cozinha, 02 banheiros e 01 vaga de garagem.  Lo...;Rua da Mooca; Móoca;2;1;2;110;0;0;Nenhuma;0;0
645000;Excelente sobrado frontal com 3 suítes, 1 lavabo, jardim de inverno, sacada, 2 vagas, portão automático, infraestrutura pronta para teto solar e para ar condicionado, sala p 2 ambi...;Rua São Serafim; Penha De Franca;3;2;1;105;290;0;Nenhuma;1;0
330000;Casa geminada bairro Cabral  Excelente casa geminada composta por: Sala ampla, 2 quartos grandes, cozinha, área de serviço, 1 banho social, lavabo, 1 vagabde garagem  Não perca ess...;Cabral; Contagem;2;1;1;77;0;0;Nenhuma;0;0
2500000;Luxuosa casa localizada em Alphaville II, condomínio de luxo com infraestrutura completa de lazer, piscina com espaço gourmet, garagem para 4 carros, arquitetura moderna, suíte mas...;Alphaville II; Salvador;5;4;6;512;580;0;Super destaque;1;0
2100000;A casa de condomínio sobrado no bairro Santa Cândida tem 280 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros Possui área verde de jardim. Vai lhe possibilitar curtir os...;Rua Andaluz; Condominio Vila Hipica;3;4;3;280;0;0;Super destaque;1;0
1700000;"Casa a venda   Geribá  Amplo terreno com vista para Lagoa de Geribá, composto com 04 casas.  Composição Casa 01: 03 quartos, sendo 01 suíte; sala TV/Estar; 01 banheiro social; 01 c...";Geriba; Armação dos Búzios;7;0;6;320;2244;0;Super destaque;1;0
820000;EXCELENE SOBRADO EM UMA ÓTIMA LOCALIDADE COM APROX. 230 m² DE CONSTRUÇÃO, 03 QUARTOS (SENDO 01 SUÍTE), SACADA, SALA , COZINHA, 01 BANHEIRO SOCIAL COM BOX EM BLINDEX, LAVABO, DESPEN...;Bosque dos Buritis; Uberlândia;3;4;3;230;0;0;Nenhuma;1;0
458000;Ótimo sobrado do Jardim Vera cruz!!! Sendo 2 dormitórios, sala ampla, cozinha planejada, 1 banheiro com box, lavanderia, 3 vagas de garagem sendo uma coberta e um excelente quintal...;Jardim Vera Cruz; São Bernardo do Campo;2;3;1;88;70;0;Nenhuma;0;0
520000;NÃO PERCA ESSA OPORTUNIDADE !!!    Linda residencia localizada em uma ótima região da zona norte. O imóvel possui duas vagas de garagem cobertas, uma área total de terreno com 125...;Jardim Peri; São Paulo;2;2;1;85;78;0;Nenhuma;0;0
950000;Excelente imóvel em perfeito estado de conservação pavimento superior são 3 quartos, sendo 1 suíte, todos com armários e ar condicionado, e sala de TV e escritório. Pavimento infer...;Chácara da Barra; Campinas;4;4;4;300;300;0;Nenhuma;1;0
850000;Ótima casa em excelente localização no Panorama. Composta por 3 dormitórios sendo 1 suíte, sala ampla com lareira e varanda, 2 banheiros social, ampla cozinha com varanda, garagem...;Panorama; Teresópolis;3;6;2;173;3200;0;Nenhuma;1;0
745000;Vazio;Rua Leopoldino Cardoso; Vista Alegre;3;2;5;110;180;0;Nenhuma;0;0
532000;Sobrado com 3 dormitórios, sala, cozinha, quintal com churrasqueira, área para montar clinica, ateliê ou escritório. Sótão amplo que pode ser outro ambiente ou deposito. 1 vaga de...;Rua Belchior de Ordas; Vila Leonor;3;1;2;94;0;0;Nenhuma;0;0
450000;"Casa Totalmente repaginada, 136m² no Jd Eulina;  sendo sala, 02 quartos com planejado, banheiro com Blidex, cozinha e lavanderia, vaga coberta para um carro e descoberta até 3, pos...";Jardim Eulina; Campinas;2;4;1;136;88;0;Nenhuma;0;1
175000;Casa sobreposta à venda em Vila Antartida   Praia Grande.  Com 01 amplo dormitório com 01 WC social, cozinha e área de serviço.  .  Lazer: Vaga de garagem.  .  Cód: 4947  .  Agende...;Rua Augusto Ribeiro Pacheco; Antartica;1;1;1;36;0;0;Nenhuma;0;0
680000;Excelente sobrado no Jardim Chapadão construída em 3 níveis Contem: Sala estar, sala jantar, cozinha (com moveis planejados), lavabo. 3 quartos sendo 1 suíte com banheira, Sacadas,...;Rua Clodomiro Ferreira Camargo; Jardim Chapadão;3;10;3;256;388;0;Nenhuma;1;1
1500000;Sobrado localizado em ponto estratégico , maravilhoso pra investidor muito próximo ao comercio local , Padaria , Farmácia , Bancos , Lojas , Supermercados  No sobrado tem 04 dormit...;Rua Japira; Jardim França;4;5;5;434;1850;0;Nenhuma;0;0
487500;Casa térrea a venda no bairro Jordanópolis, em São Bernardo do Campo   SP.  Possui 142m²de área construída, 02 dormitórios, 02 banheiros e 02 vagas de garagem.  Ótima localização,...;Vila Alvinopolis; São Bernardo do Campo;2;2;2;142;70;0;Nenhuma;0;0
430000;Casa a venda na Vila Humaitá   Santo André, com 3 dormitórios à venda, 168 m².  Condições de pagamento: À vista, financiamento e FGTS  Com sede em Santo André, A Donizete Imóveis e...;Vila Humaita; Santo André;3;1;2;168;62;0;Nenhuma;0;0
840000;Sobrado Maravilhoso Imperdível com 04 dormitórios sendo 03 suíte com varandas e 01 com hidromassagem, sala de TV, sala com bar, cozinha e copa planejada, despensa, lavabo, edícula...;Santa Luzia; Ribeirão Pires;4;10;5;326;0;0;Nenhuma;1;0
400000;"Sobrado na zona sul en ótima localização. Ampla sala de estar com lareira.; copa cozinha área externa semi coberta com churrasqueira e lavanderia mais um gramado. Andar superior co...";Rua Padre Roberto Landell de Moura; Aberta dos Morros;3;2;2;98;0;0;Nenhuma;0;0
750000;Casa em Parque Jardim Europa/SP de 300m². 3 quartos CÓDIGO DO IMÓVEL: CA1336367  Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as inform...;Rua Aviadora Anésia Pinheiro Machado; Parque Jardim Europa;3;3;3;255;0;0;Nenhuma;0;0
990000;Excelente casa com 280m² de área útil à venda, com boa localização sendo no Jardim Alvorada.  530m² de área total. Possui Piscina ampla. 3 dormitórios sendo 1 suíte. Sala 04 ambien...;Jardim Alvorada; Londrina;3;8;4;280;0;0;Nenhuma;1;0
460000;A casa possui 3 dormitórios, banheiro, sala, cozinha, lavanderia, amplo quintal e conta também com 2 vagas na garagem sendo 1 coberta e a outra descoberta.  O bairro é asfaltado, t...;Nova Atibaia; Atibaia;3;2;1;103;0;0;Nenhuma;0;0
920000;Casa à Venda, 120m² por R$ 920,000. Vila Clementino   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta...;Rua dos Otonis; Vila Clementino;2;2;3;120;159;0;Nenhuma;0;0
745000;Casa com 260m², 3 dormitórios, 1 suíte, sala ampla para 2 ambientes, cozinha, 4 banheiros, área de serviço, quintal e 4 vagas de garagem. Excelente localização no bairro Jardim San...;Rua Francisco Bautista; Jardim Santa Emília;3;4;4;260;120;0;Nenhuma;1;0
1890000;  Casa contemporânea com muito bom acabamento, construída para morar (23 estacas de 20m).   Possuem todas as plantas da casa.   Pisos em mármore Travertino com molduras de madeira,...;Rua Cascavel; Chácara Eliana;3;4;5;575;5424;0;Nenhuma;0;0
430000;Sobrado com três anos de construção, de frente para rua, em ótima localização a 100 metros do Parque Vista Alegre, divisa dos bairros Vista Alegre e Pilarzinho. A 800 metros da Red...;Rua General Álvaro Braga; Pilarzinho;2;2;3;115;0;0;Super destaque;0;0
4750000;"1º ANDAR:   01 SALA, RECEPÇÃO COM ESCADA;   01 BANHEIRO SOCIAL (LAVABO);   01 SALA (ESCRITÓRIO);   01 SALA AMPLA, PISO EM TÁBUA CORRIDA COM ACESSO A VARANDA;   01 SALA DE JANTAR (P...";Rua Sinval de Sá; Cidade Jardim;8;7;5;557;1320;0;Super destaque;0;0
1924000;A casa de condomínio sobrado no bairro Barra possui 225 metros quadrados com 4 quartos sendo 4 suites e 6 banheiros 4 vagas, a beira mar , em condomínio de alto luxo e  Possui espa...;Rua Praia Canoe; Barra;4;4;6;225;0;0;Super destaque;1;0
475392;LEIA ATENTAMENTE A DESCRIÇÃO DO ANUNCIO.  Somos uma empresa credenciada junto CAIXA ECONOMICA FEDERAL, especializada na intermediação de venda dos imóveis de propriedade da CAIXA....;Rua Criméia; Parque Oratorio;3;0;3;239;0;0;Nenhuma;0;0
700000;4 dorms.(suíte c/ armários/blindex/espelho/ar cond./gabinete) armários/ventiladores, 3 salas (ventiladores teto), lavabo(espelho/gabinete), wc. social(blindex/espelho/gabinete), va...;Vila Monte Alegre; Ribeirão Preto;4;4;2;328;170;0;Nenhuma;1;0
550000;Casa com ótima localização, são 02 casas no mesmo quintal. sendo 01 casa de 04 dormitório, 3 banheiro, sala de jantar, cozinha e área de serviço, casa fundo com 01 dormitório, sala...;Ayrosa; Osasco;4;6;3;280;2271;0;Nenhuma;0;0
580000;Casa totalmente independente localizada no bairro Village II em Porto Seguro  Distância de farmácias: 2 quilômetros   Distância de escolas: 5 quilômetros  Distância do centro de Po...;Village III; Porto Seguro;3;0;4;160;0;0;Destaque;0;0
745000;Ótimo sobrado com terreno de 5m X 30m, construção de 185m², localizado no bairro Parque Oratório, próximo a Av. das Nações com acessos a serviços essenciais como restaurantes, pada...;Rua Tangânica; Parque Oratorio;3;4;2;185;0;0;Nenhuma;0;0
630000;Otimo sobrado, dormitorios com armarios embutidos, cozinha planejada, entrada lateral, pequeno quintal, vaga para 2 carros com portao automatico, excelente localização, proximo a s...;Rua Plínio Colas; Parque Mandaqui;2;2;2;90;0;0;Nenhuma;0;0
430000;Òtimo sobrado com 3 dormitórios, sala 2 ambientes, corredor lateral, terraço, 2 vagas de garagem. Situado em uma rua tranquila e arborizada, comércio e condução próximos, acesso fá...;Avenida Coronel José Pires de Andrade; Vila Vera;3;2;2;168;0;0;Nenhuma;0;0
550000;🏠CASA LOCALIZADA NO BAIRRO SÃO PEDRO A POUCOS MINUTOS DO CENTRO DE Brusque.  ✔️Casa com 118 m2  ✔️Vaga de garagem coberta para até 3 veículos  ✔️2 dormitórios  ✔️1 suíte  ✔️Sala ✔...;São Pedro; Brusque;3;3;1;150;0;0;Nenhuma;1;0
630000;A Kiffer aluga  Excelente casa residencial ou comercial linear no Engenho do Mato. Imóvel com terreno de 480 m² e 160 m² de área construída com a seguinte distribuição: Sala ampla...;Engenho do Mato; Niterói;2;3;3;160;250;0;Destaque;0;0
668000;Oportunidade única!!  Casa e sobrado no mesmo terreno no Bairro Fundação em São Caetano do Sul.  Casa com 3 quartos, sendo 1 suíte, ótima sala, cozinha, banheiro, despensa.  Sobrad...;Fundaçao; São Caetano do Sul;6;3;2;143;1791;0;Nenhuma;1;0
900000;Vende se linda casa de 3 quartos com espaço gourmet no bairro São Gonçalo em Contagem. Imóvel impecável em ótima localização, próximo ao centro de Contagem e de todo tipo de comérc...;São Gonçalo; Contagem;3;4;2;270;279;0;Nenhuma;0;0
410000;Casa residencial com 2 dormitórios com armários, sendo 1 suite, sala de TV e sala de jantar, cozinha com planejados, banheiro social, área de serviços com armários e área gourmet c...;Morada do Sol; Americana;2;0;1;138;59;0;Nenhuma;1;1
310000;Casa com 250 m² de área de terreno e 190 m² de área construída, com 4 quartos sendo 1 suite, sala, cozinha, banheiro social, varanda. 02 vagas de garagem.  ;São Jorge; Uberlândia;4;0;1;190;0;0;Nenhuma;1;0
680000;Casa no Morumbi com 90m2, possui dois dormitorios, quintal espaçoso na parte de tras do imovel. Casa proxima bem próximo do Hospital Lefort. O Caxingui é um bairro da Zona Oeste de...;Vila Progredior; São Paulo;2;1;2;90;0;0;Nenhuma;0;0
415000;"Casa assobradada com 250m² de terreno no Villaggio Fosuzzi, Itatiba/ SP:  Piso superior:  3 Dormitórios;  WC Social.  Piso inferior  Sala;  Cozinha;  Despensa;  WC Social;  Lavande...";Villaggio Fosuzzi; Itatiba;3;2;3;250;0;0;Nenhuma;0;0
970000;LINDA CASA RESIDENCIAL OU COMERCIAL JD. NOVA EUROPA. AVENIDA DE GRANDE FLUXO . Localização privilegiada, a 3 minutos da Rodovia anhanguera, 7 minutos do Centro da cidade e cercada...;Jardim Nova Europa; Campinas;3;5;4;200;199;0;Nenhuma;0;0
550000;Excelente imóvel para quem busca uma ampla garagem, grande quintal nos fundos com edícula de dois grandes cômodos, lavanderia e wc. A casa principal possui 2 espaçosos dormitórios,...;Piraporinha; Diadema;2;4;1;141;1278;0;Nenhuma;0;0
560000;Casa para Venda no bairro Vila Bancária, localizado na cidade de São Paulo / SP, situado na zona Leste.     Com 3 dormitórios, possui 2 banheiros, 2 vagas de garagem, 1 sala.     Á...;Rua General Porfírio da Paz; Vila Bancaria;3;2;2;272;600;0;Nenhuma;0;0
460000;CASA COM 2 DORMITÓRIOS A VENDA, 230 m²   PARQUE CONTINENTAL II   GUARULHOS/SP    Ótima Localização !!!  A parte superior tem 2 dormitórios sala cozinha banheiro, lavanderia.  Partê...;Parque Continental II; Guarulhos;2;2;2;230;1000;0;Nenhuma;0;0
532000;Sobrado! 2 dormitórios, sendo 1 suíte, sala ampla, banheiro com box, lavabo, cozinha, lavanderia, dependência de empregada, corredor lateral, quintal, 2 vagas.  ;Planalto; São Bernardo do Campo;3;2;1;149;40;0;Nenhuma;1;0
525000;Lindo sobrado triplex em um condomínio fechado sem portaria. Ótima localização, à 10 minutos, à pé, do Metrô Vila Matilde.  Rua arborizada com comércio local completo à 5 minutos à...;Rua Doutor Pelágio Marques; Cidade Patriarca;4;2;4;95;100;150;Nenhuma;0;0
1800000;1102;Avenida dos Carinás; Moema;4;3;4;230;0;0;Super destaque;0;0
1298000;Quer viver em meio a natureza e ao mesmo tempo perto de toda a infraestrutura do Morro das Pedras e do Campeche Sul? Veja só esta casa em alvenaria, com 3 dormitórios, um deles suí...;Ribeirão da Ilha; Florianópolis;3;6;2;120;0;0;Super destaque;0;0
130000;Taglia Vende: Casa de alvenaria com 2 dormitórios, banheiro social, sala de estar com rebaixo em gesso e textura em uma das paredes, cozinha integradas, área de serviço, estacionam...;São Lucas; Viamão;2;1;1;59;0;0;Super destaque;0;1
700000;Sobrado para VendaVILA PAIVA, SUZANO03 dormitórios sendo 01 suítes, 02 salas, 02 banheiros, 02 vagas162,40 construída, 162,50 total;Vila Paiva; Suzano;3;2;2;162;284;0;Nenhuma;1;0
3500000;CASA SAINT PATRICK   Casa térrea em conceito aberto com 4 suítes e vista para a área de lazer da casa de todos os pontos da residência.   Casa será entregue com planejados.   Terre...;Alameda Biarritz; Jardim Residencial Saint Patrick;4;5;6;1000;0;707;Nenhuma;1;1
780000;Imóvel comercial e residencial contendo 300m2 de área construída, 143,8 averbados, quitado. Sendo na frente loja comercial 20m2 locada. Entrada individual para a residência. garage...;Cidade Industrial; Curitiba;3;2;3;300;741;0;Nenhuma;0;0
1290000;Sobrado com uma suíte master e depósito  ;Alphaville Nova Esplanada; Votorantim;3;4;3;294;5800;500;Nenhuma;1;0
420000;**** CÓDIGO 4668 **** SOBRADO PONTE RASA ****  03 DORMITORIOS SENDO 1 SUITE + SALA + COZINHA + QUINTAL + LAVANDERIA + 01 VAGA DESCOBERTA E 01 VAGA COBERTA  ACEITA FICANANCIAMENTO /...;Vila Ponte Rasa; São Paulo;3;2;1;80;0;0;Nenhuma;1;0
1450000;Vendo casa sobrado belvedere 1.  Excelente opção de investimento, confira.  Bairro com comércios e próximo de avenidas principais da cidade.  A casa fica próximo a portaria.  Casa...;Condomínio Belvedere; Cuiabá;3;0;4;375;0;0;Nenhuma;0;0
535000;"Sobrado em Vila, sendo 3 dormitórios, banheiro social, sala para 2 ambientes, cozinha, banheiro de empregada e quintal.Vila de 4 casas, sendo a terceira casa;Vaga de garagem escrit...";Campo Grande; Santos;3;1;2;113;180;200;Nenhuma;0;0
750000;Excelente Sobrado Vila Piaui   com 3 dormitórios sendo 2 suítes, Varanda, Clouset, Sala de Tv., Sala de Estar, Sala de Jantar, Lavabo, Cozinha com armários, banheiros com box/gabin...;Rua João Almeida Sampaio; Vila Piauí;3;3;3;400;0;0;Nenhuma;1;0
1050000;Casa de 04 dormitórios a venda Vila Nogueira.  Ei, você aí, que planeja uma casa ampla e térrea com agradável espaço gourmet com piscina, churrasqueira e forno de pizza, que seja a...;Rua Duarte da Costa; Vila Nogueira;4;3;6;220;1268;0;Nenhuma;0;0
798000;Previsão Entrega: NOVEMBRO DE 2021 MOBILIADO E DECORADO Sobrado de 150m² com 3 dormitórios sendo 1 suíte, sala de jantar e TV, cozinha, lavanderia coberta, área gourmet, 4 Vagas. L...;Vila Alto de Santo Andre; Santo André;3;4;2;150;0;0;Nenhuma;1;0
2300000;Sobrado  Residencial Helvétia Park.  IMÓVEL DIFERENCIADO. FINO ACABAMENTO.  Lote: 515 m². Área Construída: 340 m².  • 4 Vagas de Garagem (Garagem fechada com Portão Automático).  •...;Rua Albertina Moreira Rocha; Jardim Residencial Helvétia Park I;3;4;4;340;3000;600;Destaque;0;0
