valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;suite;academia;varanda;transporte;salao;planejado
417800;"O EMPREENDIMENTO    Pré Lançamento  16 pavimentos  03 apartamentos por andar  Frente para duas rua  02 elevadores  Gás central  Portão eletrônico;  Início da obra: Dezembro 2019  E...";Morretes; Itapema;2;1;3;69;0;0;Nenhuma;0;0;0;0;0;0
315000;"Apartamento de 69 m² com:  03 dormitórios sendo 01 suíte ; Sala 02 ambientes com varanda  Cozinha com armários embutidos Banheiro Social e suíte com box blindex  Área de serviço ;...";Conjunto Residencial Trinta e Um de Março; São José dos Campos;3;1;2;69;440;513;Nenhuma;1;0;1;0;0;0
230000;Apartamento de 1 dormitório, 1º Andar, a 200 Mtrs da praia e em um dos melhores bairros de Praia Grande.  Gostou? Entre em contato, agende já uma visita e conheça este imóvel pesso...;Canto do Forte; Praia Grande;1;1;1;51;208;430;Nenhuma;0;0;0;0;0;0
345000;Excelente Oportunidade!Na melhor localização de Mogi das Cruzes, podendo contar com um condomínio clube com lazer completo!  ;Avenida Pedro Machado; Mogi Moderno;3;2;1;67;0;0;Destaque;0;0;0;0;0;0
638000;VendeaApartamento c/ vista perene. 3 dormitórios sendo um suíte, banheiro, social, living amplo, cozinha americana c/ churrasqueira, área de serviço independente e 2 vagas de garag...;Rua São Luís; Santana;3;2;1;77;0;650;Super destaque;1;0;0;0;0;0
642000;CONFIARE vende no bairro Higienópolis  Excelente apartamento 2 dormitórios decorado e mobiliado, inclusive eletrodomésticos. Suíte, living 2 ambientes, banho social, cozinha americ...;Rua Luzitana; Higienópolis;2;1;2;59;0;0;Super destaque;1;0;0;0;0;0
199000;O apartamento está localizado no bairro Vila Carrão tem 42 metros quadrados com 2 quartos e 1 banheiro, piso em todos os ambientes . Possui espaço para festas.Churrasqueira para vo...;Rua Xiririca; Vila Carrão;2;0;1;42;0;140;Super destaque;0;0;0;1;0;0
580000;Documentação 100% para financiamento  Apartamento na Vila Prudente, com 74 m2 de área útil, 3 dormitórios, sendo uma suíte, banheiro social, sala para 2 ambientes, cozinha aberta,...;Vila Prudente; São Paulo;3;2;2;74;100;560;Nenhuma;1;0;0;0;0;0
230000;Apartamento para Venda, Portal Santo Andé Condomínio no bairro Parque das Nações, localizado na cidade de Santo André / SP.     Com 2 dormitórios, possui 1 banheiro, 1 vaga de gara...;Rua Coréia; Parque das Nações;2;1;1;58;0;355;Nenhuma;0;0;0;0;0;0
275000;Apartamento sem condomínio, na Vila Pires! São 44m² de área construída com 2 dormitórios sendo 1 suíte, banheiro social, cozinha e sala! 01 vaga de garagem! Acabamento impecável FO...;Rua Coimbra; Vila Pires;2;1;2;44;0;0;Nenhuma;1;0;0;0;0;0
199000;Prédio individual, fachada com detalhes em pastilhas, água individualizada, fosso para elevador. Decrição do imóvel: 01 Sala ampla dois ambientes, 02 quartos amplos...;Rua Cinquenta e Seis; Tropical;2;1;1;47;0;0;Nenhuma;0;0;0;0;0;0
199000;Prédio individual, fachada com detalhes em pastilhas, água individualizada, fosso para elevador. Decrição do imóvel: 01 Sala ampla dois ambientes, 02 quartos amplos...;Rua Cinquenta e Seis; Tropical;2;1;1;47;0;0;Nenhuma;0;0;0;0;0;0
372900;Lindo apartamento com cozinha planejada, cooktop e forno embutido. 03 dormitórios, sendo uma suite.  Pronto para morar.  Proprietária avalia deixar os móveis e eletrodomésticos.  ...;Jardim Tupanci; Barueri;3;1;2;68;328;470;Nenhuma;1;0;0;0;0;1
470000;RESIDENCIAL ALLEGRO: Apartamento c/ 02 dormitórios c/ armários planejados, sendo 01 suíte c/ closet, sala 02 ambientes c/ sacada envidraçada, cozinha c/ armários planejados, wc soc...;Vila Rica; Jundiaí;2;1;2;77;0;0;Nenhuma;1;0;1;0;0;1
297000;Lindo apartamento!  Com 2 dormitórios sendo 1 suíte, com fino acabamento, cozinha planejada rica em armários, piso de porcelanato, pia de granito preto personalizada, divisória de...;Rua Manoel Sylvestre de Freitas Filho; Jardim Nova Europa;2;0;2;46;45;430;Nenhuma;1;0;0;0;0;1
320000;Apartamento Garden com 2 quartos, sala com sacada, cozinha, banheiro, quintal/varanda, depósito e 1 vaga de garagem. edifício com 3 níveis de garagem e área de lazer onde estão loc...;Vila Valparaiso; Santo André;2;1;1;37;35;300;Nenhuma;0;0;1;0;0;0
1230000;Apartamento à venda com 135,88m, localizado no Guararapes, um bairro nobre da cidade. Possui uma área de lazer completa, pronto para morar. Fica próximo ao Shopping Iguatemi, Facul...;Rua Jornalista César Magalhães; Guararapes;3;3;3;138;0;0;Nenhuma;0;0;0;0;0;0
350000;CODIGO IMOVEL: AP4406Apartamento localizado no bairro Piratininga, com 03 dormitórios sendo 01 suíte, cozinha, sala, banheiro, 02 vagas de garagem.;Avenida Santa Cruz; Jardim Piratininga;3;2;1;91;0;1;Nenhuma;1;0;0;0;0;0
360000;Apartamento à venda em Aviação   Praia Grande.  Com 02 dormitórios, sendo 02 suítes, sala com living aberto, sacada com churrasqueira, WC social, cozinha e área de serviço.   .  La...;Rua Balneário Camboriu; Aviação;2;1;2;90;397;579;Nenhuma;1;0;1;0;0;0
400000;|ATENÇÃO| Este imóvel possui Vídeo e Tour Virtual 360º, veja todas as características internas e externas com estes recursos, com ele você poderá explorar cada detalhe do imóvel da...;Vila Omar; Americana;2;2;1;141;0;376;Nenhuma;0;0;0;0;0;0
545000;Aconchegante apartamento à venda com 2 quartos, sendo 1 suíte, e 2 banheiros no total. Este apartamento fica situado no 15º andar. O condomínio é bem equipado com diversas instalaç...;Vila Guilherme; São Paulo;2;1;2;61;142;550;Nenhuma;1;0;0;0;0;0
275000;"Loft: Apto Campo Limpo | 2 Quartos | 56 m² | Cond: R$575.00 | 1Vaga  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no noss...";Rua Nossa Senhora do Bom Conselho; Chácara Nossa Senhora do Bom Conselho ;2;1;1;56;103;575;Nenhuma;0;0;0;0;0;0
485000;Venha morar em um dos melhores bairros de Santo André e desfrute com sua família de toda qualidade de vida que você merece.  Apartamento localizado no Bairro Jardim em excelente lo...;Jardim; Santo André;2;2;2;58;272;435;Nenhuma;0;0;0;0;0;0
780000;Tatuapé,Carrão,Vendo ou Alugo por 4.000,00 pacote,ótimo apto com 3 dormitórios, com uma suíte, sala para 2 ambientes, cozinha, banheiro social , banheiro de empregada, lavanderia,...;Rua Vilela; Tatuapé;3;2;3;85;360;620;Nenhuma;1;0;0;0;0;0
440000;Apartamento   3 dormitórios, sendo um suite, sala com sacada, banheiro, área de serviço, 2 vagas de garagem.  ;Vila Maria Alta; São Paulo;3;2;2;70;230;600;Nenhuma;1;0;1;0;0;0
560000;1102;Rua Costa Aguiar; Ipiranga;2;1;2;61;135;400;Nenhuma;0;0;0;0;0;0
960000;Excelente apartamento na Vila Leopoldina, 3 dormitórios sendo 1 suíte. Apartamento bem iluminado e arejado. Móveis planejados na cozinha, quartos e banheiros. Condomínio com piscin...;Avenida Doutor Gastão Vidigal; Vila Leopoldina;3;2;2;93;290;850;Nenhuma;1;0;0;0;0;1
370000;apartamento 2 dormitórios sendo 1 suíte 10 andar vista para o mar mobiliado gás encanado portaria 24 horas prédio com lazer completo;Jardim Las Palmas; Guarujá;2;1;2;75;230;780;Nenhuma;1;0;0;0;0;0
700000;Localizado em Candeias, com linda vista para o mar, próximo ao restaurante Betos Bar e a todas as conveniências que o bairro oferece como supermercados, academias, colégios, farmác...;Candeias; Jaboatão dos Guararapes;4;2;5;207;239;1350;Super destaque;0;1;0;0;0;0
448000;IMPECÁVEL APARTAMENTO , PRONTO PARA VOCE MUDAR COM SUA FAMILIA. BEM LOCALIZADO, RICO EM COMERCIOS E FACIL ACESSO AS PRINCIPAIS VIAS DA REGIAO. SÃO 3 DORMITÓRIOS (1 SUÍTE) COM ARMAR...;Rua Inácio Manuel Álvares; Jardim Ester;3;2;2;74;1000;850;Super destaque;1;0;0;0;0;0
340000;Cód: NCAP00961. Conjugado todo reformado, composto por um banheiro uma cozinha e quarto amplo, arejado sol da manha, excelente localização proximo ao shopping rio sul. Entre em con...;Rua Ministro Viveiros de Castro; Copacabana;1;0;1;30;0;480;Super destaque;0;0;0;0;0;0
495000;Apartamento com 3 dormitórios, sendo os 3 suítes.Paisagem linda e próximo ao mar.Área de lazer completa.2 Vagas de garagem.  ;Rua Doutor Júlio de Mesquita Filho; Aviação;3;2;1;101;0;0;Nenhuma;1;0;0;0;0;0
230000;Com uma excelente localização no bairro da Vila Guilhermina, um dos mais procurados na cidade de Praia Grande.  Á 600m da praia.  Lindo apartamento todo mobiliado com 46m² de área...;Rua Itararé; Vila Guilhermina;1;1;1;46;0;570;Nenhuma;0;0;0;0;0;0
215000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Jardim Leopoldina, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 63.86 m² e área tot...;Jardim Leopoldina; Porto Alegre;2;0;1;63;0;273;Nenhuma;0;0;0;0;0;0
230000;O apartamento está localizado no bairro Jardim Casablanca possui 50 metros quadrados com 2 quartos e 1 banheiro Possui área de fitness, área verde de jardim, parquinho infantil, sa...;Avenida Fim de Semana; Jardim Casablanca;2;1;1;50;2;360;Nenhuma;0;0;0;1;0;0
140000;11/02   Ref. Imovel: V58265   Apartamento Kitchnet   Kit dormitorio/sala com AE, sacada, wc social, cozinha americana c/ AE, AS, 1 vaga de garagem.;Centro; Ribeirão Preto;1;1;1;70;0;330;Destaque;0;0;1;0;0;0
223000;Apartamento Residencial à Venda Baeta Neves em São Bernardo do Campo. 2 dormitórios sendo o de casal com cama e armário, cozinha com armários, forno elétrico, microondas, cooktop,...;Rua dos Vianas; Vila Baeta Neves;2;1;1;43;0;316;Nenhuma;0;0;0;0;0;0
1257446;Ao entrar em contato conosco, informe o código (TR11897) ao pré atendente de plantão.  Entre no nosso Site www.triunfoimoveis.com   digite o mesmo código e veja mais detalhes deste...;Rua Doutor Gilberto Studart; Cocó;3;2;4;110;0;0;Nenhuma;0;0;0;0;0;0
320000;Alugo Apartamento mobiliado próximo ao Centro na cidade de Bragança Paulista SP Apartamento 100% mobiliado próximo ao centro da cidade com 02 Dormitórios, Sala com varanda, Cozinha...;Vila Gato; Bragança Paulista;2;1;2;65;0;150;Nenhuma;0;0;1;0;0;0
480000;Vende / AlugaApartamento com 2 dormitórios todo mobiliado com 1 vaga de garagem,Agende Hoje mesmo sua visita! Ligue: Cel/Whatsapp;Melville Empresarial Ii; Barueri;2;0;1;64;291;640;Destaque;0;0;0;0;0;0
390000;Condomínio Mais Morumbi, está localizado no melhor ponto da Vila Andrade, à 100m da Av. Giovanni Gronchi, à 400m dos Shoppings Jardim Sul e Shopping Morumbi Town, próximo de toda r...;Rua Catuti; Jardim Sul;3;2;2;69;173;800;Nenhuma;0;0;0;0;0;0
185000;ÓTIMO APARTAMENTO ! PRONTOS PARA MORAR , COM 02 DORMITÓRIOS , SENDO 01 SUITES , 1 SALA , 1 BANHEIRO COM BLINDEX , 1 COZINHA COM GABINETE DE PIA , 1 LAVANDERIA E COM A OPÇÃO DE 01 U...;Alameda Dálias; Jardim Simus;2;1;1;55;0;0;Nenhuma;1;0;0;0;0;0
185000;ÓTIMO APARTAMENTO ! PRONTOS PARA MORAR , COM 02 DORMITÓRIOS , SENDO 01 SUITES , 1 SALA , 1 BANHEIRO COM BLINDEX , 1 COZINHA , 1 LAVANDERIA E COM A OPÇÃO DE 01 UMA OU 2 DUAS GARAGEN...;Alameda Dálias; Jardim Simus;2;1;1;55;0;0;Nenhuma;1;0;0;0;0;0
185000;ÓTIMO APARTAMENTO ! PRONTOS PARA MORAR , COM 02 DORMITÓRIOS , SENDO 01 SUITES , 1 SALA , 1 BANHEIRO COM BLINDEX , 1 COZINHA , 1 LAVANDERIA E COM A OPÇÃO DE 01 UMA OU 2 DUAS GARAGEN...;Alameda Dálias; Jardim Simus;2;1;1;55;0;0;Nenhuma;1;0;0;0;0;0
185000;ÓTIMO APARTAMENTO ! PRONTOS PARA MORAR , COM 02 DORMITÓRIOS , SENDO 01 SUITES , 1 SALA , 1 BANHEIRO COM BLINDEX , 1 COZINHA COM GABINETE DE PIA , 1 LAVANDERIA E COM A OPÇÃO DE 01 U...;Alameda Dálias; Jardim Simus;2;1;1;55;0;0;Nenhuma;1;0;0;0;0;0
185000;ÓTIMO APARTAMENTO ! PRONTOS PARA MORAR , COM 02 DORMITÓRIOS , SENDO 01 SUITES , 1 SALA , 1 BANHEIRO COM BLINDEX , 1 COZINHA , 1 LAVANDERIA E COM A OPÇÃO DE 01 UMA OU 2 DUAS GARAGEN...;Alameda Dálias; Jardim Simus;2;1;1;55;0;0;Nenhuma;1;0;0;0;0;0
655000;Estrutura completa de lazer para aproveitar o melhor da vida.  More em um dos melhores bairros, a rua onde localiza se o imóvel possui fácil acesso as principais regiões da cidade:...;Rua Rui Barbosa; Santo Antônio;3;2;2;92;0;800;Nenhuma;0;0;0;0;0;0
420000;EXCELENTE Apartamento com 2 suítes com sacada em todos os cômodos com um belíssimo acabamento, varanda ampla gourmet, todo em porcelanato e azulejo laminado, 2 VAGAS garagem  ** ES...;Rua Marília; Boqueirão;2;2;1;82;0;503;Nenhuma;1;0;1;0;0;0
370000;Ótimo apartamento, 02 dorms, 01 suíte, totalmente planejado, varanda gourmet, prédio com lazer completo a 300m da praia na Aviação.    O imóvel está localizado no Campo da Aviação,...;Avenida General Marcondes Salgado; Aviação;2;1;2;76;320;576;Super destaque;1;0;1;0;0;1
197000;Cód: PSAP22146. Ótima Oportunidade! Apartamento 2 Quartos Na Praça Seca.   Composto por: Sala dois ambientes, dois dormitórios, banheiro social, cozinha, área de serviço, dependênc...;Rua Pinto Teles; Praça Seca;2;1;1;66;0;556;Nenhuma;0;0;0;0;0;0
318000;Apartamento a venda no Bairro Utinga em Santo André   2 dormitórios sendo 1 suíte, sala 2 ambientes com sacada, cozinha americana, andar alto, 2 vagas paralelas. Todo Planejado. Pr...;Utinga; Santo André;2;1;1;51;32;305;Nenhuma;1;0;1;0;0;1
360000;O apartamento está localizado no bairro Socorro tem 50 metros quadrados com 2 quartos e 1 banheiro Possui área de fitness, espaço jardinado, área de brinquedo para as crianças, sal...;Rua Marcílio Dias; Socorro;2;1;1;50;2;400;Nenhuma;0;0;0;1;0;0
2400000;Excelente apartamento de alto padrão no centro de Florianópolis, localizado na Rua Altamiro de Guimarães ao lado do Shopping Beira Mar. Apartamento com 205,96m2 de área privativa....;Rua Altamiro Guimarães; Centro;4;4;6;206;535;1901;Super destaque;0;0;0;0;0;0
590000;Excelente oportunidade!  ;Campestre; Santo André;3;2;3;91;280;100;Super destaque;0;0;0;0;0;0
1790000;O Residencial Veneza, é um espaço onde conforto e lazer se encontram em cada metro quadrado. Localizado próximo ao mar, restaurante, Supermercado, entre outros pontos comerciais. o...;Meia Praia; Itapema;4;3;5;170;0;0;Super destaque;0;0;0;1;0;0
481000;Apartamento à Venda, 64m² por R$ 481,000. Morumbi   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pr...;Rua Ascencional; Morumbi;2;1;3;64;0;0;Nenhuma;0;0;0;0;0;0
1850000;Oportunidade!!  Apartamento maravilhoso na Vila Olímpia com 92, 58 m² sendo 2 dormitórios sendo 2 suítes 2 vagas, todo decorado e mobiliado.  Área útil: 92,58m²  02 vagas de garage...;Vila Olímpia; São Paulo;2;2;3;92;310;1131;Nenhuma;1;0;0;0;0;0
372500;  Sobre a Localização:  Imóvel com excelente localização, próximo das principais vias da cidade. O Local possui infraestrutura completa como: Mercados, padarias, condução, shopping...;Vila Antonieta; São Paulo;3;1;2;70;1;460;Nenhuma;0;0;0;0;0;0
395000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Avenida Jorge Tibiriçá; Parque Prado;3;2;2;69;79;584;Nenhuma;0;0;0;0;0;0
480000;Vende se apartamento Vila Prudente R$ 480.000,00  Imóvel com 03 dormitórios planejados, sendo 01 suíte, sala para 02 ambientes,cozinha planejada e 2 banheiros. Área de serviço Gara...;Vila Prudente; São Paulo;3;1;2;69;0;460;Nenhuma;1;0;0;0;0;1
385000;Apartamento a venda em uma excelente localização, trata se de um maravilhoso apartamento de 2 dormitórios sendo 1 suíte, sala, cozinha, 3 banheiros, despensa e 1 vaga de garagem. A...;Rua Dona Maria Luíza Pereira Queiroz; Parque Itália;2;1;3;64;1106;412;Nenhuma;1;0;0;0;0;0
843000;Apartamento à Venda, 82m² por R$ 843,000. Tatuapé   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pr...;Rua São Felipe; Tatuapé;3;2;2;82;0;0;Nenhuma;0;0;0;0;0;0
239900;Excelente imóvel localizado no bairro Vila Palmares com dois dormitórios com blackout automatizado, banheiro com box de vidro e gabinete, sala dois ambientes com terraço, cozinha t...;Rua Lauro Muller; Vila Palmares;2;1;1;47;0;400;Nenhuma;0;0;1;0;0;0
654399;Apartamento à Venda, 72m² por R$ 654,399. Freguesia do Ó   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Lares e Andares Imóvei...;Rua Antônio Blasques; Freguesia do Ó;2;1;3;72;0;0;Nenhuma;0;0;0;0;0;0
654399;Apartamento à Venda, 72m² por R$ 654,399. Freguesia do Ó   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   B...;Rua Antônio Blasques; Freguesia do Ó;2;1;3;72;0;0;Nenhuma;0;0;0;0;0;0
200000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Petrópolis, em Porto Alegre, com 1 dormitório(s), 1 vaga(s) de garagem, com área privativa de 45.13 m² e área total de 6...;Petrópolis; Porto Alegre;1;1;1;45;0;250;Nenhuma;0;0;0;0;0;0
150000;Oportunidade única em São José dos Pinhais, no bairro São Marcos, imóvel ensolarado e ventilado, apenas 2 unidades por andar, o apartamento fica no 2º andar (ultimo pavimento).  O...;Rua Ulisses Cordeiro; São Marcos;2;1;1;65;0;100;Nenhuma;0;0;0;0;0;0
470000;EXCLUSIVIDADE!!! LINDO E EXCLUSIVO APTO A VENDA NO CONDOMÍNIO MORADAS PANZAN EM AMERICANA/SP. 69mts de área útil, todo planejado em laca, acabamento impecável, são 2 dormitórios (s...;Jardim Jacyra; Americana;2;1;2;69;48;350;Nenhuma;0;0;0;0;0;1
315000;"CONDOMÍNIO VILA ROMANA  Ótima localização: Rua Dona Silla Nalon Gonzaga, 136   Parque Marajoara   Santo André   SP.  60m²; 03 Dormitórios; 01 Banheiro; 01 Vaga de garagem.  VALOR:...";Rua Dona Silla Nalon Gonzaga; Parque Marajoara;3;1;1;60;100;497;Nenhuma;0;0;0;0;0;0
725000;Apartamento de alto padrão com 2 suítes, 3 dormitório convertido escritório para ampliação da sala, varanda gourmet, cozinha, lavanderia, 8 andar frente pra rua, localizado na Rua...;Rua Tupi; Vila Valparaiso;2;3;3;96;0;600;Nenhuma;1;0;1;0;0;0
190000;Apartamento para Venda na Vila Jacuí  54 m² Composto por 2 Dormitórios, Sala, Cozinha, Banheiro, Área de Serviço e 1 Vaga de Garagem. Imóvel todo em Piso Frio. Não possui Elevador....;Avenida Baltazar Santana; Vila Jacuí;2;1;1;54;0;377;Nenhuma;0;0;0;0;0;0
265000;Oportunidade!!! São dois dormitórios. Uma vaga demarcada e coberta. Sala com sacada. Cozinha com armários. Um banheiro. Área de serviço. Salão de Festa. Área útil: 60,00m². Entre e...;Baeta Neves; São Bernardo do Campo;2;1;1;60;90;500;Nenhuma;0;0;1;0;1;0
1550162;Apartamento à Venda, 75m² por R$ 1,550,162. Pinheiros   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bast...;Avenida Rebouças; Pinheiros;2;1;2;75;0;0;Nenhuma;0;0;0;0;0;0
155000;Apartamento de 2 dormitórios no bairro Camaquã. Imóvel composto de dormitórios com amplas janelas, sala para dois ambientes, cozinha clara e arejada, banheiro social de bom tamanho...;Rua Coronel Hilário Pereira Fortes; Camaquã;2;0;1;54;240;0;Destaque;0;0;0;0;0;0
605000;Apartamento na Vila gilda com 03 dormitórios, 02 suítes, armários planejados, sala de estar e sala de jantar com sacada, cozinha espaçosa e planejada, área de serviço com iluminaçã...;Rua Ouro Preto; Vila Gilda;3;2;3;106;600;760;Nenhuma;1;0;1;0;0;1
499000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Bom Jesus, em Porto Alegre, com 2 dormitório(s), 2 vaga(s) de garagem, com área privativa de 66.41 m² e área total de 10...;Bom Jesus; Porto Alegre;2;2;2;66;0;313;Nenhuma;0;0;0;0;0;0
1350000;Alto Padrão, Miolo Nobre ! Apartamento impecável, todo planejado, tudo de extremo bom gosto, entrar e morar ! 7 min a pé (650 m) ao Metrô Vila Mariana! área útil de 135 m² e area t...;Rua Bartolomeu de Gusmão; Vila Mariana;4;2;4;135;641;1450;Super destaque;0;0;0;0;0;1
1350000;Apartamento 1 por andar, reformado, com opção de mobiliado, todo no porcelanato, sala 3 ambientes, varandão, sacadas, 3 suítes com closet, lavabo, estar íntimo ou gabinete, dependê...;Meireles; Fortaleza;3;3;3;187;3800;2200;Super destaque;1;0;1;0;0;0
1599000;NOBLESSE vende apartamento com 197m² no bairro Bela Vista.  Hall de entrada, 3 suítes, sendo 1 suíte máster, lareira, lavabo, churrasqueira, vista panorâmica, cozinha americana, sa...;Bela Vista; Porto Alegre;3;4;5;197;0;900;Super destaque;1;0;0;0;0;0
725000;Apartamento de alto padrão com 2 suítes, 3 dormitório convertido escritório para ampliação da sala, varanda gourmet, cozinha, lavanderia, 8 andar frente pra rua, localizado na Rua...;Rua Tupi; Vila Valparaiso;2;3;3;96;0;600;Nenhuma;1;0;1;0;0;0
190000;Apartamento para Venda na Vila Jacuí  54 m² Composto por 2 Dormitórios, Sala, Cozinha, Banheiro, Área de Serviço e 1 Vaga de Garagem. Imóvel todo em Piso Frio. Não possui Elevador....;Avenida Baltazar Santana; Vila Jacuí;2;1;1;54;0;377;Nenhuma;0;0;0;0;0;0
265000;Oportunidade!!! São dois dormitórios. Uma vaga demarcada e coberta. Sala com sacada. Cozinha com armários. Um banheiro. Área de serviço. Salão de Festa. Área útil: 60,00m². Entre e...;Baeta Neves; São Bernardo do Campo;2;1;1;60;90;500;Nenhuma;0;0;1;0;1;0
1550162;Apartamento à Venda, 75m² por R$ 1,550,162. Pinheiros   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bast...;Avenida Rebouças; Pinheiros;2;1;2;75;0;0;Nenhuma;0;0;0;0;0;0
155000;Apartamento de 2 dormitórios no bairro Camaquã. Imóvel composto de dormitórios com amplas janelas, sala para dois ambientes, cozinha clara e arejada, banheiro social de bom tamanho...;Rua Coronel Hilário Pereira Fortes; Camaquã;2;0;1;54;240;0;Destaque;0;0;0;0;0;0
605000;Apartamento na Vila gilda com 03 dormitórios, 02 suítes, armários planejados, sala de estar e sala de jantar com sacada, cozinha espaçosa e planejada, área de serviço com iluminaçã...;Rua Ouro Preto; Vila Gilda;3;2;3;106;600;760;Nenhuma;1;0;1;0;0;1
499000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Bom Jesus, em Porto Alegre, com 2 dormitório(s), 2 vaga(s) de garagem, com área privativa de 66.41 m² e área total de 10...;Bom Jesus; Porto Alegre;2;2;2;66;0;313;Nenhuma;0;0;0;0;0;0
510000;O apartamento está localizado no bairro Jardim Aeroporto possui 72 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros;Rua Ipiranga; Jardim Aeroporto;2;1;2;72;40;756;Nenhuma;1;0;0;1;0;0
750000;Apartamento em Brooklin Paulista/SP de 56m². 1 quartos CÓDIGO DO IMÓVEL: AP707662  Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as info...;Brooklin; São Paulo;1;0;2;56;185;502;Nenhuma;0;0;0;0;0;0
270000;Apartamento à Venda, 35m² por R$ 270,000. Guarapiranga   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bas...;Rua José Rafaeli; Guarapiranga;2;1;1;35;0;0;Nenhuma;0;0;0;0;0;0
620000;Procura modernidade e conforto? Esta é sua grande chance! Apartamento de com 3 dormitórios sendo 1 suíte, living, cozinha, sacada, área de serviço e 2 vagas de garagem. E possui um...;Móoca; São Paulo;3;2;2;70;230;660;Nenhuma;1;0;1;0;0;0
240000;Amplo apartamento de 2 dormitório no bairro Cristal em Porto Alegre, com área privativa de 61m², living para 2 ambientes, banheiro social, banheiro auxiliar, cozinha americana, áre...;Rua Jataí; Cristal;2;0;2;61;0;450;Nenhuma;0;0;0;0;0;0
190000;Apartamento em boa localização, próximo ao Supermercado Extra, Colégio Bom Jesus, farmácias mercadinhos e outros.  ;Rua Sílvio Rabelo; Candeias;2;1;1;75;0;0;Nenhuma;0;0;0;0;0;0
2200000;Apartamento amplo, 4 suites em andar alto com sala de estar, sala de jantar, home theater, 4 amplas suítes, lavabo, cozinha, copa, área de serviço com duas dependências de empregad...;Higienópolis; São Paulo;4;4;7;288;1470;3489;Nenhuma;1;0;0;0;0;0
460000;Apartamento sem Condomínio para Venda, Araci II Residencial no bairro Vila Curuçá, localizado na cidade de Santo André / SP, região ABC, ponto de referência Padaria Palácio do Pão....;Rua Araci; Vila Curuçá;3;2;2;80;0;0;Nenhuma;0;0;0;0;0;0
371000;APARTAMENTO   C/ 1 SUITE, SALA 2 AMBIENTES COM SACADA, COZINHA AMERICANA, TUDO NO PISO FRIO, COZINHA E DORMITÓRIOS PLANEJADOS, 1 VAGA C/ DEPÓSITO. ÓTIMA LOCALIZAÇÃO, PRÓXIMO A AV....;Rua Plutarco; Paraiso;3;1;2;75;0;470;Nenhuma;1;0;1;0;0;1
385000;Apartamento para Venda, Condomínio Parque Imperial no bairro Jardim Patente, localizado na cidade de São Paulo / SP.     Com 3 dormitórios, sendo 1 suíte, possui 2 banheiros, 1 vag...;Rua Professor Cantídio de Moura Campos; Jardim Patente;3;1;2;65;25;650;Nenhuma;1;0;0;0;0;0
320000;Apartamento com 03 dormitórios sendo 01 suíte, copa, cozinha, sala de jantar, sala de TV, área de serviço, garagem descoberta para 02 carros. Excelente localização e acabamento.;São Joaquim; Franca;3;2;2;84;0;0;Nenhuma;1;0;0;0;0;0
626489;Apartamento à Venda, 67m² por R$ 626,489. Morumbi   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pr...;Rua Carvalho de Freitas; Morumbi;2;2;2;67;0;0;Nenhuma;0;0;0;0;0;0
297938;Excelente apartamento localizado na Vila Tibiriçá! 2 dormitórios, sendo 1 suíte, banheiro social, sala de estar, sala de jantar, terraço com churrasqueira, bancada em granito e pia...;Vila Tibirica; Santo André;2;1;1;53;0;280;Nenhuma;1;0;1;0;0;0
285000;APARTAMENTO NOVO   LOICALIZADO EM RUA TRANQUILA, COM A COMODIDADE DE ESTAR PROXIMO AO CENTRO COMERCIAL DA REGIAO E FACIL ACESSO A ESCOLAS, CLINICAS, HOSPITAIS E TRANSPORTE PUBLICO....;Rua dos Congregados; VILA ALTO SANTO ANDRE;2;1;1;51;0;0;Nenhuma;0;0;0;0;0;0
