valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;suite;academia;varanda;transporte;salao;planejado
570000;Apto c/85m2 ensolarado, andar alto, bem distribuído, na região nobre do Ipiranga, próximo ao Museu do Ipiranga e junto ao transporte, hospitais, colégios e vias de acesso rápido. P...;Rua da Constituinte; Ipiranga;3;0;2;70;0;760;Nenhuma;0;0;0;0;0;0
1562500;Apartamento à Venda, 128m² por R$ 1,562,500. Vila Progredior   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!...;Rua Morishigue Akagui; Vila Progredior;2;3;4;128;0;0;Nenhuma;0;0;0;0;0;0
1525000;Residencial Villa Toscana | Apartamento 3 Suítes Mobiliado 135 m² | Imóvel a venda em Meia Praia, Itapema/SC  Cativante desde os mínimos detalhes, o Residencial Villa Toscana encan...;Rua 294; Meia Praia;3;2;4;135;0;0;Nenhuma;1;0;0;0;0;0
212000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Camaquã, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 59.00 m² e área total de 65.0...;Camaquã; Porto Alegre;2;1;1;59;223;140;Nenhuma;0;0;0;0;0;0
1000000;Excelente apartamento e localização. Rico em armários, sacada grande, vagas livres e fixas, acabamento te alto padrão, suítes amplas.;Tatuapé; São Paulo;3;3;4;123;0;1250;Nenhuma;1;0;1;0;0;0
1250000;MARAVILHOSO Apartamento, 116m², 3 dormitórios, sendo 2 suítes e 1 suíte máster com closet, sala 2 ambientes, lavabo, varanda gourmet ampla, escritório, cozinha planejada, lavabo, á...;Praça Carauari; Vila Maria Alta;3;2;4;116;435;800;Nenhuma;1;0;1;0;0;1
800000;Ótimo Local Prox ao Mercado Municipal e Centro de Rudge Ramos, Facil aceso a Via Ancjieta e São Caetano do Sul Área util 201,93 m2. Conforto perto de tudo que voce precisa! 4 Dormi...;Rudge Ramos; São Bernardo do Campo;4;0;5;201;0;611;Nenhuma;0;0;0;0;0;0
442000;Apartamento à venda na Rua Doná Margarida Galvão, Gopoúva   Guarulhos, SP   Preço: R$ 442000.00   IPTU/Ano: R$ 486.00   Preço/m²: R$ 5666.67   Condomínio: R$ 850.00  Sobre o Imóvel...;Rua Dona Margarida Galvão; Gopouva;2;1;1;78;486;850;Nenhuma;0;0;0;0;0;0
980000;Apartamento à Venda, 82m² por R$ 980,000. Bosque da Saúde   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a TALENT IMOBE!   Basta...;Rua Santo Irineu; Bosque da Saúde;3;2;3;82;371;910;Nenhuma;0;0;0;0;0;0
735000;O apartamento está localizado no bairro Jardim das Indústrias tem 100 metros quadrados com 3 quartos sendo 2 suíte e 1 banheiro. Possui academia, espaço gourmet, área verde de jard...;Jardim das Indústrias; São José dos Campos;3;2;1;100;0;0;Nenhuma;1;1;0;1;0;0
225043;Apartamento com sala para dois ambientes e piso em cerâmica   02 (dois )quartos, sendo 01 com suíte, com piso em cerâmica   Cozinha com bancada em granito, paredes e piso em cerâmi...;Floramar; Belo Horizonte;2;1;1;55;0;0;Nenhuma;1;0;0;0;0;0
260000;Excelente apartamento térreo de 64 m² de área privativa, composto de 02 dormitórios, banheiro, living 02 ambientes com sacada integrada, cozinha montada com móveis planejado, pia e...;Avenida Ipiranga; Partenon;2;1;1;64;480;260;Nenhuma;0;0;1;0;0;1
212584;Apartamento à Venda, 34m² por R$ 212,584. Pirituba   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta p...;Avenida Raimundo Pereira de Magalhães; Pirituba;2;0;1;34;0;0;Nenhuma;0;0;0;0;0;0
525000;Apartamento com 1 dormitório, 1 banheiro e 1 vaga de garagem à venda na Pompéia próximo à Av Pompéia e Estação de metrô Vila Madalena. Localizado na Rua Ciridião Buarque, com fácil...;Rua Professor Ciridião Buarque; Pompeia;1;1;1;42;92;600;Nenhuma;0;0;0;1;0;0
790000;Apartamento à venda na Rua Carlos Vasconcelos, Tijuca   Rio de Janeiro, RJ   Preço: R$ 790000.00   IPTU/Ano: R$ 2600.00   Preço/m²: R$ 6583.33   Condomínio: R$ 1550.00  Sobre o Imó...;Rua Carlos de Vasconcelos; Tijuca;3;2;2;120;2600;1550;Nenhuma;0;0;0;0;0;0
950000;O apartamento no bairro Lauzane Paulista possui 116 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros;Rua Conselheiro Moreira de Barros; Lauzane Paulista;3;2;2;116;5070;98000;Nenhuma;1;0;0;1;0;0
560000;Apartamento Sangiovese Lançamento em Camboriú com 01 Suíte Fácil acesso a BR 101   Que tal morar em um ícone da cidade? Projeto único, charmoso e com vista única! CONFIRA:  DO IMÓV...;Tabuleiro Monte Alegre; Camboriú;2;0;2;63;15;15;Nenhuma;1;0;0;0;0;0
2100000;Apartamento à Venda, 205m² por R$ 2,100,000. Perdizes   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Revenda Chucri!   Basta p...;Perdizes; São Paulo;3;3;5;205;1076;2450;Nenhuma;0;0;0;0;0;0
290000;Lindo Apartamento de 2 dorms c/ suíte no condomínio Ágata Ville localizado no Jardim Nova Europa.  O Apartamento oferece:   Cozinha planejada tipo americana   Gás encanada incluso...;Jardim Nova Europa; Campinas;2;0;2;61;0;1;Nenhuma;1;0;0;0;0;1
510000;Apartamento para Venda, Edifício Lorrain Résidence no bairro Centro, localizado na cidade de Santo André / SP, região ABC, ponto de referência Drogasil.     Com 2 dormitórios, send...;Rua Almirante Tamandaré; Centro;2;2;2;67;15600;680;Nenhuma;0;0;0;0;0;0
525000;Lindo apartamento 45,00m² com 2 dormitórios, 01 suíte e 01 vaga. Localizado á 600 metros da estação do metrô Borda Gato. Com ampla área de lazer equipada decorada com louge, cowork...;Chácara Santo Antônio; São Paulo;2;1;2;45;0;500;Super destaque;1;0;0;1;0;0
1390000;Lindo apartamento com 3 dormitórios e 2 suítes. Apartamento rico em móveis planejados. Sala ampla para dois ambientes com teto de gesso rebaixado. Banheiros com acabamento em mármo...;Rua Vergueiro Steidel; Embaré;3;2;4;205;530;1400;Super destaque;1;0;0;0;0;1
370000;Apartamento térreo a venda no condomínio Bella Luna em Vinhedo, SP. Apartamentos de 76 m², sala, cozinha, área de serviço, varanda gourmet com churrasqueira, 3 dormitórios sendo 1...;Rua São Miguel; Jardim Primavera;3;2;2;76;0;588;Super destaque;0;0;1;0;0;0
1980000;Excelente apartamento em prédio e rua tranquilos, totalmente reformado com projeto de arquiteto renomado e com tudo o que há de melhor no mercado. Absolutamente completo e impecáve...;Itaim Bibi; São Paulo;2;1;2;100;167;1400;Nenhuma;0;0;0;0;0;0
1980000;Excelente apartamento em prédio e rua tranquilos, totalmente reformado com projeto de arquiteto renomado e com tudo o que há de melhor no mercado. Absolutamente completo e impecáve...;Rua da Mata; Itaim Bibi;2;1;2;100;167;1400;Nenhuma;0;0;0;0;0;0
667797;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Bom Jesus, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 70.70 m² e área total de 81...;Bom Jesus; Porto Alegre;2;1;2;70;0;0;Nenhuma;0;0;0;0;0;0
400000;Rua Barão. Apartamento composto de salão, 3 quartos, banheiro, cozinha, copa, varanda e garagem para 2 carros e mais uma quitinete com sala, quarto e cozinha.  Localizado em frente...;Praça Seca; Rio de Janeiro;3;2;1;134;85;100;Nenhuma;0;0;1;0;1;0
537000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Camaquã, em Porto Alegre, com 2 dormitório(s), 2 vaga(s) de garagem, com área privativa de 71.00 m² e área total de 119....;Camaquã; Porto Alegre;2;2;2;71;0;400;Nenhuma;0;0;0;0;0;0
1200000;Oportunidade!!! Belíssimo apartamento alto padrão em uma das melhores localizações de Campinas. Próximo ao Cambuí, Guanabara, Centro, Chapadão. Apartamento todo decorado, com armár...;Jardim Guanabara; Campinas;3;2;4;110;347;900;Nenhuma;0;0;0;0;0;0
850000;Excelente apartamento andar alto com uma bela vista, em localização impar, ao lado do Parcão, 3 dormitórios sendo 1 suíte, living amplo com piso em porcelanato, dormitórios com pis...;Rio Branco; Porto Alegre;3;3;2;90;0;650;Nenhuma;1;0;0;0;0;0
740000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Ibiapava; Parque Bandeirante;2;1;2;90;18;550;Nenhuma;0;0;0;0;0;0
1380000;30/10   Ref. Imovel: V42382   Apartamento Padrao   Apartamento   Jardim Aquarius   Residencial Angelus Residence   186m   4 Dormitorios.  O Residencial Angelus Residence esta local...;Parque Residencial Aquarius; São José dos Campos;4;3;5;186;0;1000;Destaque;0;0;0;0;0;0
195000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Higienópolis, em Porto Alegre, com 1 dormitório(s), 0 vaga(s) de garagem, com área privativa de 35.50 m² e área total de...;Higienópolis; Porto Alegre;1;0;1;35;18;250;Nenhuma;0;0;0;0;0;0
679000;Apartamento à Venda, 70m² por R$ 679,000. Brooklin Paulista   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!...;Avenida Padre Antônio José dos Santos; Brooklin;2;1;1;70;132;896;Nenhuma;0;0;0;0;0;0
475000;Apartamento à Venda, 51m² por R$ 475,000. Vila Mariana   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Revenda Chucri!   Basta...;Vila Mariana; São Paulo;1;0;1;51;0;380;Nenhuma;0;0;0;0;0;0
390000;Apartamento à Venda, 64m² por R$ 390,000. Vila das Bandeiras   Guarulhos/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Revenda Zona Leste...;Vila das Bandeiras; Guarulhos;3;1;1;64;68;500;Nenhuma;0;0;0;0;0;0
242550;Lindo Lançamento no bairro Boqueirão, é para aqueles que precisam ter tudo próximo sem perder o beneficio de estar a poucos metros da praia. O Residencial Studio 65 conta com apart...;Rua Marília; Boqueirão;1;1;1;37;0;0;Nenhuma;0;0;0;1;0;0
619300;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro São João, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 58.01 m² e área total de 105...;São João; Porto Alegre;2;1;2;58;0;0;Nenhuma;0;0;0;0;0;0
510000;Apartamento à Venda, 25m² por R$ 510,000. Moema   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pree...;Alameda Iraé; Moema;1;0;2;25;0;400;Nenhuma;0;0;0;0;0;0
375000;Aqui, você tem tudo que precisa para viver confortavelmente! O apartamento oferece uma excelente área de convivência, com um belíssimo living de dois ambientes e churrasqueira priv...;Rua São Mateus; Jardim do Salso;2;1;2;67;806;500;Nenhuma;0;0;0;0;0;0
195000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Partenon, em Porto Alegre, com 1 dormitório(s), 1 vaga(s) de garagem, com área privativa de 45.10 m² e área total de 66....;Partenon; Porto Alegre;1;1;1;45;239;270;Nenhuma;0;0;0;0;0;0
501074;Apartamento à Venda, 42m² por R$ 501,074. Campo Belo   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta...;Rua Domingos Lopes; Campo Belo;2;0;1;42;0;0;Nenhuma;0;0;0;0;0;0
315000;Apartamento à Venda, 65m² por R$ 315,000. Jardim Bela Vista (Zona Norte)   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO...;Avenida Nove de Julho; Jardim Bela Vista Zona Norte;1;0;1;65;50;400;Nenhuma;0;0;0;0;0;0
1540000;Apartamento   Vila Ema   Residencial Celebrity   157m²   3 Dormitórios  O Residencial Celebrity está localizado no Vila Ema, possui fácil acesso as principais vias da cidade.  Conh...;Rua Bárbara Knippelberg Loureiro; Vila Ema;3;3;4;157;1;700;Nenhuma;0;0;0;0;0;0
855000;Amplo apartamento (98 m²) em excelente localização, em frente ao Shopping Jardim Paulistano, e também à Estação Hebraica da CPTM, dando acesso à linha amarela do metrô. Infra estru...;Avenida Doutora Ruth Cardoso; Alto de Pinheiros;3;1;3;98;142;1530;Super destaque;0;0;0;1;0;0
529900;Apartamento nunca habitado em empreendimento novinho!!!!  Próximo ao Orquidário, linha do VLT e rota de fretado!   Torre única com lazer!  Piscina com deck, sauna, academia, salão...;Marapé; Santos;2;1;2;58;200;350;Super destaque;0;1;0;0;1;0
959000;Apartamento 3 quartos, 3 suítes no Setor Marista. Elevador privativo. Lazer completo. A poucos passos do Orion e do Shopping Bougainville. Torre única. 4 apartamentos por andar.  A...;Rua 38; Setor Marista;3;2;5;129;900;600;Super destaque;1;0;0;0;0;0
3030823;Lançamento Apartamento Alto Padrão  Tranquila, plana e arborizada, uma das ruas mais valorizadas de Perdizes, e é este o lugar que você está prestes a chamar de casa.;Perdizes; São Paulo;4;3;6;180;0;1;Nenhuma;0;0;0;0;0;0
750000;BELO HORIZONTE   Apartamento Padrão   Barro Preto  Sala em porcelanato, varanda com blindex, dois quartos em laminado com armários sendo 1 suíte. Banhos da suíte e social em granit...;Rua dos Timbiras; Barro Preto;2;2;2;75;353;700;Nenhuma;1;0;1;0;0;0
300000;Apartamento 1 dormitório/sala, cozinha, área de serviço, banheiro social, sem vaga de garagem. 29m².Excelente localização.;Avenida São João; República;1;0;1;29;63;241;Nenhuma;0;0;0;0;0;0
1280000;Apartamento a venda no Bairro Jardim em Santo André. Está localizado a poucos minutos das principais vias como Dom Pedro ll, Rua das Figueiras e Alameda São Caetano, além de oferec...;Jardim; Santo André;3;4;3;139;240;1150;Super destaque;0;0;0;0;0;0
1503341;Um novo conceito onde inverteu se a lógica e redefiniu se o jeito de morar. Trouxe o verde para dentro e tudo fez mais sentido. Inverteu a prioridade, o lazer voltou a ter espaço e...;Rua Otávio Tarquínio de Sousa; Campo Belo;3;1;1;104;0;0;Nenhuma;0;0;0;0;0;0
250000;02 dormitórios(armários) um c/ ar cond/outro c/ ventilador teto, sala 02 ambientes(02 ventiladores teto), wc. social (blindex/ espelho), sacada(grade), cozinha(armário/gabinete), w...;Jardim Antartica; Ribeirão Preto;2;1;1;67;38;670;Nenhuma;0;0;1;0;0;0
1200000;Apartamento à venda no Bairro Jardim em Santo André! Vago , 3 suítes em piso laminado , banheiros com gabinete , sala 2 ambientes com sacada gourmet com fechamento em vidro integra...;Jardim; Santo André;3;4;4;139;290;1100;Nenhuma;1;0;1;0;0;0
324900;IMÓVEL: 73907    MWK Negócios Imobiliários / CRECI J 06805     Localizado na cidade de Cascavel no bairro Centro           Apartamento localizado na rua Rio de Janeiro, próximo a A...;Centro; Cascavel;3;1;2;77;0;0;Nenhuma;0;0;0;0;0;0
435000;OPORTUNIDADE no Canto do Forte!!   Apartamento com 3 dormitórios sendo 1 Suíte, Sala 2 ambientes, Sacada e 1 vaga de garagem.  Lazer completo com piscina adulto e infantil e salão...;Rua Rui Barbosa; Canto do Forte;3;1;2;80;284;577;Nenhuma;1;0;1;0;1;0
880000;Ótimo apartamento em andar baixo na Rua Bartira, próximo a vários colégios de renome, reformado, com living de 2 ambientes, com 2 dormitórios sendo 1 suíte, cozinha americana e áre...;Perdizes; São Paulo;3;1;2;90;0;900;Nenhuma;1;0;0;0;0;0
239000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Praia de Belas, em Porto Alegre, com 1 dormitório(s), 1 vaga(s) de garagem, com área privativa de 41.00 m² e área total...;Praia de Belas; Porto Alegre;1;1;1;41;0;0;Nenhuma;0;0;0;0;0;0
1700000;REVENDA MOBILIADA (162M2) CONTEMPLARE RESIDENCE 1 suíte, 2 demi suites, cozinha, lavabo, sala de estar e sala de jantar, área de serviço, terraço gourmet com wc, 3 vagas de garagem...;Rua Otelo Rodrigues Franco; Boqueirão;3;2;3;162;836;722;Nenhuma;1;0;1;0;0;0
260000;NBKT   NOBILITARE oferta para Venda, Apartamento, no bairro Nonoai, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 60.65 m² e área total de 68.00...;Nonoai; Porto Alegre;2;1;2;60;0;454;Nenhuma;0;0;0;0;0;0
416027;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Marechal Rondon, em Canoas, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 60.61 m² e área total de 96...;Marechal Rondon; Canoas;2;1;1;60;0;0;Nenhuma;0;0;0;0;0;0
266000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Cavalhada, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 60.93 m² e área total de 97...;Cavalhada; Porto Alegre;2;0;1;60;300;300;Nenhuma;0;0;0;0;0;0
649999;Apartamento à Venda, 66m² por R$ 649,999. Vila Pompéia   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bas...;Rua Raul Pompéia; Pompeia;2;0;2;66;178;805;Nenhuma;0;0;0;0;0;0
723000;Este simpático apartamento fica em uma rua arborizada de Moema. A sala de jantar e estar são integradas e proporcionam um espaço ótimo para lazer e receber convidados. A charmosa s...;Alameda dos Anapurus; Moema;2;1;1;60;186;1037;Nenhuma;0;0;0;0;0;0
650000;Excelente apartamento á venda no melhor do Jaguaré. Com ótima localização. São 3 dormitórios com armários, 1 banheiro, sala ampla com varanda, cozinha com armários e lavanderia. Sã...;Avenida Miguel Frias e Vasconcelos; Jaguaré;3;1;2;78;199;1100;Nenhuma;0;0;1;0;0;0
295000;Apartamento para venda na Vila Industrial, ótima localização, próximo a Faculdade Metrocamp, rodoviária e Centro, 2 dormitórios com armários, sala 2 ambientes com sacada, banheiro...;Rua Francisco de Assis Pupo; Vila Industrial;2;1;1;65;400;600;Nenhuma;0;0;1;1;0;0
1320000;Apartamento 3 dormitórios no Itaim Bibi!  O Itaim Bibi é um dos bairros mais procurados e valorizados de São Paulo, contando com uma vida noturna requintada e excelente infraestrut...;Rua Pedroso Alvarenga; Vila Olímpia;3;1;3;125;285;1190;Nenhuma;0;0;0;0;0;0
1350000;CODIGO IMOVEL: AP2677Apartamento com 03 quartos sendo os 03 suítes, sala, copa, cozinha, despensa, lavanderia, 04 vagas de garagem cobertas, lavabo, piso porcelanato, área de lazer...;Avenida Rio Amazonas; Residencial Amazonas ;1;4;2;217;0;1;Nenhuma;1;0;0;0;0;0
860000;Oportunidade ! Agende sua visita !  Apartamento de 03 (Três) quartos no condomínio Oasis, de 4 andar com planta com 104 m2 de área útil, mais 02 (duas) vagas de garagem com escritu...;Avenida Professor Florestan Fernandes; Camboinhas;3;2;3;104;340;1150;Super destaque;0;0;0;0;0;0
4900000;Apartamento na Vila Nova Conceição com 261m², 4 dormitórios, 2 suítes, varanda com linda vista, área de serviço e 3 vagas de garagem.  Com ambientes amplos e iluminados, e uma lind...;Rua Professor Filadelfo Azevedo; Vila Nova Conceição;4;3;5;261;1890;0;Super destaque;1;0;1;0;0;0
869000;IMÓVEL MOBILIADO SENDO VENDIDO COMO ESTÁ NAS IMAGENS (PORTEIRA FECHADA), SOLICITE O BOOK DO IMÓVEL. Mobiliado, desocupado, reformado, 80 m², 2 quartos, 1 banheiro social completo c...;Rua Décio Vilares; Copacabana;2;1;1;80;2330;1480;Super destaque;0;0;0;0;0;0
225000;"Descubra como é acorda com o som das ondas do Mar todos os dias . O Residencial está localizado no melhor bairro de Praia Grande no ""Canto do Forte"" , oferecendo total Lazer, Tranq...";Avenida Rio Branco; Canto do Forte;1;0;1;50;208;282;Nenhuma;0;0;0;0;0;0
370000;Apartamento aconchegante,bonito,confortável,muito bem localizado à venda.Três dormitórios,uma vaga,sala de jantar e estar,varanda fechada com vidro.O condomínio possui piscina,chur...;Rua Antônio Domingues Freitas; Mandaqui;3;1;1;55;26;665;Nenhuma;0;0;1;0;0;0
1910000;Maravilhoso apartamento no Jardim Paulista, Alameda Jaú, com 158 metros de Puro Prazer, com 3 dormitórios sendo 1 suite com Closet, todos os dormitórios com armários, banheiro soci...;Alameda Jaú; Jardim Paulista;3;2;4;158;0;1900;Nenhuma;1;0;0;1;0;0
610000;Apartamento de 97m² com 2 amplos dormitórios, todos com armários embutidos, living para 2 ambientes, cozinha planejada, quarto e banheiro de empregada, 1 vaga de garagem. Localizaç...;Avenida Doutor Altino Arantes; Vila Clementino;2;1;2;97;75;865;Nenhuma;0;0;0;0;0;1
530000;Apartamento com excelente acabamento e móveis de alta qualidades , ficam todos móveis fixos e 3 splits e aquecedor de água. Localizado em bairro nobre, próximo ao Park Shopping, co...;Estância Velha; Canoas;2;1;2;68;89;350;Nenhuma;0;0;0;0;0;0
385000;Apartamento sem Condomínio Porteira Fechada, Residencial Alto Arruda no bairro Vila Gilda, localizado na cidade de Santo André / SP.     Com 2 dormitórios, possui 1 banheiro, 1 vag...;Rua Guaporé; Vila Gilda;2;1;1;55;25;110;Nenhuma;0;0;0;0;0;0
768000;Apartamento, bairro nobre. Em perfeito estado. para morar bem um imóvel com 2 dormitórios sendo um suíte e com armários, sala ampla para 2 ambientes, cozinha com armários planejado...;Rua Geórgia; Campo Belo;2;1;2;65;90;718;Nenhuma;1;0;0;0;0;1
669000;Apartamento à Venda, 82m² por R$ 669,000. Jaguaré   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pr...;Avenida Venceslau de Queirós; Jaguaré;2;2;5;82;2500;659;Nenhuma;0;0;0;0;0;0
399000;"Loft: Apto Vila Matilde | 2 Quartos | 65 m² | Cond: R$565.00 | 1Vaga  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no nos...";Avenida Ibiúna; Vila Aricanduva;2;1;1;65;38;565;Nenhuma;0;0;0;0;0;0
748000;Apartamento andar alto, nascente, totalmente reformado, com muito bom gosto e qualidade, mobiliado, finamente decorado, repleto de armários planejados, sacada envidraçada e incorpo...;Moema; São Paulo;1;1;1;44;450;735;Nenhuma;0;0;1;0;0;1
614283;Apartamento à Venda, 34m² por R$ 614,283. Vila Madalena   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Ba...;Rua João Moura; Vila Madalena;1;1;1;34;0;0;Nenhuma;0;0;0;0;0;0
1830000;Único apto de 118² à venda no condomínio   Será vendido porteira fechada   Proprietário só vai retirar os pertences pessoais. Preço para vender esse final de semana !!!  Apartament...;Rua Sapucaia; Alto da Mooca;3;2;3;118;0;0;Destaque;0;0;0;0;0;0
320000;APARTAMENTO EM ÓTIMA LOCALIZAÇÃO, EM FRENTE AO MERCADO MUNICIPAL. TOTALMENTE REFORMADO. 02 apartamentos por andar. 116m² de área privativa.  Planta antiga com peças amplas em ótimo...;Avenida Sete de Setembro; Jardim Botânico;3;0;2;116;0;270;Nenhuma;0;0;0;0;0;0
1350000;1102;Rua Domingos Lopes da Silva; Morumbi;4;4;5;225;1;2000;Nenhuma;0;0;0;0;0;0
960000;Venda porteira fechada, com todos os móveis e eletrodomésticos.Andar alto , 02 dormitórios sendo 1 suíte, sala estendida, ar condicionado na sala e suíte, sistema de aquecimento a...;Alphaville; Barueri;2;2;3;89;540;800;Nenhuma;1;0;0;0;0;0
349000;Apartamento residencial para Venda Vila Nova Curuçá, São Paulo  Projeto novo. Apartamentos com sala dois ambientes, cozinha, área de serviço e 1 banheiro. Lazer: Piscina, quadra es...;Vila Nova Curuçá; São Paulo;3;1;1;82;75;270;Nenhuma;0;0;0;0;0;0
220000;Linda Kit Master Mobiliada no Edifício Set, localização privilegiada na Av Do Café próximo da USP, com 39 m² sendo cozinha planejada, banheiro social com gabinete e blindex, sacada...;Vila Amélia; Ribeirão Preto;1;1;1;39;0;345;Nenhuma;0;0;1;0;0;1
460000;Apartamento à venda na Rua Padre Adelino, 91 na Mooca, em São Paulo/SP. É um imóvel de 50 m2 de área útil, com 2 dormitórios, e 1 banheiro. Conta com 1 vaga de garagem. Você pode c...;Largo Ubirajara; Móoca;2;1;1;50;0;530;Nenhuma;0;0;0;0;0;0
705000;Lindo apartamento de 89 m2, com varanda gourmet, no melhor do Parque Prado.  Excelente localização, a 450 metros do supermercado Pague Menos e 1.000 metros do shopping Prado Boulev...;Avenida Maria Emília Alves dos Santos de Ângelis; Parque Prado;3;2;3;89;168;1003;Nenhuma;0;0;1;1;0;0
1590000;"Loft: Apto Campo Belo | 2 Quartos | 80 m² | Cond: R$985.00 | 2Vagas  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no noss...";Rua Constantino de Sousa; Campo Belo;2;2;1;80;267;985;Nenhuma;0;0;0;0;0;0
1250000;"Apartamento 4 quartos à venda no Buritis.   IMÓVEL TOTALMENTE MOBILIADO.     Lindo apartamento com área total de 152m²; 04 quartos transformado em 03 quartos, sendo 2 suítes, 1 del...";Buritis; Belo Horizonte;4;3;4;152;463;1100;Nenhuma;1;0;0;0;0;0
12399800;Magnífico Apartamento Diferenciado Frente Mar com 06 Suítes Semi mobiliado em Itapema!  Semi mobiliado Frente mar com vista mar 06 Suítes, sendo 01 máster com hidro Lavabo Sala de...;Rua 317; Meia Praia;6;7;7;816;0;1500;Super destaque;1;0;0;0;0;0
262000;Apartamento para Venda, Condomínios Parque do sol no bairro Ponte Grande, localizado na cidade de Guarulhos SP, situado na zona Centro, região Ponte Grande, ponto de referência Par...;Ponte Grande; Guarulhos;2;1;1;48;80;360;Super destaque;0;0;0;0;0;0
150000;BAIRRO SÃO CAETANO   BETIM: Você que morar e uma região valorizada com vários comércios, bancos, escola Federal IFMG e outras. Fácil acesso ao Centro de Betim, Contagem e BH ? Olha...;Sao Caetano; Betim;3;1;1;80;0;0;Super destaque;0;0;0;0;0;0
710000;APTO   CENTRO/ SBC Ref. 135992 R$ 710.000,00 3 DORMS SENDO 1 SUITE PISO EM TACO PLANEJADOS   SALA 2 AMBS PISO TACO COM VARANDA GOURMET FECHADA EM VIDRO   COZINHA PLANEJADA   2 WCS...;Rua Carlos Gomes; Centro;3;2;2;92;0;550;Destaque;1;0;1;0;0;1
528000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Camaquã, em Porto Alegre, com 2 dormitório(s), 2 vaga(s) de garagem, com área privativa de 71.00 m² e área total de 119....;Camaquã; Porto Alegre;2;2;2;71;0;400;Nenhuma;0;0;0;0;0;0
906900;Assim como um lar é muito mais do que uma casa habitada, a fachada do Land Urban Habitat representa muito mais que seus pavimentos e unidades, representa a solidez, a segurança e a...;Rua Vicente Ciccarino; Boa Vista;3;2;3;115;0;0;Nenhuma;0;0;0;0;0;0
1020000;Living ampliado e deliciosa varanda. Dormitórios com móveis planejados e muita claridade. Cozinha também com excelentes armários. Configuração diferente da planta original. 2 dormi...;Vila Romana; São Paulo;2;2;4;94;450;1200;Nenhuma;0;0;1;0;0;1
1020000;Apartamento à Venda, 94m² por R$ 1,020,000. VILA ROMANA   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Lopes RTG!   Basta pree...;Rua Faustolo; Vila Romana;2;2;4;94;450;1200;Nenhuma;0;0;0;0;0;0
