objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação
1287671,200675,RUA GROSELHA,147,Cosmos                    ,12,TERRITORIAL,100,226.75,49056.7475,49056.7475,COMPRA E VENDA,2012
1287672,033530,ETR DOS PALMARES,148,Paciência                 ,16,TERRITORIAL,81.10125,178041.75,22500976697.5244,22502222223.9031,COMPRA E VENDA,2012
1287673,038091,RUA MAICURU,148,Paciência                 ,2,TERRITORIAL,100,1671,258977.615,258977.615,COMPRA E VENDA,2012
1287674,087049,AVN BRASIL,148,Paciência                 ,10,TERRITORIAL,87.381,66066.2,318137.356,897431.323,COMPRA E VENDA,2012
1287675,119636,RUA AGUAS DA PRATA,148,Paciência                 ,2,TERRITORIAL,100,249.5,14083.28,14083.28,COMPRA E VENDA,2012
1287676,139709,RUA ARI COSTA,148,Paciência                 ,2,TERRITORIAL,100,120,4861.77,4861.77,COMPRA E VENDA,2012
1287677,167627,RUA ANTONIO CARVALHAES,148,Paciência                 ,3,TERRITORIAL,100,20047,96627.303333,96627.303333,COMPRA E VENDA,2012
1287678,180323,RUA TRIUNFANTE,148,Paciência                 ,2,TERRITORIAL,100,232,13376.99,13376.99,COMPRA E VENDA,2012
1287679,034058,ETR DA PEDRA,149,Santa Cruz                ,11,TERRITORIAL,75,2945,75731.293636,105938.456363,COMPRA E VENDA,2012
1287680,139758,RUA FREITAS ODONEL,149,Santa Cruz                ,43,TERRITORIAL,100,344.116279,7342.147441,7342.147441,COMPRA E VENDA,2012
1287681,147116,RUA DARCY PEREIRA,149,Santa Cruz                ,8,TERRITORIAL,100,24417.25,434522.1275,434522.1275,COMPRA E VENDA,2012
1287682,222208,RUA A PAA 11712/PAL 45370,149,Santa Cruz                ,2,TERRITORIAL,100,272.5,80775.865,80775.865,COMPRA E VENDA,2012
1287683,222216,RUA B PAA 11712/PAL 45370,149,Santa Cruz                ,2,TERRITORIAL,100,225,67925.16,67925.16,COMPRA E VENDA,2012
1287684,000760,RUA DOM VICOSO,151,Guaratiba                 ,2,TERRITORIAL,100,409,52862.93,52862.93,COMPRA E VENDA,2012
1287685,000836,RUA S PAL 19600,151,Guaratiba                 ,3,TERRITORIAL,100,360,61948.79,61948.79,COMPRA E VENDA,2012
1287686,005868,RUA CASTELO DO PIAUI,151,Guaratiba                 ,2,TERRITORIAL,100,225,13541.395,13541.395,COMPRA E VENDA,2012
1287687,007245,RUA DOMINGOS PRADO,151,Guaratiba                 ,2,TERRITORIAL,100,600,43538.375,43538.375,COMPRA E VENDA,2012
1287688,007674,RUA TAIPU,151,Guaratiba                 ,3,TERRITORIAL,100,242,26008.056666,26008.056666,COMPRA E VENDA,2012
1287689,029587,ETR DO MAGARCA,151,Guaratiba                 ,5,TERRITORIAL,100,228.2,19681.046,19681.046,COMPRA E VENDA,2012
1287690,031286,ETR DA MATRIZ,151,Guaratiba                 ,10,TERRITORIAL,94.286,8603,179625.375,197172.814,COMPRA E VENDA,2012
1287691,031690,ETR DO MORGADO,151,Guaratiba                 ,3,TERRITORIAL,2.233333,97988.666666,109732.75,3468499.7,COMPRA E VENDA,2012
1287692,125617,RUA COMPOS RIBAMAR,151,Guaratiba                 ,2,TERRITORIAL,100,280,21728.11,21728.11,COMPRA E VENDA,2012
1287693,125872,RUA SIMAO ISAAC BENJO (ADVOGADO),151,Guaratiba                 ,7,TERRITORIAL,100,304.285714,18199.328571,18199.328571,COMPRA E VENDA,2012
1287694,125930,RUA 58 PAL 18529,151,Guaratiba                 ,3,TERRITORIAL,100,360,19281.446666,19281.446666,COMPRA E VENDA,2012
1287695,125989,RUA EULALIA LAHMEYER LOBO (PROF),151,Guaratiba                 ,3,TERRITORIAL,100,360,14920.17,14920.17,COMPRA E VENDA,2012
1287696,126318,RUA 96 PAL 18529,151,Guaratiba                 ,2,TERRITORIAL,100,300,19970.075,19970.075,COMPRA E VENDA,2012
1287697,135764,AVN JOSE MARIOZZI FILHO,151,Guaratiba                 ,4,TERRITORIAL,100,415.5,45561.6525,45561.6525,COMPRA E VENDA,2012
1287698,135780,RUA ANTONIO PEREIRA DA SILVA,151,Guaratiba                 ,7,TERRITORIAL,100,360,28033.297142,28033.297142,COMPRA E VENDA,2012
1287699,135848,RUA AGATHA CHRISTIE,151,Guaratiba                 ,3,TERRITORIAL,100,360,32182.84,32182.84,COMPRA E VENDA,2012
1287700,135897,RUA DONATELLO,151,Guaratiba                 ,5,TERRITORIAL,100,360,36238.682,36238.682,COMPRA E VENDA,2012
1287701,135970,RUA QUIXOA,151,Guaratiba                 ,7,TERRITORIAL,100,360.857142,32656.745714,32656.745714,COMPRA E VENDA,2012
1287702,225417,RUA LUIZ CHAVES,151,Guaratiba                 ,2,TERRITORIAL,50,606,129150.725,258301.45,COMPRA E VENDA,2012
1287703,001016,RUA SURUMU,153,Pedra de Guaratiba        ,13,TERRITORIAL,7.93923,9124.923076,68124.86923,662176.456153,COMPRA E VENDA,2012
1287704,114488,RUA BARREIRO GRANDE,153,Pedra de Guaratiba        ,3,TERRITORIAL,100,295,42297.37,42297.37,COMPRA E VENDA,2012
1287705,125476,RUA VILA NELITA,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,349,88520.755,88520.755,COMPRA E VENDA,2012
1287706,106674,RUA EDMUNDO JUNIOR,159,Parque Colúmbia           ,2,TERRITORIAL,100,225,12543.52,12543.52,COMPRA E VENDA,2012
1287707,216689,RUA 1 PAA 11483/PAL 45659,128,Barra da Tijuca           ,2,TERRITORIAL,50,562,328770.005,657540.01,PROMESSA DE COMPRA E VENDA,2012
1287708,225516,RUA RUBEM BRAGA,128,Barra da Tijuca           ,4,TERRITORIAL,100,627,1069035.005,1069035.005,PROMESSA DE COMPRA E VENDA,2012
1287709,061069,AVN PRES VARGAS,005,Centro                    ,7,TERRITORIAL,48.571428,205.714285,4543609.514285,9495467.44,COMPRA E VENDA,2013
1287710,031401,AVN MERITI,045,Brás de Pina              ,3,TERRITORIAL,83.333333,615.666666,223602.27,248280.783333,COMPRA E VENDA,2013
1287711,014431,RUA CECARI,046,Cordovil                  ,2,TERRITORIAL,83.335,720,73595.425,88312.305,COMPRA E VENDA,2013
1287712,067959,RUA CAROLINA SANTOS,063,Méier                     ,2,TERRITORIAL,100,460,349046.105,349046.105,COMPRA E VENDA,2013
1287713,033951,RUA PAULO VIANA,086,Rocha Miranda             ,2,TERRITORIAL,100,480,82511.735,82511.735,COMPRA E VENDA,2013
1287714,048470,RUA PINHARA,086,Rocha Miranda             ,2,TERRITORIAL,100,525,59676.39,59676.39,COMPRA E VENDA,2013
1287715,031542,RUA DO MONJOLO,094,Pitangueiras              ,2,TERRITORIAL,100,386,168095.775,168095.775,COMPRA E VENDA,2013
1287716,046417,RUA UCA,099,Jardim Guanabara          ,2,TERRITORIAL,100,592.5,304284.005,304284.005,COMPRA E VENDA,2013
1287717,174979,RUA ENEIDA DE MORAIS,100,Jardim Carioca            ,2,TERRITORIAL,67.845,502.5,267388.885,346748.505,COMPRA E VENDA,2013
1287718,050237,RUA ARIPUA,109,Ricardo de Albuquerque    ,2,TERRITORIAL,100,523.5,50704.825,50704.825,COMPRA E VENDA,2013
1287719,020727,ETR DE CAMORIM,115,Jacarepaguá               ,5,TERRITORIAL,87.06,5209.4,4165003.164,4727947.146,COMPRA E VENDA,2013
1287720,024331,ETR DOS BANDEIRANTES,115,Jacarepaguá               ,7,TERRITORIAL,52.38,4018.714285,1960458.527142,2761767.508571,COMPRA E VENDA,2013
1287721,035238,ETR CEL PEDRO CORREIA,115,Jacarepaguá               ,2,TERRITORIAL,66.665,615,448701.47,683099.72,COMPRA E VENDA,2013
1287722,049130,ETR DO OUTEIRO SANTO,115,Jacarepaguá               ,2,TERRITORIAL,75,1143,572534.96,735345.06,COMPRA E VENDA,2013
1287723,072736,RUA GETULIO,065,Cachambi                  ,2,TERRITORIAL,100,1848,519609.09,519609.09,COMPRA E VENDA,2013
1287724,204909,RUA BRAVO,072,Vila Kosmos               ,2,TERRITORIAL,100,144.5,56901.54,56901.54,COMPRA E VENDA,2013
1287725,024240,RUA GUARANI,079,Quintino Bocaiúva         ,3,TERRITORIAL,100,86.666666,38687.86,38687.86,COMPRA E VENDA,2013
1287726,016642,RUA CAROLINA MACHADO,083,Madureira                 ,7,TERRITORIAL,100,190.714285,337462.462857,337462.462857,COMPRA E VENDA,2013
1287727,030429,AVN MINIST EDGARD ROMERO,083,Madureira                 ,2,TERRITORIAL,50.125,268,190229.665,500272.615,COMPRA E VENDA,2013
1287728,095026,RUA GREGORIO DE CASTRO MORAES,099,Jardim Guanabara          ,2,TERRITORIAL,100,523,320087.385,320087.385,COMPRA E VENDA,2013
1287729,049049,ETR DA LIGACAO,115,Jacarepaguá               ,5,TERRITORIAL,40.57,1866,322129.022,1067533.078,COMPRA E VENDA,2013
1287730,122580,RUA ORIENTE NOVO,115,Jacarepaguá               ,2,TERRITORIAL,100,525,541403.65,541403.65,COMPRA E VENDA,2013
1287731,137505,RUA BERTRAND RUSSEL,115,Jacarepaguá               ,2,TERRITORIAL,100,330,278456.605,278456.605,COMPRA E VENDA,2013
1287732,149831,AVN ALMTE SYLVIO FIGUEIREDO,115,Jacarepaguá               ,3,TERRITORIAL,100,628,1029621.7,1029621.7,COMPRA E VENDA,2013
1287733,160028,RUA PROFA SYLVIA BARBOSA,115,Jacarepaguá               ,6,TERRITORIAL,100,600,945227.466666,945227.466666,COMPRA E VENDA,2013
1287734,110684,RUA O TEMPO E O VENTO,116,Anil                      ,2,TERRITORIAL,75,386.5,131954.375,171993.305,COMPRA E VENDA,2013
1287735,110692,RUA DONA FLOR,116,Anil                      ,2,TERRITORIAL,50,360,75963.19,151926.38,COMPRA E VENDA,2013
1287736,114918,RUA MANICARIA,119,Curicica                  ,3,TERRITORIAL,100,360,202871.11,202871.11,COMPRA E VENDA,2013
1287737,143313,RUA SERICITA,120,Freguesia (Jacarepaguá)   ,5,TERRITORIAL,100,190.4,247787.658,247787.658,COMPRA E VENDA,2013
1287738,145490,RUA LUIZ SEVERIANO RIBEIRO,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100,619.5,551013.255,551013.255,COMPRA E VENDA,2013
1287739,015354,ETR CAFUNDA,122,Taquara                   ,10,TERRITORIAL,10.479,26196.1,32651.092,1008350.038,COMPRA E VENDA,2013
1287740,165589,RUA ADALGISA NERY,122,Taquara                   ,4,TERRITORIAL,77.5,635.5,176779.5375,251735.5875,COMPRA E VENDA,2013
1287741,049023,RUA JORDAO,123,Tanque                    ,2,TERRITORIAL,1.85,7255,6171.445,333591.62,COMPRA E VENDA,2013
1287742,207407,RUA PROFA CARMEN AGUIAR DE MATTOS,123,Tanque                    ,3,TERRITORIAL,100,257,110701.293333,110701.293333,COMPRA E VENDA,2013
1287743,034827,RUA PINTO TELES,124,Praça Seca                ,46,TERRITORIAL,1.93826,1452,9026.148478,465682.825652,COMPRA E VENDA,2013
1287744,051763,RUA EVARISTO DE MORAIS,125,Vila Valqueire            ,10,TERRITORIAL,51.39,580.8,147488.953,289056.766,COMPRA E VENDA,2013
1287745,097576,RUA ENGEN PIRES DO RIO,127,Itanhangá                 ,2,TERRITORIAL,62.5,2034.5,531249.99,774999.975,COMPRA E VENDA,2013
1287746,208074,RUA ARMANDO SARMENTO,127,Itanhangá                 ,5,TERRITORIAL,100,2284.6,1361999.998,1361999.998,COMPRA E VENDA,2013
1287747,213884,RUA ENIO SILVEIRA,128,Barra da Tijuca           ,6,TERRITORIAL,83.333333,689.833333,1228150.003333,1448650,COMPRA E VENDA,2013
1287748,214452,RUA DEBORAH OEI PRINCE(BAILARINA),128,Barra da Tijuca           ,3,TERRITORIAL,100,700.333333,1194040.323333,1194040.323333,COMPRA E VENDA,2013
1287749,223537,RUA BERNARDO GOLDWASSER,128,Barra da Tijuca           ,2,TERRITORIAL,100,602.5,963036,963036,COMPRA E VENDA,2013
1287750,225565,RUA DORA LUCIA HIDALGO PEREZ,128,Barra da Tijuca           ,4,TERRITORIAL,100,623,1062215.01,1062215.01,COMPRA E VENDA,2013
1287751,225649,RUA PEDRO TEIXEIRA SOARES,128,Barra da Tijuca           ,2,TERRITORIAL,100,691.666666,1179291.666666,1179291.666666,COMPRA E VENDA,2013
1287752,227793,RUA RODOLFO FERNANDES (JORNALISTA),128,Barra da Tijuca           ,2,TERRITORIAL,100,1347,3064492.35,3064492.35,COMPRA E VENDA,2013
1287753,094326,RUA PROF SANTOS MOREIRA,130,Vargem Pequena            ,10,TERRITORIAL,3.61,4938,38503.93,1230104.366,COMPRA E VENDA,2013
1287754,120287,RUA CARMO DO CAJURU,115,Jacarepaguá               ,2,TERRITORIAL,100,568.5,571569.56,571569.56,COMPRA E VENDA,2013
1287755,115519,RUA SOLD DAMASIO GOMES,119,Curicica                  ,3,TERRITORIAL,83.333333,360,83346.56,100015.873333,COMPRA E VENDA,2013
1287756,013441,ETR DO BANANAL,120,Freguesia (Jacarepaguá)   ,12,TERRITORIAL,33.336666,738.75,169429.11,508182.3125,COMPRA E VENDA,2013
1287757,031567,RUA MONSEN MARQUES,121,Pechincha                 ,3,TERRITORIAL,100,594,246827.433333,246827.433333,COMPRA E VENDA,2013
1287758,229641,RUA DOMINGOS PASCHOAL CEGALLA(GRAM,121,Pechincha                 ,4,TERRITORIAL,60.5,431.25,148207.3075,254753.8175,COMPRA E VENDA,2013
1287759,229674,RUA JOAO FILGUEIRA - LELE (ARQUIT),121,Pechincha                 ,4,TERRITORIAL,50,361.75,124226.23,248452.46,COMPRA E VENDA,2013
1287760,008516,RUA CORREIO DO RIO,122,Taquara                   ,3,TERRITORIAL,97.22,380,169195.45,173735.506666,COMPRA E VENDA,2013
1287761,037127,ETR RODRIGUES CALDAS,122,Taquara                   ,8,TERRITORIAL,62.5,509.875,116421.63,276399.51,COMPRA E VENDA,2013
1287762,227819,RUA PALMEIRAS DO OUTEIRO,122,Taquara                   ,2,TERRITORIAL,75,165,79506.735,106008.975,COMPRA E VENDA,2013
1287763,091082,RUA GUSTAVO DORIA,124,Praça Seca                ,2,TERRITORIAL,100,1580,77132.685,77132.685,COMPRA E VENDA,2013
1287764,155499,RUA CARDO SANTO,125,Vila Valqueire            ,2,TERRITORIAL,20.83,424,48028.94,230575.805,COMPRA E VENDA,2013
1287765,040808,ETR DE JACAREPAGUA,127,Itanhangá                 ,2,TERRITORIAL,100,11242,3024999.995,3024999.995,COMPRA E VENDA,2013
1287766,134114,AVN AYRTON SENNA,128,Barra da Tijuca           ,3,TERRITORIAL,66.666666,127532.666666,147585243.33,192791926.593333,COMPRA E VENDA,2013
1287767,161976,RUA COLBERT COELHO,128,Barra da Tijuca           ,3,TERRITORIAL,100,876.666666,1700198.573333,1700198.573333,COMPRA E VENDA,2013
1287768,216689,RUA 1 PAA 11483/PAL 45659,128,Barra da Tijuca           ,2,TERRITORIAL,50,526,420379.2,840758.4,COMPRA E VENDA,2013
1287769,223651,RUA GLORIA PONDE,128,Barra da Tijuca           ,2,TERRITORIAL,100,646,1032566.405,1032566.405,COMPRA E VENDA,2013
1287770,225516,RUA RUBEM BRAGA,128,Barra da Tijuca           ,16,TERRITORIAL,96.875,706.125,1171761.254375,1203943.13,COMPRA E VENDA,2013
1287771,225524,RUA AUGUSTO BOAL,128,Barra da Tijuca           ,4,TERRITORIAL,77.5,702.5,946104.51,1197762.5325,COMPRA E VENDA,2013
1287772,090035,RUA DANIEL BARRETO DOS SANTOS,130,Vargem Pequena            ,2,TERRITORIAL,100,10000,361736.785,361736.785,COMPRA E VENDA,2013
1287773,090043,RUA CYRO ARANHA,130,Vargem Pequena            ,2,TERRITORIAL,100,1000,693010.09,693010.09,COMPRA E VENDA,2013
1287774,090076,RUA JORN LUIZ EDUARDO LOBO,130,Vargem Pequena            ,3,TERRITORIAL,67.37,3729,305151.193333,12094387.666666,COMPRA E VENDA,2013
1287775,137547,RUA SALOMAO MALINA,130,Vargem Pequena            ,14,TERRITORIAL,58.402142,4092.928571,92711.414285,1573901.476428,COMPRA E VENDA,2013
1287776,137562,RUA PAULO ROBERTO MATHEUS,130,Vargem Pequena            ,11,TERRITORIAL,9.815454,10265.636363,126044.343636,2376478.81,COMPRA E VENDA,2013
1287777,219949,RUA MARIA DE FATIMA GOUVEA,130,Vargem Pequena            ,2,TERRITORIAL,75,452.5,71087.21,96199.015,COMPRA E VENDA,2013
1287778,018788,ETR CABUNGUI,131,Vargem Grande             ,2,TERRITORIAL,25,29675,1042835.545,4171342.18,COMPRA E VENDA,2013
1287779,037531,CAM DO SACARRAO,131,Vargem Grande             ,11,TERRITORIAL,0.543636,33517,2011.232727,391063.736363,COMPRA E VENDA,2013
1287780,095489,VIA 4 PAA 8997N/SRV J PLT515512915,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,100,17270.25,12121499.995,12121499.995,COMPRA E VENDA,2013
1287781,095554,SRV F PLT 515512915/RUA37 PAA12247,132,Recreio dos Bandeirantes  ,8,TERRITORIAL,67.75,2195,577559.37625,841518.755,COMPRA E VENDA,2013
1287782,095604,VIA 4 PAA 8997S/SRV K PLT515512915,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,20000,13299999.99,13299999.99,COMPRA E VENDA,2013
1287783,101337,VIA SERV B PAL 19170,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,2.6,10345.5,166963.265,6487147.0575,COMPRA E VENDA,2013
1287784,104190,RUA ALMTE ARY RONGEL,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100,664.666666,1800000.01,1800000.01,COMPRA E VENDA,2013
1287785,196527,RUA IRMAOS MOISES MARIA,144,Campo Grande,3,TERRITORIAL,100,183,76687.96,76687.96,COMPRA E VENDA,2012
1287786,198085,RUA SONIA MENDONCA FERREIRA,144,Campo Grande,2,TERRITORIAL,100,153,63902.105,63902.105,COMPRA E VENDA,2012
1287787,198796,RUA VICENTE PAIVA,144,Campo Grande,2,TERRITORIAL,100,297,40678.375,40678.375,COMPRA E VENDA,2012
1287788,199331,RUA AUSTRIA,144,Campo Grande,3,TERRITORIAL,100,153,75639.24,75639.24,COMPRA E VENDA,2012
1287789,205294,RUA DA JAGUATIRICA,144,Campo Grande,4,TERRITORIAL,100,131.5,28019.565,28019.565,COMPRA E VENDA,2012
1287790,211326,RUA JOAO MARQUES FERREIRA,144,Campo Grande,2,TERRITORIAL,100,156.5,69014.645,69014.645,COMPRA E VENDA,2012
1287791,211763,RUA ORLANDO DE OLIVEIRA DANTAS,144,Campo Grande,6,TERRITORIAL,100,149.333333,67314.613333,67314.613333,COMPRA E VENDA,2012
1287792,212027,RUA ARTUR DA TAVOLA (ESCRITOR),144,Campo Grande,7,TERRITORIAL,92.857142,144.428571,26992.348571,28501.352857,COMPRA E VENDA,2012
1287793,212076,RUA MIGUEL ARRAES,144,Campo Grande,2,TERRITORIAL,100,167,39821.45,39821.45,COMPRA E VENDA,2012
1287794,213728,RUA NELSON MACHADO (ARQ),144,Campo Grande,2,TERRITORIAL,100,161,80855.74,80855.74,COMPRA E VENDA,2012
1287795,214239,RUA FRANCISCO IGLESIAS,144,Campo Grande,4,TERRITORIAL,100,162.25,64485.755,64485.755,COMPRA E VENDA,2012
1287796,214858,RUA JACQUES COUSTEAU,144,Campo Grande,3,TERRITORIAL,100,159.333333,13312.76,13312.76,COMPRA E VENDA,2012
1287797,215467,RUA DINORAH MARZULLO ( ATRIZ),144,Campo Grande,2,TERRITORIAL,100,256,107577.87,107577.87,COMPRA E VENDA,2012
1287798,220335,RUA ROSINHA DE VALENCA,144,Campo Grande,11,TERRITORIAL,100,128.272727,59643.106363,59643.106363,COMPRA E VENDA,2012
1287799,220343,RUA LYGIA SARMENTO,144,Campo Grande,9,TERRITORIAL,100,126.222222,65411.403333,65411.403333,COMPRA E VENDA,2012
1287800,220376,RUA ELIZETH CARDOSO,144,Campo Grande,3,TERRITORIAL,100,127.666666,47180.533333,47180.533333,COMPRA E VENDA,2012
1287801,221218,RUA JORN GENETON MORAES NETO,144,Campo Grande,11,TERRITORIAL,56.636363,377,12057.087272,21190.198181,COMPRA E VENDA,2012
1287802,222059,RUA ALDO MALAGOLI,144,Campo Grande,6,TERRITORIAL,100,128.833333,52402.69,52402.69,COMPRA E VENDA,2012
1287803,224857,RUA CARVALHINHO,144,Campo Grande,5,TERRITORIAL,100,502,218954.894,218954.894,COMPRA E VENDA,2012
1287804,041640,CAM DE TUTOIA,147,Cosmos                    ,2,TERRITORIAL,100,60137.5,2654157.34,2654157.34,COMPRA E VENDA,2012
1287805,111310,RUA JURIPIRANGA,147,Cosmos                    ,3,TERRITORIAL,72.213333,283.333333,54540.676666,69090.946666,COMPRA E VENDA,2012
1287806,180927,RUA JOSE DA CONCEICAO SANTOS,147,Cosmos                    ,3,TERRITORIAL,100,120,17535.703333,17535.703333,COMPRA E VENDA,2012
1287807,180943,RUA ZELIA MAGALHAES,147,Cosmos                    ,2,TERRITORIAL,100,225,34772.12,34772.12,COMPRA E VENDA,2012
1287808,200766,RUA DAS ROMAS,147,Cosmos                    ,2,TERRITORIAL,100,190.5,42417.985,42417.985,COMPRA E VENDA,2012
1287809,200782,RUA DAS MANGAS,147,Cosmos                    ,2,TERRITORIAL,100,153,38687.94,38687.94,COMPRA E VENDA,2012
1287810,037796,ETR SANTA EUGENIA,148,Paciência                 ,2,TERRITORIAL,100,266958.5,4411872.08,4411872.08,COMPRA E VENDA,2012
1287811,045252,ETR DE MANGUARIBA,148,Paciência                 ,5,TERRITORIAL,100,8320.8,70187.846,70187.846,COMPRA E VENDA,2012
1287812,134650,AVN ROBERTO MOURA,148,Paciência                 ,5,TERRITORIAL,100,364.4,8055.396,8055.396,COMPRA E VENDA,2012
1287813,160366,RUA 9 PAL 35631,149,Santa Cruz                ,5,TERRITORIAL,100,22535.6,872092.236,872092.236,COMPRA E VENDA,2012
1287814,168922,RUA ROGERIO DUPRAT,149,Santa Cruz                ,6,TERRITORIAL,100,253,15037.75,15037.75,COMPRA E VENDA,2012
1287815,222232,RUA D PAA 11712/PAL 45370,149,Santa Cruz                ,4,TERRITORIAL,100,274.5,77104.235,77104.235,COMPRA E VENDA,2012
1287816,000653,AVN ALTO MARANHAO,151,Guaratiba                 ,4,TERRITORIAL,100,405,61564.2975,61564.2975,COMPRA E VENDA,2012
1287817,000752,RUA GUIDOVAL,151,Guaratiba                 ,4,TERRITORIAL,100,360,34365.86,34365.86,COMPRA E VENDA,2012
1287818,005876,RUA CONCEICAO DO CANINDE,151,Guaratiba                 ,4,TERRITORIAL,87.5,279,17717.615,20582.14,COMPRA E VENDA,2012
1287819,095471,AVN DAS AMERICAS,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100,667.666666,512360.73,512360.73,COMPRA E VENDA,2012
1287820,095620,SRV M PLT 515512915,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,51.455,10151,5608452.8,12281305.035,COMPRA E VENDA,2012
1287821,101287,SRV PAS I PAL 19170,132,Recreio dos Bandeirantes  ,5,TERRITORIAL,61.684,12443.2,3476333.636,4776952.146,COMPRA E VENDA,2012
1287822,104018,RUA ANTONIO MAROUN,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,61,595,916499.99,1506818.155,COMPRA E VENDA,2012
1287823,104232,RUA SERGIO BRANCO SOARES,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,54.535,651,960150.005,1563175.31,COMPRA E VENDA,2012
1287824,104513,RUA MARIO FAUSTINO,132,Recreio dos Bandeirantes  ,23,TERRITORIAL,20.330434,655.391304,355134.302173,2085420.359565,COMPRA E VENDA,2012
1287825,220921,RUA A PAA 11715/PAL 45384,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,50,485.5,206939.515,413879.03,COMPRA E VENDA,2012
1287826,227587,RUA 5 PAA 12070/PAL 46823,132,Recreio dos Bandeirantes  ,17,TERRITORIAL,50,566.058823,364869.765882,729739.531764,COMPRA E VENDA,2012
1287827,010629,ETR AGUA BRANCA,138,Magalhães Bastos          ,2,TERRITORIAL,75,182.5,21502.23,32019.98,COMPRA E VENDA,2012
1287828,025296,RUA CEL VALENCA,138,Magalhães Bastos          ,4,TERRITORIAL,6.25,880,3513.18,56210.88,COMPRA E VENDA,2012
1287829,039750,RUA SILVA NETO,139,Realengo                  ,4,TERRITORIAL,78.25,847.25,103700.6275,126989.875,COMPRA E VENDA,2012
1287830,052290,RUA GUAIACA,140,Padre Miguel              ,2,TERRITORIAL,100,911,122571.67,122571.67,COMPRA E VENDA,2012
1287831,094946,RUA DOM JOAO IV,140,Padre Miguel              ,2,TERRITORIAL,100,448.5,55521.755,55521.755,COMPRA E VENDA,2012
1287832,010629,ETR AGUA BRANCA,141,Bangu,3,TERRITORIAL,100,143.333333,96009.123333,96009.123333,COMPRA E VENDA,2012
1287833,021428,ETR DO ENGENHO,141,Bangu,2,TERRITORIAL,100,391.5,134537.415,134537.415,COMPRA E VENDA,2012
1287834,154898,RUA WASHINGTON LIMA,141,Bangu,2,TERRITORIAL,100,181,165024.385,165024.385,COMPRA E VENDA,2012
1287835,184473,RUA EDGARD MAGALHAES GOMES,141,Bangu,2,TERRITORIAL,100,153,32483.59,32483.59,COMPRA E VENDA,2012
1287836,187211,RUA DANIEL JOSE DE CARVALHO,141,Bangu,3,TERRITORIAL,86.666666,153,22399.31,24886.366666,COMPRA E VENDA,2012
